功率_瓦,时刻_秒,求积阶数,吸收功率_瓦,储能率_瓦,水冷散热_瓦,对流散热_瓦,辐射散热_瓦,平衡_瓦,绝对平衡_瓦,原定义相对平衡分母_瓦,原定义相对平衡,边界梯度模式原标识,外边界内移_米
55.0,1.0,64,42.06677492057008,94.14264419724569,458.07422994509375,1.4678577247535438,0.5516155960113279,512.1695725425343,512.1695725425343,460.09370326585866,1.1131853553026878,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,10.0,64,42.06677492057008,76.78159623047564,483.74323782936267,1.6550405882610097,0.6299468602852516,520.7430465878144,520.7430465878144,486.0282252779089,1.0714255253181144,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,50.0,64,42.06677492057008,-6.38886820372568,526.2554973804961,1.9419043224025394,0.7578346136657663,480.49959319226866,480.49959319226866,528.9552363165644,0.9083936790914071,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,100.0,64,42.06677492057008,-13.761051652596251,464.0619321868248,1.7349028148902839,0.6511055031214005,410.6201139316702,410.6201139316702,466.4479405048365,0.8803128458178122,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,200.0,64,42.06677492057008,-8.76565930736611,508.16495256749863,1.5900524979307804,0.552072879789183,459.47464371728245,459.47464371728245,510.3070779452186,0.900388537755314,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,1.0,64,88.1107721972668,165.98833191404964,366.951384732625,1.7496944254045537,0.6627427282219711,447.24138160303437,447.24138160303437,369.3638218862515,1.210842413637267,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,10.0,64,88.1107721972668,136.42355286377176,450.1290935509353,2.1133323584987767,0.8293694068814058,501.3845759828205,501.3845759828205,453.0717953163155,1.1066338297063383,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,50.0,64,88.1107721972668,-0.10197292363343169,769.8722924585823,2.6521795670127455,1.0974056068160645,685.4091325115108,685.4091325115108,773.621877632411,0.8859743400860559,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,100.0,64,88.1107721972668,-5.583299841990078,779.9134515268314,2.5337162350762323,1.0389667516672267,689.792062474318,689.792062474318,783.4861345135748,0.880413873440879,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,200.0,64,88.1107721972668,-8.749493409791123,907.3526322673582,2.409918232706122,0.9588279460743256,813.8611128390806,813.8611128390806,910.7213784461386,0.8936444582290143,inner_autodiff_at_R_minus_epsilon,1e-6
364.3,1.0,64,278.63502006479416,553.2536260198178,952.964806332413,3.6180254129058564,1.55800735484596,1232.7594450551883,1232.7594450551883,958.1408391001647,1.286616116074262,inner_autodiff_at_R_minus_epsilon,1e-6
364.3,10.0,64,278.63502006479416,423.3876923822924,1267.3939393552496,4.877771321864693,2.3987300861340097,1419.4231130807466,1419.4231130807466,1274.6704407632483,1.1135608606651481,inner_autodiff_at_R_minus_epsilon,1e-6
364.3,50.0,64,278.63502006479416,27.43652992371555,2592.4155576021735,6.6456742141611755,3.838474890483356,2351.7012165657393,2351.7012165657393,2602.899706706818,0.9034928278282015,inner_autodiff_at_R_minus_epsilon,1e-6
364.3,100.0,64,278.63502006479416,9.434327459381404,2762.6322319283927,6.704177452445067,4.00646219932028,2504.142178974745,2504.142178974745,2773.342871580158,0.9029327764107179,inner_autodiff_at_R_minus_epsilon,1e-6
364.3,200.0,64,278.63502006479416,-16.00712995587648,3026.919978669598,6.25749074928191,3.699890831221364,2742.2352102294303,2742.2352102294303,3036.877360250101,0.9029785812633522,inner_autodiff_at_R_minus_epsilon,1e-6
403.0,1.0,64,308.23473259981347,637.4819162323539,1098.3288748285513,3.9306634736338752,1.735993686050876,1433.2427156207764,1433.2427156207764,1103.995531988236,1.2982323515744525,inner_autodiff_at_R_minus_epsilon,1e-6
403.0,10.0,64,308.23473259981347,476.74333607844784,1451.50027006341,5.3582910344136225,2.751590626175279,1628.1187552026333,1628.1187552026333,1459.610151723999,1.1154476784637342,inner_autodiff_at_R_minus_epsilon,1e-6
403.0,50.0,64,308.23473259981347,31.0944302581247,2941.1224730198937,7.336256454712031,4.498282086866481,2675.816709219783,2675.816709219783,2952.957011561472,0.9061482096567529,inner_autodiff_at_R_minus_epsilon,1e-6
403.0,100.0,64,308.23473259981347,9.303691573864738,3127.9868808839556,7.424989572848669,4.732516841118033,2841.2133462719735,2841.2133462719735,3140.144387297922,0.9048034089657969,inner_autodiff_at_R_minus_epsilon,1e-6
403.0,200.0,64,308.23473259981347,-17.12591825122237,3383.0371367985817,6.919447989169311,4.347559653168549,3068.943493589884,3068.943493589884,3394.3041444409196,0.9041451098647418,inner_autodiff_at_R_minus_epsilon,1e-6
630.5,1.0,64,482.23821068035335,1207.4759358692083,1963.467633483534,5.903511340315974,3.070674452688873,2697.6795444653935,2697.6795444653935,1972.4418192765388,1.3676852306116998,inner_autodiff_at_R_minus_epsilon,1e-6
630.5,10.0,64,482.23821068035335,803.879122274662,2566.762909244334,8.411384598166386,5.674913961962766,2902.4901193987716,2902.4901193987716,2580.8492078044633,1.1246259993112613,inner_autodiff_at_R_minus_epsilon,1e-6
630.5,50.0,64,482.23821068035335,64.56328642331206,5084.383144067817,11.736964801326401,10.402031380369856,4688.847215992471,4688.847215992471,5106.522140249513,0.9182075563787464,inner_autodiff_at_R_minus_epsilon,1e-6
630.5,100.0,64,482.23821068035335,8.028583030022634,5306.983165701153,12.126208468830605,11.475273503634494,4856.375020023287,4856.375020023287,5330.584647673618,0.9110398466597307,inner_autodiff_at_R_minus_epsilon,1e-6
630.5,200.0,64,482.23821068035335,-28.917317374264528,5378.3487350487285,11.22599993632561,10.257680502838987,4888.676887433276,4888.676887433276,5399.832415487894,0.9053386311418642,inner_autodiff_at_R_minus_epsilon,1e-6
729.0,1.0,64,557.5759803108289,1524.0192387203074,2381.3565456211563,6.841555181693694,3.8215179039165665,3358.462877116245,3358.462877116245,2392.019618706767,1.4040281487875008,inner_autodiff_at_R_minus_epsilon,1e-6
729.0,10.0,64,557.5759803108289,970.04207100082,3083.397488228184,10.011437905839294,7.772830447968701,3513.6478472719828,3513.6478472719828,3101.181756581992,1.1330028753763197,inner_autodiff_at_R_minus_epsilon,1e-6
729.0,50.0,64,557.5759803108289,79.98945222785889,6009.977814600392,14.039396516534902,15.089606452364384,5561.520289486321,5561.520289486321,6039.106817569291,0.9209176882426472,inner_autodiff_at_R_minus_epsilon,1e-6
729.0,100.0,64,557.5759803108289,6.445862322156184,6236.534588609389,14.503616253306632,16.757860187699368,5716.665947061723,5716.665947061723,6267.796065050396,0.9120695516783313,inner_autodiff_at_R_minus_epsilon,1e-6
729.0,200.0,64,557.5759803108289,-33.73604224443703,6201.929882313503,13.348155070610247,14.750328191428933,5638.716343020276,5638.716343020276,6230.028365575542,0.9050867848656032,inner_autodiff_at_R_minus_epsilon,1e-6
