time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,26.42972,26.35385
4,27.18469,26.62036
6,27.83923,26.97446
8,28.28265,27.40735
10,28.61649,27.88007
12,28.96573,28.34067
14,29.38013,28.75992
16,29.87076,29.13782
18,30.41992,29.47638
20,30.97833,29.76639
22,31.49695,30.00171
24,31.957,30.18967
26,32.36496,30.34247
28,32.73459,30.46536
30,33.07599,30.55856
32,33.39328,30.62857
34,33.68494,30.68927
36,33.94528,30.75427
38,34.168,30.83057
40,34.34958,30.91864
42,34.49091,31.0162
44,34.59644,31.12048
46,34.67239,31.22833
48,34.72562,31.33679
50,34.76257,31.44351
52,34.78906,31.54764
54,34.81024,31.64972
56,34.83054,31.75095
58,34.85382,31.85263
60,34.88339,31.9556
62,34.922,32.06009
64,34.97159,32.16571
66,35.03345,32.27136
68,35.108,32.37555
70,35.19482,32.47617
72,35.29272,32.57086
74,35.39972,32.65692
76,35.51328,32.7316
78,35.63065,32.79233
80,35.74863,32.83707
82,35.86426,32.86429
84,35.97449,32.87347
86,36.07657,32.86472
88,36.16824,32.83914
90,36.24783,32.79852
92,36.31436,32.74561
94,36.36771,32.68381
96,36.40842,32.61716
98,36.43762,32.55002
100,36.45706,32.48676
102,36.46866,32.43146
104,36.47464,32.3877
106,36.47717,32.35825
108,36.47849,32.34525
110,36.48068,32.34979
112,36.48578,32.37241
114,36.49561,32.41278
116,36.51193,32.47018
118,36.53629,32.54349
120,36.57037,32.63113
122,36.61554,32.7316
124,36.67319,32.84299
126,36.74472,32.96356
128,36.83139,33.09152
130,36.93442,33.22513
132,37.0549,33.36264
134,37.19394,33.50244
136,37.35245,33.64301
138,37.53116,33.78278
140,37.73074,33.92047
142,37.95172,34.05481
144,38.19446,34.18472
146,38.45908,34.30939
148,38.74561,34.42822
150,39.05392,34.54111
152,39.38379,34.64819
154,39.73477,34.75021
156,40.10638,34.84821
158,40.49802,34.94363
160,40.90887,35.03812
162,41.33813,35.13345
164,41.78488,35.23141
166,42.24799,35.33359
168,42.72629,35.44135
170,43.21841,35.55588
172,43.7229,35.67795
174,44.23804,35.8082
176,44.76208,35.94708
178,45.29312,36.09473
180,45.82904,36.25125
182,46.3678,36.41663
184,46.90729,36.59076
186,47.4454,36.77347
188,47.98022,36.96451
190,48.51001,37.1637
192,49.03314,37.37061
194,49.54849,37.58499
196,50.05508,37.8063
198,50.55234,38.03415
200,51.03998,38.26801
