time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,25.52045,25.60837
4,25.91699,25.89487
6,26.59421,26.29852
8,27.32553,26.79129
10,27.90369,27.30142
12,28.39188,27.75327
14,28.87518,28.10391
16,29.37775,28.35132
18,29.8696,28.52475
20,30.29822,28.66769
22,30.63968,28.81506
24,30.91132,28.97638
26,31.14783,29.13602
28,31.37766,29.27206
30,31.61148,29.37567
32,31.84338,29.45352
34,32.06046,29.51895
36,32.25284,29.58356
38,32.41751,29.65341
40,32.55707,29.72879
42,32.67682,29.8064
44,32.78244,29.88187
46,32.87888,29.9519
48,32.97006,30.01498
50,33.05893,30.07126
52,33.14764,30.12204
54,33.23773,30.16925
56,33.33017,30.21487
58,33.42554,30.26074
60,33.52402,30.30826
62,33.6254,30.35837
64,33.72922,30.41156
66,33.83487,30.46796
68,33.94162,30.52737
70,34.04871,30.58951
72,34.15549,30.6539
74,34.26141,30.72009
76,34.36591,30.78766
78,34.46866,30.85617
80,34.56921,30.92517
82,34.66724,30.99429
84,34.76245,31.06308
86,34.85452,31.1312
88,34.94318,31.19821
90,35.02808,31.26376
92,35.10901,31.32755
94,35.1857,31.38916
96,35.25797,31.44833
98,35.32562,31.50476
100,35.38861,31.55817
102,35.44684,31.60822
104,35.50027,31.65472
106,35.54904,31.69742
108,35.59314,31.73608
110,35.63269,31.77048
112,35.66785,31.80038
114,35.69882,31.82568
116,35.72568,31.84616
118,35.74869,31.86176
120,35.76797,31.87231
122,35.78378,31.87781
124,35.79623,31.87827
126,35.80554,31.87363
128,35.81189,31.86401
130,35.81549,31.84946
132,35.81647,31.83014
134,35.81503,31.80615
136,35.81134,31.77768
138,35.80563,31.7449
140,35.79803,31.70801
142,35.78876,31.66721
144,35.77792,31.62274
146,35.76578,31.57477
148,35.75247,31.52359
150,35.73819,31.46939
152,35.72308,31.41238
154,35.70731,31.35281
156,35.69101,31.29095
158,35.67435,31.22699
160,35.65747,31.16119
162,35.64047,31.09381
164,35.6235,31.02515
166,35.6066,30.95544
168,35.58987,30.88501
170,35.57346,30.81418
172,35.55734,30.74329
174,35.5416,30.6727
176,35.52628,30.60275
178,35.51141,30.53384
180,35.49698,30.4664
182,35.483,30.40076
184,35.46951,30.33737
186,35.45651,30.27658
188,35.44394,30.21884
190,35.43179,30.16446
192,35.42007,30.1138
194,35.40878,30.0672
196,35.39786,30.0249
198,35.3873,29.98715
200,35.37714,29.95422
