功率_瓦,时刻_秒,求积阶数,吸收功率_瓦,储能率_瓦,水冷散热_瓦,对流散热_瓦,辐射散热_瓦,平衡_瓦,绝对平衡_瓦,原定义相对平衡分母_瓦,原定义相对平衡,边界梯度模式原标识,外边界内移_米
55.0,1.0,64,42.06677492057008,173.20090432242924,96.07202547052552,0.1030448239005084,0.04185421837457831,227.35105391465976,227.35105391465976,173.20090432242924,1.3126435731041282,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,10.0,64,42.06677492057008,127.92190206342961,206.65256626673715,0.4976672951822445,0.2147995642878266,293.22016026906675,293.22016026906675,207.36503312620724,1.4140289510170505,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,50.0,64,42.06677492057008,11.134501691680848,469.8153536779764,0.9493918640871941,0.4295374735440945,440.26200978671847,440.26200978671847,471.1942830156077,0.9343534623745325,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,100.0,64,42.06677492057008,0.4203550808806252,487.5489334360709,1.0014116266054933,0.4515881357043189,447.3555133586912,447.3555133586912,489.0019331983807,0.914833833953793,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,200.0,64,42.06677492057008,1.8325291869471252,471.3485293109396,0.9898697199078434,0.4482333113468989,432.5523866085714,432.5523866085714,472.78663234219437,0.9148997814631481,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,1.0,64,88.1107721972668,386.845544401201,185.8368577661888,0.21179930258199148,0.08516472404625922,484.86859399675126,484.86859399675126,386.845544401201,1.2533906646056383,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,10.0,64,88.1107721972668,295.0534722413237,458.67997795961116,1.086707789785855,0.49050010634996016,667.1998858998038,667.1998858998038,460.25718585574697,1.4496240502129096,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,50.0,64,88.1107721972668,17.54329979503934,1108.866288756479,2.028077620000433,0.9835941225262099,1041.3104880967783,1041.3104880967783,1111.8779604990057,0.9365330774516324,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,100.0,64,88.1107721972668,0.8131262808001773,1149.7092371302679,2.10906549050667,1.0220407294532408,1065.542697433761,1065.542697433761,1152.8403433502278,0.9242760314383394,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,200.0,64,88.1107721972668,3.8965110953562587,1090.6588071132671,2.092698002455149,1.0157392314183664,1009.55298324523,1009.55298324523,1093.7672443471406,0.923005318053589,inner_autodiff_at_R_minus_epsilon,1e-6
364.3,1.0,64,278.63502006479416,1278.0591382572627,540.1805058274404,0.7174067245608412,0.29871295069306447,1540.6207436951627,1540.6207436951627,1278.0591382572627,1.2054377591602874,inner_autodiff_at_R_minus_epsilon,1e-6
