HF优化步,训练热流_W_m2,物理配点时刻_s,HF三探针消费点数,实际训练目标,HF可见探针目标,累计体内PDE计算次数,合法两档探针验证RMSE_K
1,20000,1.0,42,0.06998254358768463,0.007482545915991068,1,
2,35000,1.0,42,0.18914620578289032,0.02277645282447338,2,
3,50000,1.0,42,0.3705068826675415,0.04634192958474159,3,
4,65000,1.0,42,0.618867039680481,0.0780743807554245,4,
5,80000,1.0,42,0.9325219988822937,0.11767029762268066,5,
6,20000,2.0,42,0.0798967257142067,0.00890058558434248,6,
7,35000,2.0,42,0.13080064952373505,0.023329023271799088,7,
8,50000,2.0,42,0.23778977990150452,0.04545062407851219,8,
9,65000,2.0,42,0.4149777889251709,0.07555784285068512,9,
10,80000,2.0,42,0.6601026058197021,0.1134580671787262,10,
11,20000,5.0,42,0.03753887861967087,0.009626654908061028,11,
12,35000,5.0,42,0.058041200041770935,0.0231886375695467,12,
13,50000,5.0,42,0.12370748817920685,0.04380093514919281,13,
14,65000,5.0,42,0.2399059683084488,0.07165350019931793,14,
15,80000,5.0,42,0.4032008945941925,0.10657450556755066,15,
16,20000,10.0,42,0.06307290494441986,0.008974218741059303,16,
17,35000,10.0,42,0.06425586342811584,0.020526008680462837,17,
18,50000,10.0,42,0.08266009390354156,0.03776409104466438,18,
19,65000,10.0,42,0.1309610903263092,0.06095672771334648,19,
20,80000,10.0,42,0.22081881761550903,0.09022621810436249,20,4.785361289978027
21,20000,20.0,42,0.07276409864425659,0.004492645617574453,21,
22,35000,20.0,42,0.061910346150398254,0.011798908933997154,22,
23,50000,20.0,42,0.061023905873298645,0.024153035134077072,23,
24,65000,20.0,42,0.08520255237817764,0.04224007576704025,24,
25,80000,20.0,42,0.14937663078308105,0.06657852232456207,25,
26,20000,30.0,42,0.032789021730422974,0.0007811611867509782,26,
27,35000,30.0,42,0.026017045602202415,0.004928587004542351,27,
28,50000,30.0,42,0.03169551119208336,0.013909715227782726,28,
29,65000,30.0,42,0.06110499054193497,0.02824263460934162,29,
30,80000,30.0,42,0.12332422286272049,0.048301391303539276,30,
31,20000,50.0,42,0.019523682072758675,0.0015843241708353162,31,
32,35000,50.0,42,0.01494978740811348,0.0034477650187909603,32,
33,50000,50.0,42,0.028393840417265892,0.009023638442158699,33,
34,65000,50.0,42,0.06166040897369385,0.019165538251399994,34,
35,80000,50.0,42,0.10764484107494354,0.034956950694322586,35,
36,20000,75.0,42,0.017768900841474533,0.00225995946675539,36,
37,35000,75.0,42,0.017257139086723328,0.002706166123971343,37,
38,50000,75.0,42,0.025823991745710373,0.006314897909760475,38,
39,65000,75.0,42,0.04471325874328613,0.014151450246572495,39,
40,80000,75.0,42,0.07873139530420303,0.02736140973865986,40,2.3859333992004395
41,20000,100.0,42,0.013876629993319511,0.002028660150244832,41,
42,35000,100.0,42,0.01574728824198246,0.0020208207424730062,42,
43,50000,100.0,42,0.02733355015516281,0.00500765535980463,43,
44,65000,100.0,42,0.045705296099185944,0.011914940550923347,44,
45,80000,100.0,42,0.07400955259799957,0.02375084161758423,45,
46,20000,125.0,42,0.011598038487136364,0.0019129965221509337,46,
47,35000,125.0,42,0.01728835329413414,0.0021308569703251123,47,
48,50000,125.0,42,0.028513986617326736,0.0049032000824809074,48,
49,65000,125.0,42,0.048086412250995636,0.011130410246551037,49,
50,80000,125.0,42,0.0829005241394043,0.02212766371667385,50,
51,20000,150.0,42,0.012900108471512794,0.0018242443911731243,51,
52,35000,150.0,42,0.023161165416240692,0.002109210006892681,52,
53,50000,150.0,42,0.03717690333724022,0.004745735786855221,53,
54,65000,150.0,42,0.05233299732208252,0.010672416538000107,54,
55,80000,150.0,42,0.0877094641327858,0.021439969539642334,55,
56,20000,175.0,42,0.012656738050282001,0.0016972951125353575,56,
57,35000,175.0,42,0.019066128879785538,0.0019636154174804688,57,
58,50000,175.0,42,0.03157459944486618,0.004581695422530174,58,
59,65000,175.0,42,0.05192941427230835,0.01072120014578104,59,
60,80000,175.0,42,0.08421041816473007,0.0218864306807518,60,2.203221321105957
61,20000,200.0,42,0.011709978803992271,0.0014730215771123767,61,
62,35000,200.0,42,0.0253085158765316,0.0019901120103895664,62,
63,50000,200.0,42,0.04382283240556717,0.0050062816590070724,63,
64,65000,200.0,42,0.05225250497460365,0.011348417960107327,64,
65,80000,200.0,42,0.08011786639690399,0.022392991930246353,65,
66,20000,1.0,42,0.08567547053098679,0.0014034000923857093,66,
67,35000,1.0,42,0.20220449566841125,0.0019567080307751894,67,
68,50000,1.0,42,0.2586940824985504,0.005032049026340246,68,
69,65000,1.0,42,0.2128250002861023,0.012029060162603855,69,
70,80000,1.0,42,0.12428141385316849,0.024948107078671455,70,
71,20000,2.0,42,0.02282477170228958,0.002769350539892912,71,
72,35000,2.0,42,0.025894153863191605,0.004793121479451656,72,
73,50000,2.0,42,0.061697326600551605,0.009890523739159107,73,
74,65000,2.0,42,0.12172458320856094,0.01949279196560383,74,
75,80000,2.0,42,0.18869565427303314,0.03551940619945526,75,
76,20000,5.0,42,0.07430189102888107,0.004312376957386732,76,
77,35000,5.0,42,0.07956342399120331,0.007921528071165085,77,
78,50000,5.0,42,0.09809901565313339,0.01456914097070694,78,
79,65000,5.0,42,0.13039402663707733,0.025367742404341698,79,
80,80000,5.0,42,0.18302586674690247,0.04162771254777908,80,3.2750754356384277
81,20000,10.0,42,0.04625222831964493,0.002838567364960909,81,
82,35000,10.0,42,0.04107552766799927,0.006215603556483984,82,
83,50000,10.0,42,0.0431523434817791,0.01229214109480381,83,
84,65000,10.0,42,0.05647514760494232,0.022191481664776802,84,
85,80000,10.0,42,0.08521350473165512,0.037210553884506226,85,
86,20000,20.0,42,0.007359751500189304,0.0011537199607118964,86,
87,35000,20.0,42,0.012473342940211296,0.004071956034749746,87,
88,50000,20.0,42,0.030386246740818024,0.009573044255375862,88,
89,65000,20.0,42,0.04960661008954048,0.018477091565728188,89,
90,80000,20.0,42,0.06570357084274292,0.0320405513048172,90,
91,20000,30.0,42,0.008504211902618408,0.0008338078041560948,91,
92,35000,30.0,42,0.025740619748830795,0.0033408543094992638,92,
93,50000,30.0,42,0.04462910443544388,0.008000250905752182,93,
94,65000,30.0,42,0.057980917394161224,0.015899399295449257,94,
95,80000,30.0,42,0.07319727540016174,0.028771594166755676,95,
96,20000,50.0,42,0.004765921272337437,0.0007760626031085849,96,
97,35000,50.0,42,0.014986773952841759,0.0030542900785803795,97,
98,50000,50.0,42,0.026262011379003525,0.007517144083976746,98,
99,65000,50.0,42,0.03693200647830963,0.015262121334671974,99,
100,80000,50.0,42,0.05716212838888168,0.027805203571915627,100,2.5526247024536133
101,20000,75.0,42,0.004279395565390587,0.0009228152921423316,101,
102,35000,75.0,42,0.009770371951162815,0.003254756797105074,102,
103,50000,75.0,42,0.02020856738090515,0.007564747706055641,103,
104,65000,75.0,42,0.03560473397374153,0.014810997061431408,104,
105,80000,75.0,42,0.0627087727189064,0.026492470875382423,105,
106,20000,100.0,42,0.007864289917051792,0.0010342245223000646,106,
107,35000,100.0,42,0.011786479502916336,0.0033046796452254057,107,
108,50000,100.0,42,0.020957786589860916,0.007345592137426138,108,
109,65000,100.0,42,0.035462670028209686,0.014064271003007889,109,
110,80000,100.0,42,0.061133358627557755,0.02494964748620987,110,
111,20000,125.0,42,0.008302494883537292,0.0009845929453149438,111,
112,35000,125.0,42,0.010728833265602589,0.003089259145781398,112,
113,50000,125.0,42,0.018473343923687935,0.0068274554796516895,113,
114,65000,125.0,42,0.03112834319472313,0.013048269785940647,114,
115,80000,125.0,42,0.05246023088693619,0.023207617923617363,115,
116,20000,150.0,42,0.005839209072291851,0.0008525633020326495,116,
117,35000,150.0,42,0.00961689930409193,0.002915617311373353,117,
118,50000,150.0,42,0.018977424129843712,0.006596966180950403,118,
119,65000,150.0,42,0.031224511563777924,0.01259085163474083,119,
120,80000,150.0,42,0.04863715171813965,0.022252043709158897,120,2.3216097354888916
121,20000,175.0,42,0.004637550562620163,0.0008331408607773483,121,
122,35000,175.0,42,0.01045755110681057,0.0029567680321633816,122,
123,50000,175.0,42,0.020253093913197517,0.006579419132322073,123,
124,65000,175.0,42,0.032030802220106125,0.012298627756536007,124,
125,80000,175.0,42,0.05202312767505646,0.021524066105484962,125,
126,20000,200.0,42,0.004979872610419989,0.0008199922740459442,126,
127,35000,200.0,42,0.011224867776036263,0.002856271341443062,127,
128,50000,200.0,42,0.021165186539292336,0.006276088301092386,128,
129,65000,200.0,42,0.0351199209690094,0.011708410456776619,129,
130,80000,200.0,42,0.06077788025140762,0.02061762474477291,130,
131,20000,1.0,42,0.006413006689399481,0.000791624013800174,131,
132,35000,1.0,42,0.026519671082496643,0.0027291900478303432,132,
133,50000,1.0,42,0.05000720173120499,0.005957065615803003,133,
134,65000,1.0,42,0.05749978870153427,0.01118488423526287,134,
135,80000,1.0,42,0.05340325087308884,0.02041345089673996,135,
136,20000,2.0,42,0.00563108641654253,0.0009165877127088606,136,
137,35000,2.0,42,0.013019654899835587,0.0029649590142071247,137,
138,50000,2.0,42,0.02605038322508335,0.006760144606232643,138,
