split,power_w,modality,sample_count,time_count,rmse_c,mae_c,signed_bias_c,p95_abs_error_c,max_abs_error_c,delta_rmse_c,delta_mae_c,delta_signed_bias_c,delta_p95_abs_error_c,peak_error_c,对照性质
validation,115.2,Top,1919,19,8.450459181225082,6.918472458367789,0.005924850800617776,15.598440047528102,23.899534501906942,9.82019691853346,7.509290674056411,6.967171822215888,17.92092938462772,23.899534501906942,只拟合HF训练Top/Hot/Cold位置；不具HF内部场/物理训练合同
validation,403.0,Top,2424,24,12.701420194691492,8.225726566967252,3.6656829295884044,30.44224331057685,64.17658292309602,42.641562513751225,40.37676661447839,-40.37676661447839,59.07224329711461,23.60050211240423,只拟合HF训练Top/Hot/Cold位置；不具HF内部场/物理训练合同
validation,630.5,Top,2929,29,24.663928721007697,17.7529533405029,-2.8381594138436075,51.001824727886365,111.54335522560325,94.22902998252799,89.66259324733721,-89.66259324733721,121.00081997502207,12.129499506008642,只拟合HF训练Top/Hot/Cold位置；不具HF内部场/物理训练合同
validation,115.2,Hot,100,100,3.300254191308612,3.0661753166177905,2.763788835815232,4.161940972789944,4.187179126458204,1.8987712221994675,1.2495789371837904,-0.5934502135644687,4.704600069137322,3.529041874277482,只拟合HF训练Top/Hot/Cold位置；不具HF内部场/物理训练合同
validation,403.0,Hot,126,126,4.204624896227884,3.8689106123475194,-3.8689106123475194,6.213479071050017,6.767311198560094,3.3333357391360217,2.8984005862125746,2.8984005862125746,4.983464742660175,-2.1625834047072203,只拟合HF训练Top/Hot/Cold位置；不具HF内部场/物理训练合同
validation,630.5,Hot,150,150,5.4928074147904455,4.802215780233876,3.995941417505701,8.144280083810889,8.182275877361803,7.453134296956073,6.430071956411022,6.430071956411022,10.578410622716211,7.907999638053582,只拟合HF训练Top/Hot/Cold位置；不具HF内部场/物理训练合同
validation,115.2,Cold,100,100,4.240375328171183,3.9122840894744204,3.6736171153749653,5.485242397098119,5.488908279605425,2.118057147357745,1.6983955310212726,0.029083777028417343,4.704886713817526,4.952495156306213,只拟合HF训练Top/Hot/Cold位置；不具HF内部场/物理训练合同
validation,403.0,Cold,126,126,4.61916502702162,4.102095840513009,-4.102095840513009,7.817284808200824,9.325593066968281,5.638653964989468,5.2234972264552715,5.2234972264552715,7.674767421263084,-1.9617118489708787,只拟合HF训练Top/Hot/Cold位置；不具HF内部场/物理训练合同
validation,630.5,Cold,150,150,5.662416488999778,5.154093107731633,3.5133898055326904,8.050123555423394,8.08787520044325,11.568544611769807,10.682329889365556,10.682329889365556,15.219063639256259,7.873992178494007,只拟合HF训练Top/Hot/Cold位置；不具HF内部场/物理训练合同
