LF优化步,训练热流_W_m2,LF训练消费点数,实际LF训练目标
252,35000,512,0.00039815076161175966
253,50000,512,0.0008038998348638415
254,65000,512,0.0013618884840980172
255,80000,512,0.0022042253986001015
256,20000,512,9.207040420733392e-05
257,35000,512,0.0003162242646794766
258,50000,512,0.0008578820852562785
259,65000,512,0.0006644760724157095
260,80000,512,0.0016326808836311102
261,20000,512,0.00010693470539990813
262,35000,512,0.0004062768421135843
263,50000,512,0.0009791860356926918
264,65000,512,0.0015717896167188883
265,80000,512,0.003916227258741856
266,20000,512,0.00016006710939109325
267,35000,512,0.000278169522061944
268,50000,512,0.0009973312262445688
269,65000,512,0.001099187764339149
270,80000,512,0.0030013485811650753
271,20000,512,0.00010488932457519695
272,35000,512,0.000493846891913563
273,50000,512,0.0007794366683810949
274,65000,512,0.0014058002270758152
275,80000,512,0.002547098323702812
276,20000,512,0.0002479173708707094
277,35000,512,0.00030835613142699003
278,50000,512,0.001166750444099307
279,65000,512,0.001294017885811627
280,80000,512,0.0018076400738209486
281,20000,512,0.000227178301429376
282,35000,512,0.0004951410228386521
283,50000,512,0.001105253235436976
284,65000,512,0.0018479370046406984
285,80000,512,0.0023936042562127113
286,20000,512,0.0001714305253699422
287,35000,512,0.0003391405916772783
288,50000,512,0.000823860289528966
289,65000,512,0.0011688405647873878
290,80000,512,0.0019257520325481892
291,20000,512,0.00016507664986420423
292,35000,512,0.0005900899413973093
293,50000,512,0.000981973484158516
294,65000,512,0.0023483815602958202
295,80000,512,0.0019014610443264246
296,20000,512,0.0001268186460947618
297,35000,512,0.00038726432831026614
298,50000,512,0.0010617664083838463
299,65000,512,0.001483458443544805
300,80000,512,0.0020925989374518394
