time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,25.33551,26.27875
4,25.90518,26.55273
6,26.64609,26.95355
8,27.35208,27.4483
10,27.88965,27.95868
12,28.34479,28.40546
14,28.80377,28.74619
16,29.29199,28.98093
18,29.78104,29.14224
20,30.21762,29.27695
22,30.57465,29.42276
24,30.866,29.58963
26,31.12396,29.75967
28,31.37558,29.9082
30,31.63062,30.02454
32,31.88242,30.11511
34,32.11737,30.19397
36,32.32492,30.27328
38,32.50162,30.35919
40,32.64984,30.45151
42,32.77466,30.54602
44,32.88162,30.63739
46,32.97565,30.72147
48,33.06067,30.79611
50,33.13962,30.86108
52,33.21472,30.9176
54,33.28757,30.96744
56,33.35928,31.01266
58,33.43057,31.05505
60,33.5018,31.0961
62,33.57297,31.13675
64,33.64386,31.17752
66,33.71417,31.2186
68,33.78342,31.25986
70,33.85123,31.30112
72,33.91721,31.3421
74,33.98114,31.3826
76,34.04288,31.42245
78,34.10233,31.46149
80,34.15952,31.49973
82,34.21439,31.53708
84,34.26709,31.57355
86,34.31766,31.60916
88,34.36621,31.64395
90,34.41281,31.67789
92,34.4577,31.71103
94,34.50101,31.74332
96,34.543,31.77478
98,34.58398,31.80539
100,34.62427,31.83505
102,34.66428,31.86371
104,34.70447,31.89127
106,34.74533,31.9176
108,34.78745,31.94257
110,34.83142,31.96603
112,34.87784,31.98785
114,34.92749,32.00797
116,34.98102,32.02625
118,35.03918,32.04266
120,35.10281,32.05719
122,35.17279,32.06995
124,35.24991,32.08105
126,35.33517,32.0907
128,35.42963,32.09918
130,35.53427,32.10684
132,35.65024,32.11417
134,35.77872,32.12164
136,35.92093,32.12991
138,36.07809,32.13968
140,36.25153,32.15167
142,36.44247,32.16672
144,36.65213,32.18576
146,36.88162,32.20966
148,37.13202,32.2395
150,37.40414,32.27625
152,37.69864,32.32095
154,38.01587,32.37463
156,38.35577,32.43832
158,38.71802,32.51297
160,39.10184,32.59946
162,39.50592,32.69852
164,39.92862,32.81082
166,40.36774,32.93683
168,40.82071,33.07672
170,41.28467,33.23056
172,41.75635,33.39807
174,42.23242,33.57874
176,42.70938,33.77176
178,43.18381,33.97604
180,43.65234,34.19031
182,44.11197,34.41296
184,44.55984,34.6423
186,44.99362,34.87643
188,45.41122,35.11349
190,45.8111,35.35147
192,46.19211,35.58856
194,46.55353,35.82294
196,46.89493,36.05307
198,47.21634,36.27747
200,47.51804,36.49503
