功率_瓦,时刻_秒,体积分残差V_瓦,界面双侧通量J_瓦,边界失配D_瓦,解释工程平衡_瓦,原工程平衡_瓦,工程解释剩余差_瓦,SiC体内积分残差_瓦,Cu外环积分残差_瓦,Cu下层积分残差_瓦,水冷边界最大温差_摄氏度
55.0,1.0,-252.55981865797816,-113.13658870779004,-376.6201808087013,237.19695085851322,237.19695085851353,3.126388037344441e-13,22.23610395613248,-331.21759708240177,56.42167446829116,1.7248589069342302
55.0,10.0,-147.6162481315148,-39.2069723128883,-367.30144103398334,258.89216521535684,258.8921652153565,-3.410605131648481e-13,67.31821266082302,-249.51386930720548,34.579408514867694,1.3997800597671812
55.0,50.0,185.23113061707426,21.203786931271452,-91.82102778712328,255.8483714729261,255.84837147292544,-6.536993168992922e-13,135.96564001674045,-21.995673359899826,71.26116396023363,0.9636307667589108
55.0,100.0,170.927481527385,13.41680881985667,103.98186071860626,53.52881198892207,53.52881198892189,-1.8474111129762605e-13,144.80575305784623,-52.25517932059421,78.37690779013298,2.0019677220810195
55.0,200.0,147.85013619990855,-143.22939362721274,134.27482589379605,156.80470393332524,156.8047039333272,1.9610979506978765e-12,7.450329150560151,-2.281010607563246,142.68081765691164,7.406783322894512
115.2,1.0,-500.49417151698475,-97.07772939381277,-713.4138733161664,309.9974311929944,309.9974311929945,1.1368683772161603e-13,1.4997818381294081,-548.6677540458375,46.67380069072334,0.7327939512335888
115.2,10.0,-428.75565863238353,-32.41358038867196,-754.6320396840636,358.289961440352,358.28996144035204,5.684341886080802e-14,64.40674394298465,-479.13502911757234,-14.027373457795846,0.5686830795142441
115.2,50.0,108.50088782869788,-18.704673324968383,-380.71269883491783,507.9182599885841,507.91825998858354,-5.684341886080801e-13,184.36485006453006,-120.73104926279493,44.86708702696275,1.6724229877854668
115.2,100.0,145.64340382596737,-6.04968165031778,-185.24109951605175,336.9341849923369,336.93418499233644,-4.547473508864641e-13,204.161251324082,-91.9756531149301,33.457805616815456,1.036072980226038
115.2,200.0,22.16915925379685,-81.10633763413307,-324.2304818992763,427.50597878720623,427.50597878721067,4.433786671143025e-12,121.24258192598376,-148.13164888665176,49.05822621446485,6.62490031200781
364.3,1.0,-679.9934186800929,317.06830056121305,-1559.4853583825748,562.4236391412688,562.4236391412699,1.0231815394945443e-12,32.658929278827145,-672.4470516899212,-40.20529626899878,0.9697063551760152
364.3,10.0,-557.0631803958137,92.25338962399655,-1175.6018056921594,526.2852356723491,526.2852356723488,-3.410605131648481e-13,284.3878550478395,-804.155377082204,-37.295658361449114,0.5866439978495919
364.3,50.0,722.2649655666833,-161.85819327357353,-306.6723494556054,1190.7955082958622,1190.795508295861,-1.1368683772161603e-12,585.6943888981775,194.23006635048642,-57.659489681980574,2.649284584414147
364.3,100.0,647.0083475903971,28.952163366423974,-473.97953853107174,1092.0357227550448,1092.0357227550433,-1.5916157281026244e-12,693.585467432667,49.07527094940954,-95.6523907916794,1.5880112803215525
364.3,200.0,150.7234944770292,-174.24135358298554,-930.2557752549394,1255.220623314954,1255.2206233149604,6.366462912410498e-12,598.7348024356648,-494.5587247928432,46.54741683420751,5.192253128935363
403.0,1.0,-603.5391651397886,390.30554987550255,-1613.5936044299376,619.7488894146466,619.7488894146476,1.0231815394945443e-12,44.0559134831244,-571.2119556695095,-76.38312295340351,0.7686079990799612
403.0,10.0,-481.5814556181898,122.66758796480099,-1133.0746939699538,528.825650386963,528.8256503869635,4.547473508864641e-13,357.83932490622885,-803.279379325967,-36.14140119845159,0.3562940910977659
403.0,50.0,742.9843588890807,-210.94442097139904,-251.48772624923322,1205.4165061097128,1205.416506109712,-9.094947017729282e-13,708.1330091368326,135.88584754357083,-101.03449779132269,2.481148502605606
403.0,100.0,634.5345409133665,10.859807717063177,-468.8487533647833,1092.5234865610867,1092.523486561082,-4.547473508864641e-12,833.0279798100346,-80.0721283513659,-118.4213105453022,1.6164140166962397
403.0,200.0,263.6274476856047,-212.61580500639548,-880.6398133158937,1356.8830660078938,1356.883066007899,5.229594535194337e-12,664.6690444460635,-455.4995473723579,54.45795061189911,5.406255198336339
630.5,1.0,447.40352634707483,646.6124515084259,-1448.6975431255057,1249.4886179641546,1249.4886179641567,2.0463630789890885e-12,-333.5142469317958,962.1585181505949,-181.24074487172425,1.6582185982858277
630.5,10.0,550.4783299875219,399.7961644775544,-550.5743248081759,701.2564903181435,701.256490318144,4.547473508864641e-13,782.7683082996755,-192.05402925004051,-40.23594906211318,2.0780282603984688
630.5,50.0,703.7351905421625,-520.9807037574546,58.7764823652376,1165.9394119343797,1165.9394119345598,1.800799509510398e-10,1243.8223717509745,-317.6953672379392,-222.39181397087282,0.5908862584313397
630.5,100.0,536.0490850416112,-135.54955040311597,-441.5116739135415,1113.1103093582688,1113.1103093590928,8.24002199806273e-10,1364.4858055028667,-817.2641152633341,-11.17260519792137,0.5970684613592425
630.5,200.0,1496.0477373286287,-170.43421257190494,-558.1649578523902,2224.6469077529237,2224.6469077529387,1.5006662579253316e-11,1061.7520132063703,296.9823637162169,137.31336040604148,7.434212153715293
729.0,1.0,861.8663588650068,790.0603764666939,-1577.9874504034185,1649.7934328017313,1649.7934328017343,2.9558577807620168e-12,-123.13610508264856,1131.4504615163532,-146.4479975686979,1.108300579324009
729.0,10.0,981.1678899957875,518.9419715315676,-461.55197685053326,923.7778953147531,923.7778953147515,-1.5916157281026244e-12,1045.060773919191,-210.77093550388565,146.87805158048218,1.735396515745606
729.0,50.0,456.9480818645252,-524.6690989705276,-362.3765980010851,1343.9937788361378,1343.9937788366099,4.720277502201498e-10,1448.7289494298243,-840.6963148883999,-151.0845526768992,0.5552848745764436
729.0,100.0,469.38254978582415,-191.3798460428643,-697.5043916002371,1358.2667874289255,1358.2667874307729,1.8474111129762605e-9,1763.1739363961356,-1362.244063909306,68.4526772989947,0.9161326644156134
729.0,200.0,1825.8531964804126,-199.6010370244394,-611.4645130020149,2636.918746506867,2636.9187465068644,-2.7284841053187847e-12,1262.7424899448745,352.8447421726463,210.2659643628919,7.883142523628862
