time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,25.18359,25.56006
4,25.36856,25.59415
6,25.6944,25.68924
8,26.06937,25.84741
10,26.41232,26.05063
12,26.70389,26.26505
14,26.9588,26.46396
16,27.203,26.6395
18,27.44766,26.78967
20,27.68158,26.90982
22,27.88998,27.00006
24,28.0686,27.06964
26,28.22153,27.13022
28,28.35571,27.1868
30,28.47729,27.23773
32,28.59048,27.28101
34,28.69638,27.31699
36,28.79327,27.34711
38,28.8783,27.37283
40,28.94934,27.39542
42,29.00586,27.4158
44,29.04874,27.43439
46,29.07953,27.45084
48,29.10004,27.46429
50,29.11206,27.47394
52,29.11719,27.47955
54,29.11682,27.48135
56,29.11237,27.47998
58,29.10495,27.47614
60,29.09579,27.47037
62,29.08591,27.46304
64,29.0762,27.45428
66,29.06735,27.44403
68,29.05981,27.43198
70,29.05377,27.41763
72,29.04916,27.40036
74,29.04553,27.37933
76,29.04233,27.35376
78,29.03882,27.32269
80,29.03415,27.28549
82,29.02747,27.24152
84,29.01797,27.19052
86,29.00497,27.13254
88,28.98798,27.06796
90,28.96674,26.99756
92,28.94122,26.92249
94,28.91174,26.84424
96,28.87888,26.76459
98,28.84338,26.68552
100,28.80621,26.60904
102,28.76837,26.53702
104,28.73093,26.47113
106,28.69492,26.41266
108,28.66132,26.3627
110,28.63101,26.32187
112,28.60477,26.29044
114,28.58328,26.2684
116,28.56705,26.25555
118,28.55649,26.25134
120,28.55185,26.25522
122,28.55328,26.26645
124,28.56088,26.28418
126,28.57462,26.30759
128,28.5943,26.33575
130,28.61966,26.36774
132,28.65048,26.40259
134,28.68625,26.43933
136,28.72656,26.47693
138,28.77084,26.51443
140,28.81851,26.55084
142,28.8689,26.58521
144,28.92136,26.61658
146,28.97525,26.64417
148,29.02982,26.6673
150,29.08438,26.68542
152,29.13834,26.69833
154,29.19101,26.70593
156,29.24182,26.7084
158,29.29019,26.70609
160,29.33563,26.69949
162,29.37766,26.68921
164,29.41592,26.67587
166,29.45001,26.66003
168,29.47958,26.64218
170,29.50436,26.62274
172,29.52414,26.60202
174,29.5386,26.58026
176,29.54761,26.55762
178,29.5509,26.53424
180,29.5484,26.51016
182,29.53992,26.48547
184,29.52536,26.46017
186,29.50473,26.43433
188,29.478,26.4079
190,29.44522,26.38095
192,29.40652,26.35342
194,29.36212,26.32526
196,29.31223,26.29648
198,29.2572,26.26688
200,29.19733,26.23645
