LF优化步,训练热流_W_m2,LF训练消费点数,实际LF训练目标
78,50000,512,0.0014795205788686872
79,65000,512,0.0017345501109957695
80,80000,512,0.0027610405813902617
81,20000,512,0.00041528226574882865
82,35000,512,0.0007603417616337538
83,50000,512,0.0009825632441788912
84,65000,512,0.0014148821355774999
85,80000,512,0.003699083346873522
86,20000,512,0.0004681742866523564
87,35000,512,0.00041705439798533916
88,50000,512,0.0018562807235866785
89,65000,512,0.0025281631387770176
90,80000,512,0.003779033198952675
91,20000,512,0.0004707637708634138
92,35000,512,0.0006981294136494398
93,50000,512,0.001453978824429214
94,65000,512,0.0020131776109337807
95,80000,512,0.003646651515737176
96,20000,512,0.0006442811572924256
97,35000,512,0.0004825427895411849
98,50000,512,0.0011764217633754015
99,65000,512,0.0018149330280721188
100,80000,512,0.0021835570223629475
101,20000,512,0.0005745809758082032
102,35000,512,0.00036868825554847717
103,50000,512,0.0017268953379243612
104,65000,512,0.0020864619873464108
105,80000,512,0.0037483645137399435
106,20000,512,0.0004903154913336039
107,35000,512,0.0003596936585381627
108,50000,512,0.0009463970782235265
109,65000,512,0.0021181642077863216
110,80000,512,0.004494447726756334
111,20000,512,0.00047594349598512053
112,35000,512,0.0008374331519007683
113,50000,512,0.0015727352583780885
114,65000,512,0.001855942769907415
115,80000,512,0.0028848121874034405
116,20000,512,0.00046127644600346684
117,35000,512,0.0005731034907512367
118,50000,512,0.0016147560672834516
119,65000,512,0.0014031263999640942
120,80000,512,0.004279399756342173
121,20000,512,0.00040611339500173926
122,35000,512,0.000668488210067153
123,50000,512,0.0007331522647291422
124,65000,512,0.0009702087263576686
125,80000,512,0.0038027330301702023
126,20000,512,0.00037573216832242906
127,35000,512,0.0006894053658470511
128,50000,512,0.0011283820495009422
129,65000,512,0.0017474837368354201
130,80000,512,0.003470678348094225
131,20000,512,0.0004411779809743166
132,35000,512,0.0003486881614662707
133,50000,512,0.0008453628979623318
134,65000,512,0.0016531904693692923
135,80000,512,0.0029781018383800983
136,20000,512,0.0003711004392243922
137,35000,512,0.0008205492049455643
138,50000,512,0.0018808546010404825
139,65000,512,0.002252242062240839
140,80000,512,0.005005958024412394
141,20000,512,0.00038724340265616775
142,35000,512,0.0005491732154041529
143,50000,512,0.0006495744455605745
144,65000,512,0.0012638625921681523
145,80000,512,0.0029800771735608578
146,20000,512,0.000369764631614089
147,35000,512,0.0005423668771982193
148,50000,512,0.0013974172761663795
149,65000,512,0.002508924575522542
150,80000,512,0.004794055130332708
151,20000,512,0.00033294458989985287
152,35000,512,0.00047206462477333844
153,50000,512,0.0014063596026971936
154,65000,512,0.001983148045837879
155,80000,512,0.0036016362719237804
156,20000,512,0.0003604866797104478
157,35000,512,0.00020011696324218065
158,50000,512,0.001632831757888198
159,65000,512,0.00157086830586195
160,80000,512,0.0030511319637298584
161,20000,512,0.0002705231308937073
162,35000,512,0.0005040067480877042
163,50000,512,0.0009306707652285695
164,65000,512,0.0026203980669379234
165,80000,512,0.0031957384198904037
166,20000,512,0.0002965813619084656
167,35000,512,0.0003035700065083802
168,50000,512,0.00126640684902668
169,65000,512,0.002723654732108116
170,80000,512,0.0024779702071100473
171,20000,512,0.00031014380510896444
172,35000,512,0.0005899241659790277
173,50000,512,0.0012183838989585638
174,65000,512,0.0017878799699246883
175,80000,512,0.003022347576916218
176,20000,512,0.00031149122514761984
177,35000,512,0.0003810824709944427
178,50000,512,0.001521448721177876
179,65000,512,0.002054017735645175
180,80000,512,0.0027951335068792105
181,20000,512,0.0002427253348287195
182,35000,512,0.0005704328650608659
183,50000,512,0.0006799814873374999
184,65000,512,0.0018538350705057383
185,80000,512,0.003916291054338217
186,20000,512,0.000286255672108382
187,35000,512,0.0005740286433137953
188,50000,512,0.0011170209618285298
189,65000,512,0.0015919876750558615
190,80000,512,0.002451420295983553
191,20000,512,0.00024928050697781146
192,35000,512,0.000509109697304666
193,50000,512,0.0007825478678569198
194,65000,512,0.0019794581457972527
195,80000,512,0.0031631956808269024
196,20000,512,0.000229635217692703
197,35000,512,0.0003300535026937723
198,50000,512,0.0013936643954366446
199,65000,512,0.0009100116440095007
200,80000,512,0.0030239468906074762
201,20000,512,0.00025161795201711357
202,35000,512,0.000572220073081553
203,50000,512,0.0007700974820181727
204,65000,512,0.002048318739980459
205,80000,512,0.003189604729413986
206,20000,512,0.00023864129616413265
207,35000,512,0.00041385984513908625
208,50000,512,0.001888762228190899
209,65000,512,0.0015363901620730758
210,80000,512,0.0029566141311079264
211,20000,512,0.00017477647634223104
212,35000,512,0.00039659254252910614
213,50000,512,0.0006671275477856398
214,65000,512,0.0012178432662039995
215,80000,512,0.00321169663220644
216,20000,512,0.00021345753339119256
217,35000,512,0.0006392673822119832
218,50000,512,0.0010804987978190184
219,65000,512,0.0018223386723548174
220,80000,512,0.002322300337255001
221,20000,512,0.00020030916493851691
222,35000,512,0.0006454301765188575
223,50000,512,0.0012011502403765917
224,65000,512,0.001837498159147799
225,80000,512,0.0017958865500986576
226,20000,512,0.0002286627859575674
227,35000,512,0.0005965203745290637
228,50000,512,0.0007675210363231599
229,65000,512,0.0020192028023302555
230,80000,512,0.0022303638979792595
231,20000,512,0.00013940181815996766
232,35000,512,0.0006351833580993116
233,50000,512,0.001131915720179677
234,65000,512,0.0019960328936576843
235,80000,512,0.0014512625057250261
236,20000,512,0.00019532977603375912
237,35000,512,0.0003566794330254197
238,50000,512,0.0007258917321451008
239,65000,512,0.0014798471238464117
240,80000,512,0.0019409146625548601
241,20000,512,0.0002983393787872046
242,35000,512,0.0004972059396095574
243,50000,512,0.0009792535565793514
244,65000,512,0.0009551448747515678
245,80000,512,0.0031471392139792442
246,20000,512,0.00027777618379332125
247,35000,512,0.0005343391676433384
248,50000,512,0.0013998850481584668
249,65000,512,0.0025243344716727734
250,80000,512,0.0021489819046109915
251,20000,512,0.00012536521535366774
252,35000,512,0.000697963812854141
253,50000,512,0.0010066519025713205
254,65000,512,0.0008349796989932656
255,80000,512,0.0026836195029318333
256,20000,512,0.00018853617075365037
257,35000,512,0.0007963642128743231
258,50000,512,0.0008693564450368285
259,65000,512,0.0019431945402175188
260,80000,512,0.002740778960287571
261,20000,512,0.00018041921430267394
262,35000,512,0.0004182579286862165
263,50000,512,0.0005091045168228447
264,65000,512,0.0014844057150185108
265,80000,512,0.0026680256705731153
266,20000,512,0.00018367859593126923
267,35000,512,0.0005388035206124187
268,50000,512,0.0004327123169787228
269,65000,512,0.0025402838364243507
270,80000,512,0.0017915104981511831
271,20000,512,0.00013636713265441358
272,35000,512,0.0006671556038782
273,50000,512,0.0015896860277280211
274,65000,512,0.0014928278978914022
275,80000,512,0.003021094249561429
276,20000,512,0.00013646642037201673
277,35000,512,0.0006886966875754297
278,50000,512,0.0012535391142591834
279,65000,512,0.0013232454657554626
280,80000,512,0.0035515797790139914
281,20000,512,8.924360008677468e-05
282,35000,512,0.0007382509647868574
283,50000,512,0.0012398908147588372
284,65000,512,0.00174016784876585
285,80000,512,0.0025685240980237722
286,20000,512,0.0001692974619800225
287,35000,512,0.0005584764294326305
288,50000,512,0.0007598769734613597
289,65000,512,0.001365907839499414
290,80000,512,0.001401206711307168
291,20000,512,0.0001484570384491235
292,35000,512,0.0005385194672271609
293,50000,512,0.001168044051155448
294,65000,512,0.002610214985907078
295,80000,512,0.0021025696769356728
296,20000,512,0.00016900483751669526
297,35000,512,0.000365856452845037
298,50000,512,0.0011385887628421187
299,65000,512,0.0014426673296838999
300,80000,512,0.003454577876254916
