LF优化步,训练热流_W_m2,LF训练消费点数,实际LF训练目标
1,20000,512,0.01135268434882164
2,35000,512,0.02897978201508522
3,50000,512,0.06176476180553436
4,65000,512,0.0990537703037262
5,80000,512,0.15433232486248016
6,20000,512,0.0013426851946860552
7,35000,512,0.008524438366293907
8,50000,512,0.023176347836852074
9,65000,512,0.04509072005748749
10,80000,512,0.08093161880970001
11,20000,512,0.006348869763314724
12,35000,512,0.0034171361476182938
13,50000,512,0.0016454255674034357
14,65000,512,0.005620258394628763
15,80000,512,0.020421458408236504
16,20000,512,0.029940223321318626
17,35000,512,0.024036243557929993
18,50000,512,0.011742746457457542
19,65000,512,0.0043535903096199036
20,80000,512,0.008478562347590923
21,20000,512,0.016568295657634735
22,35000,512,0.011785346083343029
23,50000,512,0.0056379251182079315
24,65000,512,0.0025555570609867573
25,80000,512,0.01246015913784504
26,20000,512,0.0022380370646715164
27,35000,512,0.0015863744774833322
28,50000,512,0.0012219257187098265
29,65000,512,0.0033585201017558575
30,80000,512,0.012331254780292511
31,20000,512,0.0003281403915025294
32,35000,512,0.0005651251412928104
33,50000,512,0.0013699105475097895
34,65000,512,0.0030208160169422626
35,80000,512,0.008661702275276184
36,20000,512,0.0009267941350117326
37,35000,512,0.00043554630246944726
38,50000,512,0.0013778448337689042
39,65000,512,0.0013534666504710913
40,80000,512,0.002515821484848857
41,20000,512,0.0011947753373533487
42,35000,512,0.0011968053877353668
43,50000,512,0.0029469849541783333
44,65000,512,0.0030140262097120285
45,80000,512,0.0037386047188192606
46,20000,512,0.0014316358137875795
47,35000,512,0.0008724072249606252
48,50000,512,0.0018841607961803675
49,65000,512,0.002890967298299074
50,80000,512,0.0030783782713115215
51,20000,512,0.0019531971774995327
52,35000,512,0.0008086447487585247
53,50000,512,0.0004590596945490688
54,65000,512,0.0018610842525959015
55,80000,512,0.0025061520282179117
56,20000,512,0.0019665579311549664
57,35000,512,0.0007811326649971306
58,50000,512,0.0009930530795827508
59,65000,512,0.001966190757229924
60,80000,512,0.003548291977494955
61,20000,512,0.0009597372845746577
62,35000,512,0.0005355509929358959
63,50000,512,0.0018152825068682432
64,65000,512,0.0017717268783599138
65,80000,512,0.00467204675078392
66,20000,512,0.0005165012553334236
67,35000,512,0.0011347114341333508
68,50000,512,0.0016234781360253692
69,65000,512,0.001641476876102388
70,80000,512,0.002260720357298851
71,20000,512,0.0003971905098296702
72,35000,512,0.0005191120435483754
73,50000,512,0.0019342061132192612
74,65000,512,0.0018493523821234703
75,80000,512,0.003877217648550868
76,20000,512,0.00035309293889440596
77,35000,512,0.0005719732725992799
