time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,24.14142,24.57739
4,24.58282,24.70181
6,25.12701,24.86087
8,25.92087,25.1405
10,26.81586,25.61526
12,27.48737,26.27557
14,27.8891,26.94458
16,28.17929,27.39545
18,28.49295,27.57376
20,28.87683,27.57794
22,29.29953,27.52872
24,29.69885,27.5134
26,30.03156,27.57999
28,30.28946,27.73956
30,30.48727,27.97128
32,30.64621,28.23535
34,30.78485,28.49106
36,30.91614,28.71042
38,31.04742,28.88165
40,31.18195,29.00516
42,31.32013,29.08768
44,31.46072,29.13824
46,31.60181,29.1658
48,31.74121,29.1781
50,31.87701,29.18179
52,32.00751,29.18222
54,32.13144,29.18381
56,32.24792,29.18997
58,32.35638,29.20334
60,32.45654,29.22574
62,32.54846,29.25818
64,32.63242,29.30099
66,32.70877,29.35382
68,32.7782,29.41565
70,32.84131,29.48499
72,32.8989,29.56015
74,32.95169,29.63916
76,33.00049,29.72006
78,33.04593,29.80093
80,33.08865,29.88019
82,33.12918,29.95636
84,33.16794,30.02835
86,33.20529,30.09531
88,33.24152,30.15668
90,33.27673,30.21216
92,33.31113,30.26166
94,33.34485,30.30527
96,33.37793,30.34323
98,33.41043,30.37585
100,33.44254,30.40366
102,33.47433,30.42709
104,33.50595,30.44669
106,33.53763,30.46301
108,33.56949,30.47662
110,33.60184,30.48801
112,33.63486,30.49774
114,33.66873,30.50616
116,33.70377,30.5137
118,33.74008,30.5206
120,33.77783,30.52713
122,33.81714,30.53342
124,33.85803,30.53952
126,33.90045,30.54544
128,33.94437,30.55118
130,33.98953,30.55655
132,34.03577,30.56155
134,34.08282,30.56601
136,34.13034,30.56985
138,34.17807,30.57291
140,34.22565,30.5752
142,34.27277,30.57666
144,34.31924,30.57724
146,34.36475,30.57706
148,34.40921,30.57617
150,34.45248,30.57465
152,34.49454,30.57269
154,34.53531,30.57043
156,34.57483,30.56808
158,34.61316,30.5658
160,34.65027,30.56378
162,34.68634,30.56219
164,34.72131,30.56119
166,34.75525,30.56085
168,34.78824,30.56128
170,34.82025,30.56253
172,34.85132,30.56454
174,34.88138,30.56729
176,34.91049,30.57071
178,34.93863,30.57465
180,34.96576,30.57901
182,34.99191,30.58368
184,35.01706,30.58844
186,35.04126,30.5932
188,35.06454,30.59787
190,35.08694,30.60229
192,35.10855,30.60648
194,35.12943,30.61032
196,35.14966,30.61383
198,35.16928,30.61707
200,35.18848,30.62012
