功率_瓦,时刻_秒,体积分残差V_瓦,界面双侧通量J_瓦,边界失配D_瓦,解释工程平衡_瓦,原工程平衡_瓦,工程解释剩余差_瓦,SiC体内积分残差_瓦,Cu外环积分残差_瓦,Cu下层积分残差_瓦,水冷边界最大温差_摄氏度
55.0,1.0,-129.27808474125112,-136.963877861221,-243.19108661722794,250.8768797371978,250.8768797371984,5.968558980384842e-13,44.7844755307908,-216.8973135031094,42.83475323106745,1.4346650070214082
55.0,10.0,-28.55593460264653,-72.8466075723266,-232.15746387743343,276.4481368471135,276.448136847113,-5.115907697472721e-13,86.07682521485883,-142.51832303065916,27.8855632131538,1.0789251369296267
55.0,50.0,243.6764803261451,-1.222418600849693,-2.092011044764746,246.99090997175955,246.99090997175938,-1.7053025658242404e-13,142.5246843263626,35.405398343751955,65.74639765603057,1.1178901047207432
55.0,100.0,229.22405058864103,0.9501490930852015,206.45906903556704,21.814832459988793,21.814832459988672,-1.2079226507921703e-13,150.70456781473297,0.7886267359481849,77.73085603795988,1.8947006588925888
55.0,200.0,172.94295792337428,-149.47267401410085,202.45541585663779,119.96021608083734,119.96021608083902,1.6768808563938364e-12,9.332616573035702,27.709886935793463,135.90045441454512,7.990210011047225
115.2,1.0,-406.5829616997207,-124.85728229836783,-601.8363132634445,320.1106338620916,320.1106338620921,4.547473508864641e-13,16.866411270941867,-457.92947788960294,34.48010491894035,0.6086611094675618
115.2,10.0,-342.7213828286554,-64.86530024998342,-659.3996059177907,381.54352333911874,381.543523339119,2.8421709430404007e-13,74.20557360649957,-397.33558710751475,-19.591369327640198,0.41918618622241866
115.2,50.0,136.80351482652628,-37.16625525841903,-340.70032993681116,514.6701000217565,514.6701000217574,9.094947017729282e-13,177.92294486612334,-80.10679482892743,38.987364789330364,1.7698705435554416
115.2,100.0,179.96219399335112,-12.037957180496846,-126.67673282853855,318.6768840023865,318.67688400238643,-5.684341886080802e-14,198.05277620146768,-49.61725887225228,31.52667666413572,0.9617236462523238
115.2,200.0,45.260679609817956,-81.21635413381307,-268.61785887929847,395.0948926229295,395.0948926229335,4.035882739117369e-12,118.76402179794854,-116.51075406463258,43.00741187650199,7.108261372160996
364.3,1.0,-675.7005125584147,276.4664883007333,-1467.9146629756235,515.7476621164755,515.7476621164765,1.0231815394945443e-12,42.68970247999809,-705.3422018745028,-13.048013163910046,0.556393464590883
364.3,10.0,-565.823620830648,66.19957108850485,-1167.934734262852,535.9115423436992,535.9115423436998,5.684341886080801e-13,264.75526890425056,-805.8423230603423,-24.7365666745562,0.22426808588431868
364.3,50.0,731.2345674548199,-170.91791817931448,-321.2991397826381,1223.4516254167725,1223.4516254167718,-6.821210263296962e-13,569.6134591142795,208.61601241477143,-46.994904074231044,2.4947610325016853
364.3,100.0,682.2689229458674,36.17526226454038,-460.88642123020895,1106.980081911536,1106.9800819115358,-2.2737367544323206e-13,684.1032634445164,79.4315141841839,-81.26585468283287,1.6021089580485182
364.3,200.0,175.01607730596817,-152.40639170755253,-908.9244709485351,1236.3469399620558,1236.3469399620637,7.958078640513122e-12,581.3240530867992,-452.6575713885256,46.34959560769461,5.3131071920263935
403.0,1.0,-609.4027758336026,353.4124865837257,-1522.9720567136371,560.1567942963088,560.1567942963093,4.547473508864641e-13,55.39627788151057,-620.7782746381096,-44.020779077003645,0.31839328665159883
403.0,10.0,-489.5997223361619,100.75443445118901,-1124.0540340602215,533.6998772728706,533.6998772728709,3.410605131648481e-13,338.8707249880001,-807.8562059524944,-20.614241371667646,0.19194947331254752
403.0,50.0,761.2741813109712,-221.96577879451684,-256.6091520637749,1239.849112169263,1239.849112169262,-9.094947017729282e-13,695.857780451911,156.35870238864072,-90.94230152958056,2.2947384746405532
403.0,100.0,670.0901401712767,13.597466434212492,-452.45531288552024,1108.9479866225845,1108.9479866225852,6.821210263296962e-13,825.078863531536,-51.62155750635617,-103.36716585390303,1.633081586492949
403.0,200.0,287.9030947852729,-185.3902801143306,-864.4761514086874,1337.769526308291,1337.7695263082976,6.59383658785373e-12,649.8272456936197,-417.2262354986842,55.30208459033743,5.490906019520594
630.5,1.0,434.75437092699724,634.270948057178,-1350.9756919485883,1151.4591148184077,1151.459114818409,1.3642420526593924e-12,-313.81565097038344,884.1100423862456,-135.54002048886494,2.2228538589188815
