LF优化步,训练热流_W_m2,LF训练消费点数,实际LF训练目标
69,65000,512,0.0009029980865307152
70,80000,512,0.0016553837340325117
71,20000,512,0.000279078958556056
72,35000,512,0.00029270973755046725
73,50000,512,0.0011532362550497055
74,65000,512,0.0011053355410695076
75,80000,512,0.0026646084152162075
76,20000,512,0.00024390262842644006
77,35000,512,0.00037213548785075545
78,50000,512,0.001022977288812399
79,65000,512,0.0011331739369779825
80,80000,512,0.0015413572546094656
81,20000,512,0.00027114656404592097
82,35000,512,0.0005188639042899013
83,50000,512,0.0006721242098137736
84,65000,512,0.0009797103703022003
85,80000,512,0.002309118863195181
86,20000,512,0.00033962749876081944
87,35000,512,0.0002692118869163096
88,50000,512,0.0011998568661510944
89,65000,512,0.0016013395506888628
90,80000,512,0.0024463613517582417
91,20000,512,0.0003643392992671579
92,35000,512,0.0004341643361840397
93,50000,512,0.0008445106213912368
94,65000,512,0.0012462211307138205
95,80000,512,0.002370537491515279
96,20000,512,0.00045509974006563425
97,35000,512,0.00029566031298600137
98,50000,512,0.0007731422083452344
99,65000,512,0.0011342563666403294
100,80000,512,0.0012955027632415295
101,20000,512,0.0003517259028740227
102,35000,512,0.00023176625836640596
103,50000,512,0.001208662404678762
104,65000,512,0.0013905382947996259
105,80000,512,0.002395850606262684
106,20000,512,0.00030409975443035364
107,35000,512,0.00021137690055184066
108,50000,512,0.0005835172487422824
109,65000,512,0.0013600828824564815
110,80000,512,0.003003484569489956
111,20000,512,0.00030762178357690573
112,35000,512,0.0005731957498937845
113,50000,512,0.0010199479293078184
114,65000,512,0.0011777005856856704
115,80000,512,0.001836453564465046
116,20000,512,0.00029043923132121563
117,35000,512,0.00038248131750151515
118,50000,512,0.0010800475720316172
119,65000,512,0.000908400397747755
120,80000,512,0.002736280672252178
121,20000,512,0.00025025854120031
122,35000,512,0.00043917735456489027
123,50000,512,0.0004706924664787948
124,65000,512,0.0005994576495140791
125,80000,512,0.002449404215440154
126,20000,512,0.00024809001479297876
127,35000,512,0.0004441352793946862
128,50000,512,0.000697944313287735
129,65000,512,0.0011423397809267044
130,80000,512,0.0023295849096029997
131,20000,512,0.0002987332409247756
132,35000,512,0.00021730853768531233
133,50000,512,0.0005230065435171127
134,65000,512,0.0010244563454762101
135,80000,512,0.001958061009645462
136,20000,512,0.0002475490910001099
137,35000,512,0.0005764212692156434
138,50000,512,0.0012743942206725478
139,65000,512,0.0014631242956966162
140,80000,512,0.0034029539674520493
141,20000,512,0.00024988543009385467
142,35000,512,0.0003661357914097607
143,50000,512,0.0004101601953152567
144,65000,512,0.0008136500837281346
145,80000,512,0.0019675148651003838
146,20000,512,0.00024253233277704567
147,35000,512,0.0003467829374130815
148,50000,512,0.0009328759624622762
149,65000,512,0.0016275974921882153
150,80000,512,0.003166232258081436
151,20000,512,0.00021576286235358566
152,35000,512,0.0002913246280513704
153,50000,512,0.0008917504455894232
154,65000,512,0.0013576739002019167
155,80000,512,0.0023770907428115606
156,20000,512,0.00023169550695456564
157,35000,512,0.00011945104779442772
158,50000,512,0.0010760212317109108
159,65000,512,0.000980234588496387
160,80000,512,0.0019640843383967876
161,20000,512,0.0001667274918872863
162,35000,512,0.00031372802914120257
163,50000,512,0.0005923525895923376
164,65000,512,0.0017525262665003538
165,80000,512,0.0021046693436801434
166,20000,512,0.0001943911047419533
167,35000,512,0.00017661161837168038
168,50000,512,0.0008001956157386303
169,65000,512,0.0016660351539030671
170,80000,512,0.0015727044083178043
171,20000,512,0.00020455275080166757
172,35000,512,0.0003770469920709729
173,50000,512,0.0008102665306068957
174,65000,512,0.0011463945265859365
175,80000,512,0.001913208281621337
176,20000,512,0.0002036060905084014
177,35000,512,0.00023964434512890875
178,50000,512,0.0010133171454071999
179,65000,512,0.0013411450199782848
180,80000,512,0.001707293908111751
181,20000,512,0.00016225076979026198
182,35000,512,0.00036556541454046965
183,50000,512,0.00045245973160490394
184,65000,512,0.0011975786183029413
185,80000,512,0.0025978293269872665
186,20000,512,0.00019318555132485926
187,35000,512,0.0003645392134785652
188,50000,512,0.0006825695745646954
189,65000,512,0.001050849910825491
190,80000,512,0.0015239694621413946
191,20000,512,0.00015214004088193178
192,35000,512,0.0003211250004824251
193,50000,512,0.0005043791607022285
194,65000,512,0.0013688349863514304
195,80000,512,0.002055897144600749
196,20000,512,0.00014977448154240847
197,35000,512,0.00019254865765105933
198,50000,512,0.0009253770112991333
199,65000,512,0.0005207979120314121
200,80000,512,0.001980722649022937
201,20000,512,0.00016759565914981067
202,35000,512,0.00036543860915116966
203,50000,512,0.00046210832078941166
204,65000,512,0.0013302173465490341
205,80000,512,0.0021138079464435577
206,20000,512,0.00015383382560685277
207,35000,512,0.0002735777525231242
208,50000,512,0.001278504147194326
209,65000,512,0.001022393349558115
210,80000,512,0.0019417634466663003
211,20000,512,0.00010498869960429147
212,35000,512,0.00025155971525236964
213,50000,512,0.0004064731765538454
214,65000,512,0.0007514148019254208
215,80000,512,0.002091458532959223
216,20000,512,0.0001425583177478984
217,35000,512,0.0004210061742924154
218,50000,512,0.0007331841625273228
219,65000,512,0.0011512613855302334
220,80000,512,0.0015030601061880589
221,20000,512,0.00013123074313625693
222,35000,512,0.0004230990307405591
223,50000,512,0.0007886345847509801
224,65000,512,0.0011822362430393696
225,80000,512,0.0011116827372461557
226,20000,512,0.00014847092097625136
227,35000,512,0.00038724279147572815
228,50000,512,0.0004749618237838149
229,65000,512,0.0013099994976073503
230,80000,512,0.0013976902700960636
231,20000,512,9.393643995281309e-05
232,35000,512,0.0004317233106121421
233,50000,512,0.000734824629034847
234,65000,512,0.0013309110654518008
235,80000,512,0.0009634805610403419
236,20000,512,0.00012832542415708303
237,35000,512,0.0002421909011900425
238,50000,512,0.00043363694567233324
239,65000,512,0.0009525223867967725
240,80000,512,0.0012630218407139182
241,20000,512,0.0001955100888153538
242,35000,512,0.0003131220582872629
243,50000,512,0.000640511279925704
244,65000,512,0.0005516218952834606
245,80000,512,0.002044178079813719
246,20000,512,0.00018176854064222425
247,35000,512,0.0003460797306615859
248,50000,512,0.0009150896803475916
249,65000,512,0.0017146030440926552
250,80000,512,0.0014083192218095064
251,20000,512,7.622579869348556e-05
252,35000,512,0.0004633709031622857
253,50000,512,0.0006602931534871459
254,65000,512,0.0004940479411743581
255,80000,512,0.0016936874017119408
256,20000,512,0.0001243781589437276
257,35000,512,0.0005214301636442542
258,50000,512,0.0005749574629589915
259,65000,512,0.001267357962206006
260,80000,512,0.001815232913941145
261,20000,512,0.00011450618330854923
262,35000,512,0.0002679275639820844
263,50000,512,0.00030011043418198824
264,65000,512,0.0009612673311494291
265,80000,512,0.0017025507986545563
266,20000,512,0.00011387284030206501
267,35000,512,0.00036098845885135233
268,50000,512,0.0002579265274107456
269,65000,512,0.0017165588214993477
270,80000,512,0.0010758989956229925
271,20000,512,8.311936107929796e-05
272,35000,512,0.000429209612775594
273,50000,512,0.0010807354701682925
274,65000,512,0.0009136390872299671
275,80000,512,0.0019417869625613093
276,20000,512,8.955162775237113e-05
277,35000,512,0.0004694415256381035
278,50000,512,0.0007899036281742156
279,65000,512,0.000848670257255435
280,80000,512,0.00238258158788085
281,20000,512,5.06031428813003e-05
282,35000,512,0.0005072703934274614
283,50000,512,0.0008245115168392658
284,65000,512,0.0011451906757429242
285,80000,512,0.0016066946554929018
286,20000,512,0.00010945755639113486
287,35000,512,0.00035090770688839257
288,50000,512,0.0004964599502272904
289,65000,512,0.0008648154325783253
290,80000,512,0.0009061555610969663
291,20000,512,9.468539792578667e-05
292,35000,512,0.00035813936847262084
293,50000,512,0.0008010549936443567
294,65000,512,0.0016934536397457123
295,80000,512,0.0013142931275069714
296,20000,512,0.00010188321175519377
297,35000,512,0.00022313237423077226
298,50000,512,0.0007246745517477393
299,65000,512,0.0009216691832989454
300,80000,512,0.002339162165299058
