HF优化步,训练热流_W_m2,物理配点时刻_s,HF三探针消费点数,实际训练目标,HF可见探针目标,累计体内PDE计算次数,合法两档探针验证RMSE_K
1,20000,1.0,42,0.06998254358768463,0.007482545915991068,1,
2,35000,1.0,42,0.19313940405845642,0.021706130355596542,2,
3,50000,1.0,42,0.3778541684150696,0.04323342442512512,3,
4,65000,1.0,42,0.6246061325073242,0.07260943949222565,4,
5,80000,1.0,42,0.9388442635536194,0.10996789485216141,5,
6,20000,2.0,42,0.0739443451166153,0.004088268615305424,6,
7,35000,2.0,42,0.125318706035614,0.015443796291947365,7,
8,50000,2.0,42,0.23649314045906067,0.034684039652347565,8,
9,65000,2.0,42,0.4288038909435272,0.06224716827273369,9,
10,80000,2.0,42,0.6999868750572205,0.0978131964802742,10,
11,20000,5.0,42,0.01686544343829155,0.0026973511558026075,11,
12,35000,5.0,42,0.047622472047805786,0.011462196707725525,12,
13,50000,5.0,42,0.11636584997177124,0.026775900274515152,13,
14,65000,5.0,42,0.23021188378334045,0.04919528588652611,14,
15,80000,5.0,42,0.403085321187973,0.07916367799043655,15,
16,20000,10.0,42,0.0726224035024643,0.0010912000434473157,16,
17,35000,10.0,42,0.06849505752325058,0.005866591818630695,17,
18,50000,10.0,42,0.07401074469089508,0.016517391428351402,18,
19,65000,10.0,42,0.11367659270763397,0.034373532980680466,19,
20,80000,10.0,42,0.21810995042324066,0.06019974872469902,20,3.5247080326080322
21,20000,20.0,42,0.11923990398645401,0.0012494332622736692,21,
22,35000,20.0,42,0.09087158739566803,0.0035180463455617428,22,
23,50000,20.0,42,0.06430617719888687,0.01047864556312561,23,
24,65000,20.0,42,0.0751478374004364,0.023307882249355316,24,
25,80000,20.0,42,0.15585733950138092,0.043106500059366226,25,
26,20000,30.0,42,0.07191319018602371,0.0022927841637283564,26,
27,35000,30.0,42,0.04806740954518318,0.0029578080866485834,27,
28,50000,30.0,42,0.0381319522857666,0.007164962589740753,28,
29,65000,30.0,42,0.06389826536178589,0.016504693776369095,29,
30,80000,30.0,42,0.14777909219264984,0.0326862670481205,30,
31,20000,50.0,42,0.0326080322265625,0.0023332491982728243,31,
32,35000,50.0,42,0.024435104802250862,0.002789417514577508,32,
33,50000,50.0,42,0.032827701419591904,0.006094078999012709,33,
34,65000,50.0,42,0.0748060792684555,0.013657079078257084,34,
35,80000,50.0,42,0.15820840001106262,0.02742236666381359,35,
36,20000,75.0,42,0.012765412218868732,0.0019284997833892703,36,
37,35000,75.0,42,0.018008848652243614,0.0026591287460178137,37,
38,50000,75.0,42,0.035462841391563416,0.005882586352527142,38,
39,65000,75.0,42,0.0705963671207428,0.013367325067520142,39,
40,80000,75.0,42,0.13722218573093414,0.027301572263240814,40,2.4586799144744873
41,20000,100.0,42,0.009083405137062073,0.001319943112321198,41,
42,35000,100.0,42,0.01335854735225439,0.0026103348936885595,42,
43,50000,100.0,42,0.027384404093027115,0.00644547026604414,43,
44,65000,100.0,42,0.052683714777231216,0.014546670019626617,44,
45,80000,100.0,42,0.10357178747653961,0.028965119272470474,45,
46,20000,125.0,42,0.005600265227258205,0.0011980462586507201,46,
47,35000,125.0,42,0.01316731795668602,0.0029654367826879025,47,
48,50000,125.0,42,0.024092592298984528,0.007204565219581127,48,
49,65000,125.0,42,0.04455594718456268,0.01551599521189928,49,
50,80000,125.0,42,0.09137840569019318,0.029460124671459198,50,
51,20000,150.0,42,0.006326225586235523,0.0012591475388035178,51,
52,35000,150.0,42,0.028463277965784073,0.0031591246370226145,52,
53,50000,150.0,42,0.04008892551064491,0.006934055592864752,53,
54,65000,150.0,42,0.04530493542551994,0.014066456817090511,54,
55,80000,150.0,42,0.10831939429044724,0.026509685441851616,55,
56,20000,175.0,42,0.01306858193129301,0.0010995838092640042,56,
57,35000,175.0,42,0.02071395143866539,0.0028969927225261927,57,
58,50000,175.0,42,0.06577878445386887,0.006356336642056704,58,
59,65000,175.0,42,0.06742409616708755,0.012390948832035065,59,
60,80000,175.0,42,0.09849035739898682,0.02353300340473652,60,2.3023757934570312
61,20000,200.0,42,0.0529177151620388,0.0009325346327386796,61,
62,35000,200.0,42,0.04063275456428528,0.0026546961162239313,62,
63,50000,200.0,42,0.030360285192728043,0.00633868295699358,63,
64,65000,200.0,42,0.06744007766246796,0.012910749763250351,64,
65,80000,200.0,42,0.11166524887084961,0.023815235123038292,65,
66,20000,1.0,42,0.6079906821250916,0.0013006004737690091,66,
67,35000,1.0,42,1.1143805980682373,0.003544572740793228,67,
68,50000,1.0,42,1.1953160762786865,0.008095648139715195,68,
69,65000,1.0,42,0.8462561964988708,0.016330426558852196,69,
70,80000,1.0,42,0.4427708089351654,0.029682159423828125,70,
71,20000,2.0,42,0.012152662500739098,0.0011871116003021598,71,
72,35000,2.0,42,0.09829191863536835,0.0047713289968669415,72,
73,50000,2.0,42,0.2689789831638336,0.01096679549664259,73,
74,65000,2.0,42,0.4193144142627716,0.020274920389056206,74,
75,80000,2.0,42,0.45233407616615295,0.03488587588071823,75,
76,20000,5.0,42,0.0630371943116188,0.0034623420797288418,76,
77,35000,5.0,42,0.08675499260425568,0.008357428945600986,77,
78,50000,5.0,42,0.12524442374706268,0.016693249344825745,78,
79,65000,5.0,42,0.18293945491313934,0.02970232628285885,79,
80,80000,5.0,42,0.27586379647254944,0.04870032146573067,80,3.8894362449645996
81,20000,10.0,42,0.11403610557317734,0.005832002963870764,81,
82,35000,10.0,42,0.14921033382415771,0.012604880146682262,82,
83,50000,10.0,42,0.19958458840847015,0.022669261321425438,83,
84,65000,10.0,42,0.2741468846797943,0.03698479384183884,84,
85,80000,10.0,42,0.3791184723377228,0.05659068748354912,85,
86,20000,20.0,42,0.10327746719121933,0.005835936404764652,86,
87,35000,20.0,42,0.1366291642189026,0.012789929285645485,87,
88,50000,20.0,42,0.1768605262041092,0.022728338837623596,88,
89,65000,20.0,42,0.23138350248336792,0.03662125766277313,89,
90,80000,20.0,42,0.3076930344104767,0.055644452571868896,90,
91,20000,30.0,42,0.06475905328989029,0.004690808244049549,91,
92,35000,30.0,42,0.07536262273788452,0.010748377069830894,92,
93,50000,30.0,42,0.09009955823421478,0.019596034660935402,93,
94,65000,30.0,42,0.11837492138147354,0.03237151354551315,94,
95,80000,30.0,42,0.16976597905158997,0.05042875558137894,95,
96,20000,50.0,42,0.030118249356746674,0.0032475285697728395,96,
97,35000,50.0,42,0.030051833018660545,0.00815718062222004,97,
98,50000,50.0,42,0.04040084034204483,0.01582162454724312,98,
99,65000,50.0,42,0.0626821219921112,0.027481017634272575,99,
100,80000,50.0,42,0.09894559532403946,0.044553786516189575,100,3.33634090423584
101,20000,75.0,42,0.019118504598736763,0.0021215786691755056,101,
102,35000,75.0,42,0.026401108130812645,0.006181188393384218,102,
103,50000,75.0,42,0.04136393219232559,0.012946679256856441,103,
104,65000,75.0,42,0.05617056041955948,0.023623356595635414,104,
105,80000,75.0,42,0.07684776186943054,0.03965300694108009,105,
106,20000,100.0,42,0.01384300272911787,0.0015186714008450508,106,
107,35000,100.0,42,0.02205955609679222,0.004935937933623791,107,
108,50000,100.0,42,0.038849007338285446,0.01085666287690401,108,
109,65000,100.0,42,0.05865255743265152,0.020481763407588005,109,
110,80000,100.0,42,0.087360680103302,0.035274937748909,110,
111,20000,125.0,42,0.008669720962643623,0.0012193168513476849,111,
112,35000,125.0,42,0.017259938642382622,0.004072427283972502,112,
113,50000,125.0,42,0.0329604297876358,0.009150447323918343,113,
114,65000,125.0,42,0.04980339854955673,0.017655540257692337,114,
115,80000,125.0,42,0.07639098167419434,0.031138863414525986,115,
116,20000,150.0,42,0.011576865799725056,0.0010930165881291032,116,
117,35000,150.0,42,0.019213268533349037,0.003554522292688489,117,
118,50000,150.0,42,0.03163715824484825,0.0080421082675457,118,
119,65000,150.0,42,0.04870700463652611,0.015819929540157318,119,
120,80000,150.0,42,0.08299590647220612,0.02864019200205803,120,2.6036293506622314
121,20000,175.0,42,0.015280003659427166,0.0010963823879137635,121,
122,35000,175.0,42,0.02265862748026848,0.0034538526087999344,122,
123,50000,175.0,42,0.03396759554743767,0.007845376618206501,123,
124,65000,175.0,42,0.055926308035850525,0.0156098622828722,124,
125,80000,175.0,42,0.10423660278320312,0.02854035422205925,125,
126,20000,200.0,42,0.014291467145085335,0.0011525030713528395,126,
127,35000,200.0,42,0.021724989637732506,0.003553059184923768,127,
128,50000,200.0,42,0.03592739254236221,0.008026458323001862,128,
129,65000,200.0,42,0.06524013727903366,0.015914056450128555,129,
130,80000,200.0,42,0.12178691476583481,0.02895526774227619,130,
131,20000,1.0,42,0.004504752811044455,0.0011351249413564801,131,
132,35000,1.0,42,0.019657649099826813,0.003576755290850997,132,
133,50000,1.0,42,0.0395122691988945,0.00811557937413454,133,
134,65000,1.0,42,0.052065178751945496,0.01601867564022541,134,
135,80000,1.0,42,0.06340095400810242,0.02897997945547104,135,
136,20000,2.0,42,0.004816750530153513,0.0011937535600736737,136,
137,35000,2.0,42,0.020034940913319588,0.0037334864027798176,137,
138,50000,2.0,42,0.03808955103158951,0.008319430984556675,138,
139,65000,2.0,42,0.04842308908700943,0.016137734055519104,139,
140,80000,2.0,42,0.06050203740596771,0.02885306440293789,140,2.649340867996216
141,20000,5.0,42,0.004774419125169516,0.001327117090113461,141,
142,35000,5.0,42,0.01490045990794897,0.0038573204074054956,142,
143,50000,5.0,42,0.028885822743177414,0.00832680705934763,143,
144,65000,5.0,42,0.04028521478176117,0.015922559425234795,144,
145,80000,5.0,42,0.05976467207074165,0.028327420353889465,145,
146,20000,10.0,42,0.006544342264533043,0.0014752241550013423,146,
147,35000,10.0,42,0.012484744191169739,0.003951816353946924,147,
148,50000,10.0,42,0.02410881221294403,0.008281071670353413,148,
149,65000,10.0,42,0.03733605518937111,0.01565997675061226,149,
150,80000,10.0,42,0.06170506775379181,0.027779264375567436,150,
151,20000,20.0,42,0.008377961814403534,0.0015680101932957768,151,
152,35000,20.0,42,0.012654952704906464,0.003988182637840509,152,
153,50000,20.0,42,0.023505330085754395,0.008193951100111008,153,
154,65000,20.0,42,0.0365961529314518,0.015379267744719982,154,
155,80000,20.0,42,0.05975373089313507,0.027235133573412895,155,
156,20000,30.0,42,0.00798560120165348,0.0015733888139948249,156,
157,35000,30.0,42,0.011989099904894829,0.003934608306735754,157,
