LF优化步,训练热流_W_m2,LF训练消费点数,实际LF训练目标
1,20000,512,0.01198382768779993
2,35000,512,0.03040917031466961
3,50000,512,0.06409657746553421
4,65000,512,0.1050441712141037
5,80000,512,0.15335433185100555
6,20000,512,0.0015597327146679163
7,35000,512,0.00927107222378254
8,50000,512,0.026677880436182022
9,65000,512,0.05419889837503433
10,80000,512,0.08541657030582428
11,20000,512,0.0072976937517523766
12,35000,512,0.003187796100974083
13,50000,512,0.0036980067379772663
14,65000,512,0.010810007341206074
15,80000,512,0.027828432619571686
16,20000,512,0.031601957976818085
17,35000,512,0.020294666290283203
18,50000,512,0.008441414684057236
19,65000,512,0.004164513200521469
20,80000,512,0.011713828891515732
21,20000,512,0.02461373805999756
22,35000,512,0.014344101771712303
23,50000,512,0.004985128995031118
24,65000,512,0.004630615934729576
25,80000,512,0.01413911022245884
26,20000,512,0.006007055751979351
27,35000,512,0.0027261641807854176
28,50000,512,0.0021645301021635532
29,65000,512,0.007160564418882132
30,80000,512,0.01674005389213562
31,20000,512,0.0007564559346064925
32,35000,512,0.0010560468072071671
33,50000,512,0.002545402618125081
34,65000,512,0.0055887745693326
35,80000,512,0.011901164427399635
36,20000,512,0.0002632834075484425
37,35000,512,0.0009738419903442264
38,50000,512,0.0024007433094084263
39,65000,512,0.002818852197378874
40,80000,512,0.004487793892621994
41,20000,512,0.0002767255064100027
42,35000,512,0.0017520432593300939
43,50000,512,0.002793826162815094
44,65000,512,0.0035536240320652723
45,80000,512,0.0055637783370912075
46,20000,512,0.00042381836101412773
47,35000,512,0.0007510497816838324
48,50000,512,0.0010187370935454965
49,65000,512,0.002824799157679081
50,80000,512,0.0025414875708520412
51,20000,512,0.001325381686910987
52,35000,512,0.0009244485408999026
53,50000,512,0.001620565657503903
54,65000,512,0.002476412570104003
55,80000,512,0.003907257225364447
56,20000,512,0.0014499560929834843
57,35000,512,0.0009010927751660347
58,50000,512,0.0012905725743621588
59,65000,512,0.0023403670638799667
60,80000,512,0.002091608475893736
61,20000,512,0.0006500969175249338
62,35000,512,0.0004931526491418481
63,50000,512,0.0016498628538101912
64,65000,512,0.0034259515814483166
65,80000,512,0.0025737686082720757
66,20000,512,0.000348832574672997
67,35000,512,0.0007433596765622497
68,50000,512,0.0012098461156710982
69,65000,512,0.00296875461935997
70,80000,512,0.004476840142160654
71,20000,512,0.0002802278904709965
72,35000,512,0.00030946836341172457
73,50000,512,0.0007332679815590382
74,65000,512,0.0010702672880142927
75,80000,512,0.003412705846130848
76,20000,512,0.00027460820274427533
77,35000,512,0.0004994883784092963
78,50000,512,0.0017502279952168465
79,65000,512,0.0018819591496139765
80,80000,512,0.0018809284083545208
81,20000,512,0.00019014401186723262
82,35000,512,0.0004923439119011164
83,50000,512,0.0015636978205293417
84,65000,512,0.002736780559644103
85,80000,512,0.0028139441274106503
86,20000,512,0.00015322744729928672
87,35000,512,0.0003625755198299885
88,50000,512,0.0008720261976122856
89,65000,512,0.0018291163723915815
90,80000,512,0.0029947375878691673
91,20000,512,0.00026343163335695863
92,35000,512,0.0005864427657797933
93,50000,512,0.0014965373557060957
94,65000,512,0.0016071782447397709
95,80000,512,0.0028987175319343805
96,20000,512,0.00029568583704531193
97,35000,512,0.0003869379870593548
98,50000,512,0.0008769617415964603
99,65000,512,0.0017407399136573076
100,80000,512,0.0019553673919290304
101,20000,512,0.00024400495749432594
102,35000,512,0.0006789250182919204
103,50000,512,0.0005731920246034861
104,65000,512,0.0016679016407579184
105,80000,512,0.0019162981770932674
106,20000,512,0.00031388335628435016
107,35000,512,0.0002853274636436254
108,50000,512,0.001305846031755209
109,65000,512,0.0012572146952152252
110,80000,512,0.00295341107994318
111,20000,512,0.00036559230647981167
112,35000,512,0.00036841657129116356
113,50000,512,0.0012406642781570554
114,65000,512,0.0022041192278265953
115,80000,512,0.002396298572421074
116,20000,512,0.0003184143570251763
117,35000,512,0.0005951451021246612
118,50000,512,0.0009290041052736342
119,65000,512,0.0021957573480904102
120,80000,512,0.0028477516025304794
121,20000,512,0.00022428260126616806
122,35000,512,0.000563993991818279
123,50000,512,0.0009973880369216204
124,65000,512,0.002106599509716034
125,80000,512,0.003024024423211813
126,20000,512,0.00032636988908052444
127,35000,512,0.00020756703452207148
128,50000,512,0.0007861724589020014
129,65000,512,0.00208926759660244
130,80000,512,0.003643467091023922
131,20000,512,0.00021622984786517918
132,35000,512,0.0004098895296920091
133,50000,512,0.0014799186028540134
134,65000,512,0.0010827765800058842
135,80000,512,0.0011631181696429849
136,20000,512,0.00018172385171055794
137,35000,512,0.0006770477048121393
138,50000,512,0.0006629282142966986
139,65000,512,0.0017366062384098768
140,80000,512,0.002691912231966853
141,20000,512,0.00026305229403078556
142,35000,512,0.0003384751034900546
143,50000,512,0.00042865105206146836
144,65000,512,0.0011406044941395521
145,80000,512,0.0032059166114777327
146,20000,512,0.00026627228362485766
147,35000,512,0.00046491221291944385
148,50000,512,0.0013465394731611013
149,65000,512,0.002003752626478672
150,80000,512,0.0026082992553710938
151,20000,512,0.0002527018659748137
152,35000,512,0.0006561964983120561
153,50000,512,0.000873784301802516
154,65000,512,0.0013383852783590555
155,80000,512,0.0030741430819034576
156,20000,512,0.0003297027142252773
157,35000,512,0.0005617031129077077
158,50000,512,0.0015480602160096169
159,65000,512,0.0013848182279616594
160,80000,512,0.0034577548503875732
161,20000,512,0.0002411509631201625
162,35000,512,0.00040427970816381276
163,50000,512,0.0010639679385349154
164,65000,512,0.0013294029049575329
165,80000,512,0.0021404349245131016
166,20000,512,0.00025689415633678436
167,35000,512,0.0010620048269629478
168,50000,512,0.002049531089141965
169,65000,512,0.002522591734305024
170,80000,512,0.003750691656023264
171,20000,512,0.0002003981062443927
172,35000,512,0.0007071156869642437
173,50000,512,0.0015010947827249765
174,65000,512,0.0019234656356275082
175,80000,512,0.0023969318717718124
176,20000,512,0.0002310865675099194
177,35000,512,0.0004433284921105951
178,50000,512,0.0017831092700362206
179,65000,512,0.0020309772808104753
180,80000,512,0.0024816261138767004
181,20000,512,0.00018065090989694
182,35000,512,0.0008183792233467102
183,50000,512,0.0010290840873494744
184,65000,512,0.0021233619190752506
185,80000,512,0.0030758841894567013
186,20000,512,0.00022113723389338702
187,35000,512,0.0003229309804737568
188,50000,512,0.0009469175711274147
189,65000,512,0.002044197404757142
190,80000,512,0.0018116910941898823
191,20000,512,0.00016083926311694086
192,35000,512,0.0002992483205161989
193,50000,512,0.0008545907330699265
194,65000,512,0.001210327260196209
195,80000,512,0.003539467230439186
196,20000,512,7.842655759304762e-05
197,35000,512,0.0005276263691484928
198,50000,512,0.0006635243189521134
199,65000,512,0.0017149992054328322
200,80000,512,0.00317849381826818
201,20000,512,0.00016635251813568175
202,35000,512,0.0004430959525052458
203,50000,512,0.001295760041102767
204,65000,512,0.0019590090960264206
205,80000,512,0.0019902146887034178
206,20000,512,0.00021660467609763145
207,35000,512,0.00041260989382863045
208,50000,512,0.0018247701227664948
209,65000,512,0.0030792555771768093
210,80000,512,0.0027984874323010445
211,20000,512,0.00019904630607925355
212,35000,512,0.00026709408848546445
213,50000,512,0.0009202557266689837
214,65000,512,0.001774610485881567
215,80000,512,0.005148008465766907
216,20000,512,0.00019197964866179973
217,35000,512,0.000644233135972172
218,50000,512,0.0007610933389514685
219,65000,512,0.0014623845927417278
220,80000,512,0.0017687599174678326
221,20000,512,0.00013938455958850682
222,35000,512,0.00044772421824745834
223,50000,512,0.001068426645360887
224,65000,512,0.0012211264111101627
225,80000,512,0.001984319183975458
226,20000,512,0.00012224625970702618
227,35000,512,0.0006932121468707919
228,50000,512,0.0008531735511496663
229,65000,512,0.000936231401283294
230,80000,512,0.002017480321228504
231,20000,512,0.00023385326494462788
232,35000,512,0.00033092856756411493
233,50000,512,0.0014367178082466125
234,65000,512,0.0009317643707618117
235,80000,512,0.002506139688193798
236,20000,512,0.000189342608791776
237,35000,512,0.00035701767774298787
238,50000,512,0.000975202361587435
239,65000,512,0.0014347982360050082
240,80000,512,0.0024496642872691154
241,20000,512,0.00014014102634973824
242,35000,512,0.0002590044750832021
243,50000,512,0.0011259674793109298
244,65000,512,0.0012334954226389527
245,80000,512,0.002782504539936781
246,20000,512,0.00022287116735242307
247,35000,512,0.00035632558865472674
248,50000,512,0.0006491367821581662
249,65000,512,0.001335072098299861
250,80000,512,0.002375029493123293
251,20000,512,0.0001642456918489188
252,35000,512,0.00018337887013331056
253,50000,512,0.0011545018060132861
254,65000,512,0.002396848751232028
255,80000,512,0.004019989166408777
256,20000,512,0.0001856563612818718
257,35000,512,0.00034616736229509115
258,50000,512,0.0009813515935093164
259,65000,512,0.0023947786539793015
260,80000,512,0.003041548188775778
261,20000,512,9.280102676711977e-05
262,35000,512,0.0005515174707397819
263,50000,512,0.0010415124706923962
264,65000,512,0.0015350391622632742
265,80000,512,0.002263532020151615
266,20000,512,8.639838051749393e-05
267,35000,512,0.0002657432632986456
268,50000,512,0.0006929386872798204
269,65000,512,0.001181406551040709
270,80000,512,0.0029841565992683172
271,20000,512,0.00016442156629636884
272,35000,512,0.0005749351694248617
273,50000,512,0.0006108751986175776
274,65000,512,0.0012847514590248466
275,80000,512,0.0025467805098742247
276,20000,512,0.00013593054609373212
277,35000,512,0.0004755266127176583
278,50000,512,0.0006443741731345654
279,65000,512,0.001174144446849823
280,80000,512,0.002985140075907111
281,20000,512,9.004236198961735e-05
282,35000,512,0.000513183418661356
283,50000,512,0.0010865058284252882
284,65000,512,0.0021567398216575384
285,80000,512,0.002975891111418605
286,20000,512,0.0001622820127522573
287,35000,512,0.0003180122293997556
288,50000,512,0.0006957714213058352
289,65000,512,0.0018014018423855305
290,80000,512,0.0017753507709130645
291,20000,512,0.00020709549426101148
292,35000,512,0.0003729221352841705
293,50000,512,0.0007439085165970027
294,65000,512,0.0009612112189643085
