time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,26.00507,25.55182
4,26.39053,25.7175
6,26.86832,25.88068
8,27.54199,26.11151
10,28.38095,26.50082
12,29.33124,27.0759
14,30.12924,27.66397
16,30.56137,28.19965
18,30.77493,28.69769
20,30.93719,29.00717
22,31.12366,29.14471
24,31.35217,29.20398
26,31.61768,29.24377
28,31.9071,29.28751
30,32.20456,29.34113
32,32.49411,29.40414
34,32.7627,29.47458
36,33.00214,29.55078
38,33.20938,29.63174
40,33.38535,29.71677
42,33.53317,29.80511
44,33.6568,29.89572
46,33.76022,29.98737
48,33.84695,30.07883
50,33.91992,30.16898
52,33.98145,30.25684
54,34.03336,30.34167
56,34.07715,30.423
58,34.11395,30.50037
60,34.14481,30.57346
62,34.1705,30.64197
64,34.19174,30.70569
66,34.20911,30.76434
68,34.22314,30.81781
70,34.23441,30.86584
72,34.24332,30.90842
74,34.25034,30.94547
76,34.25592,30.97708
78,34.26053,31.00348
80,34.26468,31.0249
82,34.26886,31.04187
84,34.27365,31.05481
86,34.27963,31.06439
88,34.28738,31.07123
90,34.29745,31.07602
92,34.31052,31.07938
94,34.32712,31.08194
96,34.34778,31.08432
98,34.37305,31.08698
100,34.40335,31.09036
102,34.43918,31.09482
104,34.48099,31.10062
106,34.52917,31.10806
108,34.58414,31.11731
110,34.64627,31.12845
112,34.71594,31.14169
114,34.79355,31.15704
116,34.87943,31.17465
118,34.97391,31.19449
120,35.0773,31.21671
122,35.18991,31.2413
124,35.31204,31.26846
126,35.44394,31.29822
128,35.58591,31.33072
130,35.73828,31.36615
132,35.90146,31.40475
134,36.07587,31.44678
136,36.26202,31.49252
138,36.46063,31.54236
140,36.67245,31.5968
142,36.89847,31.65628
144,37.13965,31.72144
146,37.39725,31.79297
148,37.67242,31.87161
150,37.96652,31.95822
152,38.28076,32.05365
154,38.61621,32.15881
156,38.97379,32.27469
158,39.35403,32.40204
160,39.75714,32.54166
162,40.18277,32.69403
164,40.63007,32.85959
166,41.09744,33.03836
168,41.58282,33.23001
170,42.08347,33.43399
172,42.5961,33.6492
174,43.11691,33.87433
176,43.64191,34.10767
178,44.16687,34.3472
180,44.68753,34.59073
182,45.19977,34.83594
184,45.6998,35.08047
186,46.18417,35.32202
188,46.65002,35.55844
190,47.09494,35.78769
192,47.51715,36.00815
194,47.91544,36.21835
196,48.28909,36.41727
198,48.638,36.60403
200,48.96234,36.77823
