运行臂,功率_瓦,材料,时间窗,权重口径,RMSE_摄氏度,MAE_摄氏度,偏差_摄氏度,最大绝对误差_摄氏度,验证点数,完整场推理秒
原始LF_B0,90.0,SiC,"(30,100]秒",节点等权,3.32787892439419,3.178677373323416,-3.178677373323416,6.98358154296875,11830,0.0510105629946338
原始LF_B0,90.0,SiC,"(30,100]秒",轴对称有限元集总真实体积,2.863802753101377,2.741331319067207,-2.741331319067207,6.98358154296875,11830,0.0510105629946338
原始LF_B0,90.0,SiC,"(100,200]秒",节点等权,3.237018074845702,2.952454387958233,-2.952454387958233,7.42974853515625,16900,0.0510105629946338
原始LF_B0,90.0,SiC,"(100,200]秒",轴对称有限元集总真实体积,2.552810820757681,2.32886133637859,-2.32886133637859,7.42974853515625,16900,0.0510105629946338
原始LF_B0,170.0,Cu,全时段,节点等权,1.3888241752444732,1.038967655219746,-0.00042782390392662894,4.826080322265625,82921,0.009506693997536786
原始LF_B0,170.0,Cu,全时段,轴对称有限元集总真实体积,0.9957073891433712,0.7618844313328932,0.44483336384366323,4.826080322265625,82921,0.009506693997536786
原始LF_B0,170.0,Cu,"[0,30]秒",节点等权,1.1346005259123912,0.9544761694886071,0.5424406769505081,3.97259521484375,13136,0.009506693997536786
原始LF_B0,170.0,Cu,"[0,30]秒",轴对称有限元集总真实体积,1.03184116620641,0.8913308389612867,0.7583726612633995,3.97259521484375,13136,0.009506693997536786
原始LF_B0,170.0,Cu,"(30,100]秒",节点等权,1.457393764800036,1.0892336565120253,-0.07106370821359241,4.653961181640625,28735,0.009506693997536786
原始LF_B0,170.0,Cu,"(30,100]秒",轴对称有限元集总真实体积,1.0043822354462657,0.7792038400306547,0.45045551208015994,4.653961181640625,28735,0.009506693997536786
原始LF_B0,170.0,Cu,"(100,200]秒",节点等权,1.4133302332501845,1.030818729749115,-0.1247006251605797,4.826080322265625,41050,0.009506693997536786
原始LF_B0,170.0,Cu,"(100,200]秒",轴对称有限元集总真实体积,0.9776726035541041,0.7083379948033743,0.34056528490380017,4.826080322265625,41050,0.009506693997536786
原始LF_B0,170.0,SiC,全时段,节点等权,4.326922299194608,3.884264277814038,-3.8611055982365006,11.47015380859375,34138,0.009506693997536786
原始LF_B0,170.0,SiC,全时段,轴对称有限元集总真实体积,3.5080752332616147,3.1408749652141874,-3.116384558506151,11.47015380859375,34138,0.009506693997536786
