种子,模型状态原标识,划分原标识,功率_瓦,模态原标识,实测点数,实际时刻数,绝对RMSE_摄氏度,绝对MAE_摄氏度,有符号偏差_摄氏度,绝对误差经验p95_摄氏度,最大绝对误差_摄氏度,首实测差分RMSE_摄氏度,首实测差分MAE_摄氏度,首实测差分有符号偏差_摄氏度,首实测差分绝对误差经验p95_摄氏度,首实测差分最大绝对误差_摄氏度,有符号峰值误差_摄氏度,空窗原因,模态中文名称,模型状态中文名称
3,final,validation,403.0,Hot,126,126,0.6300175672457179,0.5760926746186755,-0.3669939798022073,0.9248123168945312,0.931488037109375,0.8526568629336744,0.7533053443545387,-0.6817522805834574,1.2395706176757812,1.246246337890625,-0.330413818359375,,热环,训练末
3,final,validation,630.5,Hot,150,150,1.744732087254429,1.336052652994792,-1.2871858723958334,3.1889739990234376,3.23956298828125,1.7752303714733915,1.3653747558593754,-1.3282320149739584,3.2300201416015626,3.280609130859375,0.8797607421875,,热环,训练末
3,final,validation,115.2,Cold,100,100,1.5278334560582707,1.377792663574219,-1.377792663574219,2.2366821289062497,2.324493408203125,1.3518571528766175,1.1802169799804687,-1.1796420288085936,2.0385314941406247,2.1263427734375,-1.804046630859375,,冷环,训练末
3,final,validation,403.0,Cold,126,126,0.48539680122891515,0.4351298014322917,-0.3791232638888889,0.7201690673828125,0.73077392578125,0.6924023634014861,0.6262633308531745,-0.622531467013889,0.9635772705078125,0.97418212890625,-0.438507080078125,,冷环,训练末
3,final,validation,630.5,Cold,150,150,0.9725431480678899,0.9150651041666669,-0.9150651041666669,1.2991287231445312,1.315093994140625,0.6813146483590974,0.6122285970052083,-0.5964005533854166,0.9804641723632812,0.996429443359375,-0.964691162109375,,冷环,训练末
4,best,validation,115.2,Top,1919,19,1.7625279109911818,1.1318253143930757,-0.30097882706650597,5.830938720703125,7.58612060546875,6.2670278945320055,6.035684749569477,6.035684749569477,7.777523803710937,8.700103759765625,0.314605712890625,,顶部,观测最佳
4,best,validation,403.0,Top,2424,24,2.5301994522848013,1.856352569243109,1.1685509230485123,6.024201965332031,7.920806884765625,4.731036302612666,4.11321981546151,-3.730509775068758,7.400018310546875,8.147705078125,-0.2877197265625,,顶部,观测最佳
4,best,validation,630.5,Top,2929,29,6.823838275805525,4.611124370564665,0.9658140727422504,15.034893798828124,28.90765380859375,15.03174541006477,13.766148085508412,-13.654391371034235,21.671026611328124,29.1470947265625,-3.3653564453125,,顶部,观测最佳
4,best,validation,115.2,Hot,100,100,1.652096088690915,1.5562478637695314,1.5562478637695314,2.6564788818359375,2.7601318359375,0.6109897570825163,0.4704165649414062,0.2565042114257813,1.3567352294921875,1.46038818359375,1.013092041015625,,热环,观测最佳
4,best,validation,403.0,Hot,126,126,2.002030650693165,1.9334619915674602,1.9334619915674602,2.6939239501953125,2.948455810546875,0.7117678351746646,0.572874038938492,-0.48658195374503965,1.17340087890625,1.185028076171875,1.948333740234375,,热环,观测最佳
