种子,模型状态原标识,划分原标识,功率_瓦,模态原标识,时间窗原标识,下界_秒,上界_秒,下界闭端点,上界闭端点,实测点数,绝对RMSE_摄氏度,绝对MAE_摄氏度,有符号偏差_摄氏度,绝对误差经验p95_摄氏度,最大绝对误差_摄氏度,首实测差分RMSE_摄氏度,首实测差分MAE_摄氏度,首实测差分有符号偏差_摄氏度,首实测差分绝对误差经验p95_摄氏度,首实测差分最大绝对误差_摄氏度,有符号峰值误差_摄氏度,空窗原因,模态中文名称,模型状态中文名称,时间窗中文名称
0,best,validation,403.0,Cold,time_100_200_s,100.0,200.0,False,True,26,3.1616708126186475,3.1609872671274037,3.1609872671274037,3.224639892578125,3.225189208984375,2.1754695719374735,2.1744760366586533,2.1744760366586533,2.238128662109375,2.238677978515625,3.206024169921875,,冷环,观测最佳,"(100,200]秒"
0,best,validation,630.5,Cold,time_0_30_s,0.0,30.0,True,True,30,1.0402678095303748,0.9354888916015625,0.9354888916015625,1.4905715942382813,1.510009765625,1.0038157750245889,0.8947784423828126,0.8947784423828126,1.4498611450195313,1.46929931640625,0.437835693359375,,冷环,观测最佳,"[0,30]秒"
0,best,validation,630.5,Cold,time_30_100_s,30.0,100.0,False,True,70,0.7126616294004664,0.6537004743303573,-0.6186654227120537,0.9877059936523438,0.99981689453125,0.7482755062440244,0.6874319893973214,-0.6593758719308035,1.0284164428710938,1.04052734375,-0.3177490234375,,冷环,观测最佳,"(30,100]秒"
0,best,validation,630.5,Cold,time_100_200_s,100.0,200.0,False,True,50,0.260585593159156,0.21916015625000002,0.13136840820312498,0.4671035766601562,0.504150390625,0.24262328456992524,0.20532958984375002,0.09065795898437501,0.4263931274414062,0.46343994140625,0.504150390625,,冷环,观测最佳,"(100,200]秒"
0,final,validation,115.2,Top,time_0_30_s,0.0,30.0,True,True,606,6.277867250758402,6.009725740640469,-6.009725740640469,10.165031433105469,10.77728271484375,4.077613300669794,3.7052733166383045,3.7052733166383045,5.2576446533203125,5.412994384765625,-6.37176513671875,,顶部,训练末,"[0,30]秒"
0,final,validation,115.2,Top,time_30_100_s,30.0,100.0,False,True,1313,4.613702030955899,4.478239037658273,-4.478239037658273,5.895635986328125,7.216033935546875,5.28222919373017,5.236760019620501,5.236760019620501,6.623767089843749,7.5985107421875,-6.171295166015625,,顶部,训练末,"(30,100]秒"
0,final,validation,115.2,Top,time_100_200_s,100.0,200.0,False,True,0,,,,,,,,,,,,预登记时间窗内无观测，不外推真值,顶部,训练末,"(100,200]秒"
0,final,validation,403.0,Top,time_0_30_s,0.0,30.0,True,True,606,2.35688370096435,1.7954828747034859,-1.1312581178772174,4.8585052490234375,11.39251708984375,2.7284689604326475,2.159018236418368,-1.0326902685385726,5.037933349609375,5.602203369140625,-1.542022705078125,,顶部,训练末,"[0,30]秒"
0,final,validation,403.0,Top,time_30_100_s,30.0,100.0,False,True,1414,3.349206953133235,2.85845219713252,-2.8099376687824544,6.2159774780273365,11.49615478515625,3.7855123796607777,3.398143740809025,-2.703530690568615,6.136233520507813,6.590423583984375,-1.66998291015625,,顶部,训练末,"(30,100]秒"
0,final,validation,403.0,Top,time_100_200_s,100.0,200.0,False,True,404,2.466461019140874,1.7611369910979913,-1.520772993277438,5.597491455078124,10.736419677734375,2.7010416542334648,2.470426356724053,-1.3935166659571352,4.205305480957031,4.58782958984375,-1.87548828125,,顶部,训练末,"(100,200]秒"
0,final,validation,630.5,Top,time_0_30_s,0.0,30.0,True,True,606,7.322272222469618,6.625411005289902,4.9865176947703915,10.751495361328125,20.570556640625,5.177550652377574,3.48351362220883,1.6312425344177732,11.254447937011719,15.32806396484375,7.45965576171875,,顶部,训练末,"[0,30]秒"
0,final,validation,630.5,Top,time_30_100_s,30.0,100.0,False,True,1414,5.166639631037286,3.7211964344625583,-1.0949349177235803,11.605688476562497,19.63922119140625,7.136171465165168,6.4750883487515605,-5.151168842234803,11.69132843017578,12.9010009765625,4.60943603515625,,顶部,训练末,"(30,100]秒"
0,final,validation,630.5,Top,time_100_200_s,100.0,200.0,False,True,909,7.348443001208723,5.058927071896466,-2.1958333559968817,16.944848632812473,31.51165771484375,8.151722900672075,7.005396746635051,-6.425396999716459,15.704345703125,16.736846923828125,2.28033447265625,,顶部,训练末,"(100,200]秒"
0,final,validation,115.2,Hot,time_0_30_s,0.0,30.0,True,True,30,2.481944932498331,2.428739420572916,-2.428739420572916,3.2266311645507812,3.294952392578125,1.0183172840781765,0.8807352701822915,-0.8807352701822915,1.678627014160156,1.7469482421875,-3.294952392578125,,热环,训练末,"[0,30]秒"
0,final,validation,115.2,Hot,time_30_100_s,30.0,100.0,False,True,70,4.34290369719342,4.327786254882812,-4.327786254882812,4.622071838378906,4.6290283203125,2.80326010273729,2.7797821044921878,-2.7797821044921878,3.0740676879882813,3.081024169921875,-4.401336669921875,,热环,训练末,"(30,100]秒"
0,final,validation,115.2,Hot,time_100_200_s,100.0,200.0,False,True,0,,,,,,,,,,,,预登记时间窗内无观测，不外推真值,热环,训练末,"(100,200]秒"
0,final,validation,403.0,Hot,time_0_30_s,0.0,30.0,True,True,30,1.1742473805391616,1.1695414225260417,-1.1695414225260417,1.3220199584960937,1.329345703125,0.15572020676097506,0.12608642578124996,0.11497395833333332,0.2689300537109375,0.300811767578125,-1.221893310546875,,热环,训练末,"[0,30]秒"
0,final,validation,403.0,Hot,time_30_100_s,30.0,100.0,False,True,70,1.683436348333325,1.673993355887277,-1.673993355887277,1.9538238525390625,1.970245361328125,0.42824908215538277,0.392098127092634,-0.38947797502790177,0.6693084716796874,0.68572998046875,-1.970245361328125,,热环,训练末,"(30,100]秒"
0,final,validation,403.0,Hot,time_100_200_s,100.0,200.0,False,True,26,1.8438768186734635,1.837823721078726,-1.837823721078726,1.9781646728515625,1.98040771484375,0.5730931966425803,0.553308340219351,-0.553308340219351,0.6936492919921875,0.695892333984375,-1.49615478515625,,热环,训练末,"(100,200]秒"
0,final,validation,630.5,Hot,time_0_30_s,0.0,30.0,True,True,30,1.2759505998868357,1.2517272949218752,-1.2517272949218752,1.5408157348632812,1.5921630859375,0.6314528430014174,0.5809509277343751,-0.5809509277343751,0.8700393676757812,0.92138671875,-1.5921630859375,,热环,训练末,"[0,30]秒"
0,final,validation,630.5,Hot,time_30_100_s,30.0,100.0,False,True,70,2.5320070085427755,2.5058000837053567,-2.5058000837053567,3.0808090209960937,3.210723876953125,1.8706516169492837,1.835023716517857,-1.835023716517857,2.4100326538085937,2.539947509765625,-3.08648681640625,,热环,训练末,"(30,100]秒"
0,final,validation,630.5,Hot,time_100_200_s,100.0,200.0,False,True,50,3.1929775289922824,3.065228881835937,-3.065228881835937,3.7847030639648436,3.791351318359375,2.5559499696814676,2.4016705322265626,-2.394452514648438,3.1139266967773436,3.120574951171875,-0.490325927734375,,热环,训练末,"(100,200]秒"
0,final,validation,115.2,Cold,time_0_30_s,0.0,30.0,True,True,30,2.438832505975885,2.4136667887369785,-2.4136667887369785,2.8343231201171872,2.875579833984375,0.7864889742145953,0.7045908610026042,-0.7045908610026042,1.1252471923828125,1.16650390625,-2.875579833984375,,冷环,训练末,"[0,30]秒"
0,final,validation,115.2,Cold,time_30_100_s,30.0,100.0,False,True,70,3.5388620719490116,3.528146798270089,-3.528146798270089,3.787733459472656,3.792724609375,1.8397673130500318,1.8190708705357144,-1.8190708705357144,2.078657531738281,2.083648681640625,-3.673492431640625,,冷环,训练末,"(30,100]秒"
0,final,validation,115.2,Cold,time_100_200_s,100.0,200.0,False,True,0,,,,,,,,,,,,预登记时间窗内无观测，不外推真值,冷环,训练末,"(100,200]秒"
0,final,validation,403.0,Cold,time_0_30_s,0.0,30.0,True,True,30,1.481454308538463,1.4748830159505204,-1.4748830159505204,1.7453445434570312,1.7659912109375,0.21843059763840486,0.16818135579427085,-0.16818135579427085,0.4386428833007812,0.45928955078125,-1.7659912109375,,冷环,训练末,"[0,30]秒"
0,final,validation,403.0,Cold,time_30_100_s,30.0,100.0,False,True,70,1.8981803790390304,1.8961805071149553,-1.8961805071149553,1.96761474609375,1.97235107421875,0.5958804803127825,0.5894788469587054,-0.5894788469587054,0.6609130859375,0.6656494140625,-1.927032470703125,,冷环,训练末,"(30,100]秒"
