time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,25.54666,25.20334
4,26.08896,25.27628
6,26.97174,25.67764
8,27.78201,26.33847
10,28.27908,27.01364
12,28.66397,27.58908
14,29.01718,28.09174
16,29.37451,28.49451
18,29.76578,28.79553
20,30.19681,29.02997
22,30.65494,29.22437
24,31.11185,29.39453
26,31.53494,29.55533
28,31.90646,29.7179
30,32.22906,29.88351
32,32.51727,30.04529
34,32.78543,30.19492
36,33.04114,30.32788
38,33.2851,30.44421
40,33.51407,30.54639
42,33.72375,30.63739
44,33.91095,30.71936
46,34.07431,30.79358
48,34.21411,30.86072
50,34.33203,30.92114
52,34.43057,30.97528
54,34.51251,31.02377
56,34.58087,31.06738
58,34.6384,31.10706
60,34.68759,31.14374
62,34.7308,31.17856
64,34.76993,31.21237
66,34.80664,31.24619
68,34.84232,31.28079
70,34.87811,31.31686
72,34.91489,31.35501
74,34.95346,31.39572
76,34.99426,31.4393
78,35.03781,31.48605
80,35.08429,31.53607
82,35.13397,31.58939
84,35.18686,31.646
86,35.24301,31.70572
88,35.3024,31.76837
90,35.3649,31.83362
92,35.43033,31.90118
94,35.49857,31.97064
96,35.56937,32.04153
98,35.64249,32.11343
100,35.71768,32.18579
102,35.79477,32.25815
104,35.87344,32.32993
106,35.95346,32.40063
108,36.0347,32.46973
110,36.11694,32.53671
112,36.20007,32.60107
114,36.28406,32.66232
116,36.36884,32.72006
118,36.45453,32.77386
120,36.54126,32.82343
122,36.6293,32.86847
124,36.71902,32.90884
126,36.811,32.9444
128,36.90588,32.97516
130,37.00455,33.00128
132,37.10818,33.02292
134,37.21811,33.0405
136,37.33606,33.05441
138,37.46399,33.06528
140,37.60428,33.07385
142,37.7594,33.08099
144,37.93234,33.08759
146,38.12604,33.09476
148,38.3436,33.10361
150,38.58801,33.11533
152,38.86203,33.1311
154,39.16797,33.15213
156,39.50754,33.17957
158,39.88156,33.21463
160,40.2901,33.25836
162,40.73199,33.31186
164,41.20517,33.37616
166,41.70633,33.45221
168,42.23135,33.54095
170,42.77515,33.64313
172,43.33203,33.75943
174,43.89597,33.89023
176,44.46078,34.03571
178,45.02036,34.19565
180,45.569,34.36945
182,46.10138,34.55618
184,46.61285,34.75461
186,47.0994,34.9631
188,47.55759,35.17984
190,47.98474,35.40295
192,48.37872,35.6304
194,48.73798,35.8602
196,49.06134,36.09048
198,49.34821,36.3197
200,49.5983,36.5462
