time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,24.61798,24.59048
4,25.11093,24.77005
6,25.76096,25.04922
8,26.45258,25.43243
10,27.09982,25.88901
12,27.68826,26.36023
14,28.23587,26.79947
16,28.76831,27.19254
18,29.28909,27.53384
20,29.77298,27.81125
22,30.19614,28.02029
24,30.55713,28.17294
26,30.87036,28.28616
28,31.15204,28.36841
30,31.41306,28.42242
32,31.65811,28.4566
34,31.88672,28.48618
36,32.09482,28.52509
38,32.27756,28.58014
40,32.43225,28.65152
42,32.55945,28.73666
44,32.6622,28.83246
46,32.7449,28.93567
48,32.81213,29.04306
50,32.86813,29.1521
52,32.9166,29.26166
54,32.96069,29.37183
56,33.00317,29.48334
58,33.04642,29.59692
60,33.09247,29.71301
62,33.14304,29.83145
64,33.19946,29.95142
66,33.26266,30.07178
68,33.33304,30.19083
70,33.41055,30.30649
72,33.49451,30.41647
74,33.58395,30.51828
76,33.67743,30.60928
78,33.77332,30.68719
80,33.86978,30.75006
82,33.96506,30.7966
84,34.05725,30.82614
86,34.14465,30.83878
88,34.2258,30.83542
90,34.2995,30.8175
92,34.36505,30.78735
94,34.42221,30.74783
96,34.47119,30.70239
98,34.51248,30.65475
100,34.54694,30.60861
102,34.57556,30.56747
104,34.5994,30.53439
106,34.61954,30.51169
108,34.6369,30.50104
110,34.65244,30.5033
112,34.66684,30.51874
114,34.68079,30.54697
116,34.6947,30.58707
118,34.70898,30.63782
120,34.72391,30.69772
122,34.73965,30.76514
124,34.75638,30.83823
126,34.77414,30.91519
128,34.793,30.9942
130,34.81299,31.07343
132,34.83401,31.15109
134,34.85602,31.22552
136,34.87894,31.29498
138,34.90262,31.35788
140,34.927,31.41272
142,34.95193,31.4581
144,34.97726,31.49271
146,35.0029,31.51562
148,35.02866,31.52615
150,35.05447,31.52402
152,35.08023,31.50934
154,35.1058,31.48288
156,35.13107,31.44571
158,35.15594,31.39935
160,35.18033,31.34561
162,35.20404,31.2865
164,35.22702,31.22397
166,35.24899,31.15985
168,35.26987,31.09583
170,35.28934,31.03333
172,35.30716,30.97348
174,35.323,30.91718
176,35.33652,30.86514
178,35.34738,30.81787
180,35.35519,30.77576
182,35.35962,30.73898
184,35.36029,30.70779
186,35.35696,30.68219
188,35.34949,30.66214
190,35.33774,30.64761
192,35.32175,30.63846
194,35.30167,30.63449
196,35.2778,30.63541
198,35.25049,30.64087
200,35.22028,30.65054
