HF优化步,训练热流_W_m2,物理配点时刻_s,HF三探针消费点数,实际训练目标,HF可见探针目标,累计体内PDE计算次数,合法两档探针验证RMSE_K
1,20000,1.0,42,0.06998254358768463,0.007482545915991068,1,
2,35000,1.0,42,0.18911322951316833,0.021620266139507294,2,
3,50000,1.0,42,0.36953580379486084,0.043666254729032516,3,
4,65000,1.0,42,0.6149663925170898,0.07439703494310379,4,
5,80000,1.0,42,0.9289096593856812,0.11363248527050018,5,
6,20000,2.0,42,0.07150056213140488,0.0047973645851016045,6,
7,35000,2.0,42,0.1202934980392456,0.017474321648478508,7,
8,50000,2.0,42,0.217657670378685,0.03877650201320648,8,
9,65000,2.0,42,0.39000385999679565,0.06888613104820251,9,
10,80000,2.0,42,0.6444042921066284,0.10716905444860458,10,
11,20000,5.0,42,0.013239547610282898,0.004886029753834009,11,
12,35000,5.0,42,0.0376918688416481,0.01678113453090191,12,
13,50000,5.0,42,0.0932566449046135,0.035529725253582,13,
14,65000,5.0,42,0.18689168989658356,0.06085820123553276,14,
15,80000,5.0,42,0.3353503942489624,0.09275706112384796,15,
16,20000,10.0,42,0.05536028742790222,0.0030996431596577168,16,
17,35000,10.0,42,0.06775395572185516,0.010747823864221573,17,
18,50000,10.0,42,0.07867853343486786,0.023572009056806564,18,
19,65000,10.0,42,0.09611107409000397,0.04304871708154678,19,
20,80000,10.0,42,0.16303101181983948,0.07063334435224533,20,4.010763168334961
21,20000,20.0,42,0.07059767097234726,0.0015684175305068493,21,
22,35000,20.0,42,0.07590092718601227,0.006460099946707487,22,
23,50000,20.0,42,0.06386055052280426,0.015629330649971962,23,
24,65000,20.0,42,0.06157168000936508,0.030219530686736107,24,
25,80000,20.0,42,0.11425643414258957,0.051652535796165466,25,
26,20000,30.0,42,0.019489340484142303,0.0008855436462908983,26,
27,35000,30.0,42,0.02362448163330555,0.0034700168762356043,27,
28,50000,30.0,42,0.03582357242703438,0.009149753488600254,28,
29,65000,30.0,42,0.05529814958572388,0.019846556708216667,29,
30,80000,30.0,42,0.11095555126667023,0.03814595565199852,30,
31,20000,50.0,42,0.010644474998116493,0.0011051296023651958,31,
32,35000,50.0,42,0.013992121443152428,0.0032287794165313244,32,
33,50000,50.0,42,0.026553064584732056,0.007882747799158096,33,
34,65000,50.0,42,0.05574985593557358,0.01668916828930378,34,
35,80000,50.0,42,0.11720690131187439,0.03174281120300293,35,
36,20000,75.0,42,0.01518954150378704,0.001058355439454317,36,
37,35000,75.0,42,0.027922211214900017,0.0024689254350960255,37,
38,50000,75.0,42,0.0565476268529892,0.005708149168640375,38,
39,65000,75.0,42,0.06993012875318527,0.012772667221724987,39,
40,80000,75.0,42,0.10100138187408447,0.02701304480433464,40,2.4135303497314453
41,20000,100.0,42,0.01836797595024109,0.000975344970356673,41,
42,35000,100.0,42,0.019095318391919136,0.0024076607078313828,42,
43,50000,100.0,42,0.02901313081383705,0.0058535244315862656,43,
44,65000,100.0,42,0.05437742918729782,0.013269350863993168,44,
45,80000,100.0,42,0.09185241162776947,0.027122611179947853,45,
46,20000,125.0,42,0.01244421023875475,0.0007265248568728566,46,
47,35000,125.0,42,0.048675548285245895,0.002293321769684553,47,
48,50000,125.0,42,0.10387790203094482,0.005927399732172489,48,
49,65000,125.0,42,0.08194828778505325,0.013259862549602985,49,
50,80000,125.0,42,0.08013977110385895,0.028437411412596703,50,
51,20000,150.0,42,0.016877343878149986,0.0008100958657450974,51,
52,35000,150.0,42,0.030810121446847916,0.0025858446024358273,52,
53,50000,150.0,42,0.06860148906707764,0.00695352628827095,53,
54,65000,150.0,42,0.09357719868421555,0.015753673389554024,54,
55,80000,150.0,42,0.10888400673866272,0.030760925263166428,55,
56,20000,175.0,42,0.011253089644014835,0.0006810670020058751,56,
57,35000,175.0,42,0.08827512711286545,0.0026021229568868876,57,
58,50000,175.0,42,0.21344633400440216,0.006920345593243837,58,
59,65000,175.0,42,0.1831263303756714,0.014981214888393879,59,
60,80000,175.0,42,0.11455640941858292,0.03118944726884365,60,2.7056844234466553
61,20000,200.0,42,0.02428853139281273,0.0010631002951413393,61,
62,35000,200.0,42,0.06005260720849037,0.0033742119558155537,62,
63,50000,200.0,42,0.14844006299972534,0.008763263933360577,63,
64,65000,200.0,42,0.20337407290935516,0.01877201721072197,64,
65,80000,200.0,42,0.18529118597507477,0.03456185758113861,65,
66,20000,1.0,42,0.19101367890834808,0.0009566719527356327,66,
67,35000,1.0,42,0.5798172950744629,0.003155261278152466,67,
68,50000,1.0,42,0.7865582704544067,0.008470862172544003,68,
