time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,26.02594,25.67328
4,26.69473,25.85922
6,27.11673,25.99905
8,27.50052,26.1824
10,28.01001,26.51218
12,28.76132,27.03647
14,29.54617,27.62149
16,30.06625,28.20718
18,30.39026,28.79486
20,30.66351,29.19339
22,30.95886,29.39453
24,31.29425,29.49863
26,31.664,29.57452
28,32.05362,29.65067
30,32.44522,29.73489
32,32.82095,29.82718
34,33.16623,29.92581
36,33.4722,30.02945
38,33.73578,30.13748
40,33.95837,30.24948
42,34.14395,30.36478
44,34.29749,30.48218
46,34.42404,30.60016
48,34.52808,30.71701
50,34.61359,30.83124
52,34.68372,30.94141
54,34.74112,31.04651
56,34.78787,31.14569
58,34.82568,31.2384
60,34.85587,31.32422
62,34.87961,31.40286
64,34.89777,31.47412
66,34.91113,31.53793
68,34.92035,31.59424
70,34.92612,31.6431
72,34.92892,31.6846
74,34.92932,31.71902
76,34.92798,31.74667
78,34.92535,31.76801
80,34.92209,31.7836
82,34.91882,31.7941
84,34.91611,31.80023
86,34.91458,31.80283
88,34.91489,31.80264
90,34.91757,31.80057
92,34.92319,31.79739
94,34.93225,31.79382
96,34.94519,31.79062
98,34.96237,31.78839
100,34.98413,31.78769
102,35.01074,31.789
104,35.04242,31.79279
106,35.07932,31.79935
108,35.12161,31.80908
110,35.1694,31.82224
112,35.22269,31.83905
114,35.28152,31.85974
116,35.34595,31.88449
118,35.41589,31.91351
120,35.49133,31.94681
122,35.57217,31.98459
124,35.65836,32.02692
126,35.74979,32.07376
128,35.84644,32.12521
130,35.94827,32.18124
132,36.05539,32.24182
134,36.16791,32.30695
136,36.28616,32.37656
138,36.41058,32.45078
140,36.54202,32.52963
142,36.6814,32.61337
144,36.83029,32.70236
146,36.99048,32.79724
148,37.16446,32.89896
150,37.35522,33.00876
152,37.56653,33.12845
154,37.80283,33.26007
156,38.06927,33.40616
158,38.37158,33.56924
160,38.71588,33.75174
162,39.108,33.95526
164,39.55289,34.18015
166,40.05338,34.42496
168,40.60895,34.6864
170,41.21423,34.95938
172,41.85861,35.23767
174,42.52615,35.51495
176,43.19766,35.78531
178,43.85309,36.04407
180,44.47461,36.2879
182,45.04886,36.51486
184,45.56784,36.72412
186,46.02863,36.91568
188,46.43225,37.09018
190,46.78235,37.2485
192,47.08414,37.39172
194,47.34317,37.52097
196,47.56503,37.63733
198,47.75494,37.74182
200,47.91739,37.83536
