方法,随机种子,LF来源,人为已吸收一维热流_W_m2,数值来源折,原锁最佳模型_SHA256,数值参考原档_SHA256,时刻_s,顶部网络入流_W_m2,顶部已知入流差_W_m2,底部网络外流_W_m2,底部固定温边界差_K,界面SiC热流_W_m2,界面Cu热流_W_m2,界面热流差_W_m2,界面温跳_K,界面Rc温跳约束差_K,网络储热率_W_m2,已知入流热预算差_W_m2,已知入流热预算差_W
F2,1,lf_same_physics_coarse,30000,validation,b3a15f2748472367ef40e5d763b4df875c59e3d302f87bc3a65a293fb84ff25d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,10,26283.642578125,-3716.357421875,8620.046875,0.54547119140625,21142.833984375,22725.9453125,-1583.111328125,1.3394775390625,-0.7748057842254639,443.0240173339844,-20936.9296875,-59.19777297973633
F2,1,lf_same_physics_coarse,30000,validation,b3a15f2748472367ef40e5d763b4df875c59e3d302f87bc3a65a293fb84ff25d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,50,26367.357421875,-3632.642578125,10967.0615234375,0.7139892578125,24580.099609375,20769.91015625,3810.189453125,1.5384521484375,-0.9195578098297119,424.75531005859375,-18608.18359375,-52.613399505615234
F2,1,lf_same_physics_coarse,30000,validation,b3a15f2748472367ef40e5d763b4df875c59e3d302f87bc3a65a293fb84ff25d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,100,25071.634765625,-4928.365234375,15715.7412109375,0.86407470703125,28064.98828125,18546.5078125,9518.48046875,1.793212890625,-1.0132858753204346,304.29803466796875,-13979.9609375,-39.527408599853516
F2,1,lf_same_physics_coarse,30000,validation,b3a15f2748472367ef40e5d763b4df875c59e3d302f87bc3a65a293fb84ff25d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,200,22378.77734375,-7621.22265625,26778.39453125,0.94732666015625,25913.87109375,28070.837890625,-2156.966796875,2.1689453125,-0.4224417209625244,62.45344543457031,-3159.15234375,-8.932292938232422
F3,1,lf_same_physics_coarse,30000,validation,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,1,29628.287109375,-371.712890625,13555.7255859375,0.13232421875,12988.9326171875,17908.251953125,-4919.3193359375,0.82513427734375,-0.4737589359283447,690.4140319824219,-15753.8603515625,-44.542991638183594
F3,1,lf_same_physics_coarse,30000,validation,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,2,29716.408203125,-283.591796875,13607.224609375,0.1380615234375,13065.763671875,17960.8046875,-4895.041015625,0.83514404296875,-0.47143232822418213,692.9069519042969,-15699.8681640625,-44.39033126831055
F3,1,lf_same_physics_coarse,30000,validation,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,5,29976.51953125,-23.48046875,13762.2861328125,0.15521240234375,13301.3125,18111.23046875,-4809.91796875,0.8656005859375,-0.4645305871963501,696.7293853759766,-15540.984375,-43.941097259521484
F3,1,lf_same_physics_coarse,30000,validation,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,10,30395.66796875,395.66796875,14022.9677734375,0.18328857421875,13710.416015625,18337.068359375,-4626.65234375,0.91748046875,-0.45356106758117676,702.7758026123047,-15274.2568359375,-43.18694305419922
F3,1,lf_same_physics_coarse,30000,validation,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,50,33095.43359375,3095.43359375,16171.8623046875,0.38397216796875,17585.486328125,18896.17578125,-1310.689453125,1.38134765625,-0.3772009611129761,708.1047058105469,-13120.033203125,-37.09601974487305
F3,1,lf_same_physics_coarse,30000,validation,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,100,34961.79296875,4961.79296875,18213.1953125,0.55511474609375,22705.775390625,16934.076171875,5771.69921875,2.02801513671875,-0.24256229400634766,598.1067047119141,-11188.697265625,-31.635295867919922
F3,1,lf_same_physics_coarse,30000,validation,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,200,33239.421875,3239.421875,19652.818359375,0.71356201171875,28060.95703125,18104.015625,9956.94140625,3.12213134765625,0.31603574752807617,310.3385467529297,-10036.84375,-28.378507614135742
F2,2,lf_same_physics_coarse,30000,validation,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,1,25079.310546875,-4920.689453125,22078.31640625,0.23504638671875,12690.3115234375,16818.8671875,-4128.5556640625,1.75390625,0.4848750829696655,321.0321044921875,-7600.65234375,-21.490339279174805
F2,2,lf_same_physics_coarse,30000,validation,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,2,25112.322265625,-4887.677734375,22100.130859375,0.23345947265625,12781.1845703125,16950.37890625,-4169.1943359375,1.76214599609375,0.484027624130249,320.4747619628906,-7579.39453125,-21.430233001708984
F2,2,lf_same_physics_coarse,30000,validation,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,5,25205.93359375,-4794.06640625,22157.677734375,0.22869873046875,13055.67578125,17341.447265625,-4285.771484375,1.78717041015625,0.48160290718078613,320.98338317871094,-7521.33984375,-21.26608657836914
F2,2,lf_same_physics_coarse,30000,validation,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,10,25343.884765625,-4656.115234375,22227.427734375,0.22076416015625,13519.00390625,17980.66796875,-4461.6640625,1.82916259765625,0.4772622585296631,318.8733825683594,-7453.69921875,-21.074838638305664
F2,2,lf_same_physics_coarse,30000,validation,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,50,25677.12109375,-4322.87890625,21728.14453125,0.16094970703125,17377.451171875,22350.353515625,-4972.90234375,2.167724609375,0.4299795627593994,289.7860870361328,-7982.0703125,-22.568771362304688
F2,2,lf_same_physics_coarse,30000,validation,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,100,24681.947265625,-5318.052734375,19584.326171875,0.1181640625,21859.068359375,25854.56640625,-3995.498046875,2.52166748046875,0.33576059341430664,212.12744140625,-10203.546875,-28.849849700927734
F2,2,lf_same_physics_coarse,30000,validation,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,200,21832.0234375,-8167.9765625,18122.30078125,0.23248291015625,25385.056640625,32093.470703125,-6708.4140625,2.6119384765625,0.07343292236328125,15.121795654296893,-11862.578125,-33.5406494140625
F3,2,lf_same_physics_coarse,30000,validation,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,1,29083.90234375,-916.09765625,11302.9365234375,-0.09271240234375,10021.1318359375,7899.8916015625,2121.240234375,0.80712890625,-0.19498419761657715,988.5985870361328,-17708.46484375,-50.06950378417969
F3,2,lf_same_physics_coarse,30000,validation,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,2,29147.67578125,-852.32421875,11484.7470703125,-0.09027099609375,10160.3154296875,8177.2802734375,1983.03515625,0.8292236328125,-0.18680787086486816,987.3455352783203,-17527.90625,-49.55898666381836
F3,2,lf_same_physics_coarse,30000,validation,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,5,29336.056640625,-663.943359375,12024.9423828125,-0.08355712890625,10584.6728515625,9004.0029296875,1580.669921875,0.89605712890625,-0.16241014003753662,984.9756011962891,-16990.08203125,-48.038326263427734
F3,2,lf_same_physics_coarse,30000,validation,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,10,29640.443359375,-359.556640625,12907.181640625,-0.073974609375,11313.572265625,10360.810546875,952.76171875,1.00927734375,-0.12207984924316406,980.8968505859375,-16111.921875,-45.55538558959961
F3,2,lf_same_physics_coarse,30000,validation,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,50,31665.3671875,1665.3671875,18993.2578125,-0.050048828125,17791.81640625,19694.193359375,-1902.376953125,1.93658447265625,0.1574028730392456,876.811767578125,-10129.9296875,-28.641700744628906
F3,2,lf_same_physics_coarse,30000,validation,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,100,33059.94921875,3059.94921875,23813.330078125,-0.060302734375,25602.083984375,26255.447265625,-653.36328125,2.92919921875,0.3689908981323242,636.8168640136719,-5549.853515625,-15.691841125488281
F3,2,lf_same_physics_coarse,30000,validation,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,200,31419.333984375,1419.333984375,27051.970703125,0.14508056640625,32859.3046875,29420.583984375,3438.720703125,3.78594970703125,0.5000193119049072,212.81784057617188,-2735.2109375,-7.733626842498779
F2,3,lf_same_physics_coarse,30000,validation,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,1,30600.611328125,600.611328125,22896.462890625,-0.3787841796875,15211.79296875,22556.443359375,-7344.650390625,0.724609375,-0.79656982421875,592.1820831298828,-6511.35546875,-18.410423278808594
F2,3,lf_same_physics_coarse,30000,validation,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,2,30614.8828125,614.8828125,22889.017578125,-0.37396240234375,15328.65234375,22547.056640625,-7218.404296875,0.7333984375,-0.7994667291641235,591.7129211425781,-6519.26953125,-18.43280029296875
F2,3,lf_same_physics_coarse,30000,validation,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,5,30652.54296875,652.54296875,22864.263671875,-0.35980224609375,15682.232421875,22519.9375,-6837.705078125,0.75958251953125,-0.808640718460083,591.3558044433594,-6544.380859375,-18.503801345825195
F2,3,lf_same_physics_coarse,30000,validation,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,10,30698.32421875,698.32421875,22816.404296875,-0.33673095703125,16280.80859375,22479.091796875,-6198.283203125,0.8040771484375,-0.8240036964416504,590.8900451660156,-6592.705078125,-18.64043426513672
F2,3,lf_same_physics_coarse,30000,validation,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,50,30405.66015625,405.66015625,22481.728515625,-0.17120361328125,21242.0,22523.51171875,-1281.51171875,1.1666259765625,-0.9575738906860352,548.5795440673828,-6969.69140625,-19.70633888244629
F2,3,lf_same_physics_coarse,30000,validation,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,100,29209.654296875,-790.345703125,23177.23828125,0.01593017578125,26170.7109375,24256.265625,1914.4453125,1.53173828125,-1.0853326320648193,415.2932434082031,-6407.46875,-18.11669158935547
F2,3,lf_same_physics_coarse,30000,validation,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,200,26862.36328125,-3137.63671875,28617.43359375,0.49737548828125,24618.71875,32941.328125,-8322.609375,1.6845703125,-0.777301549911499,169.82978820800784,-1212.736328125,-3.42893123626709
F3,3,lf_same_physics_coarse,30000,validation,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,1,29058.126953125,-941.873046875,14185.06640625,-0.227783203125,12720.03515625,17536.9453125,-4816.91015625,1.072998046875,-0.19900548458099365,895.0634002685547,-14919.8701171875,-42.184940338134766
F3,3,lf_same_physics_coarse,30000,validation,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,2,29078.509765625,-921.490234375,14208.1552734375,-0.22265625,12832.7509765625,17541.923828125,-4709.1728515625,1.09271240234375,-0.19056260585784912,894.6850891113281,-14897.16015625,-42.1207275390625
F3,3,lf_same_physics_coarse,30000,validation,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,5,29134.748046875,-865.251953125,14271.123046875,-0.20794677734375,13178.583984375,17550.37109375,-4371.787109375,1.152587890625,-0.16527044773101807,893.8704833984375,-14835.0068359375,-41.94499206542969
F3,3,lf_same_physics_coarse,30000,validation,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,10,29212.9140625,-787.0859375,14356.6337890625,-0.18524169921875,13780.291015625,17543.1171875,-3762.826171875,1.25482177734375,-0.12320733070373535,890.2747650146484,-14753.091796875,-41.713382720947266
F3,3,lf_same_physics_coarse,30000,validation,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,50,29352.51171875,-647.48828125,14544.3271484375,-0.06878662109375,19435.623046875,16708.525390625,2727.09765625,2.09100341796875,0.14744114875793457,771.2411651611328,-14684.431640625,-41.51925277709961
F3,3,lf_same_physics_coarse,30000,validation,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,100,29203.12109375,-796.87890625,14749.04296875,0.00323486328125,25922.1171875,15062.8779296875,10859.2392578125,2.8636474609375,0.2714357376098633,470.8147735595703,-14780.142578125,-41.78986740112305
F3,3,lf_same_physics_coarse,30000,validation,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,200,28265.4375,-1734.5625,17067.3203125,0.23590087890625,27332.39453125,17466.935546875,9865.458984375,3.286865234375,0.5536258220672607,130.5291290283203,-12802.150390625,-36.197227478027344
F2,4,lf_same_physics_coarse,30000,validation,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,1,22067.03515625,-7932.96484375,35507.87109375,-0.10479736328125,28508.818359375,53019.08203125,-24510.263671875,1.36962890625,-1.481252908706665,693.5423889160156,6201.4140625,17.53408432006836
F2,4,lf_same_physics_coarse,30000,validation,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,2,22033.642578125,-7966.357421875,35732.5,-0.10101318359375,28626.955078125,53267.4296875,-24640.474609375,1.381103515625,-1.4815919399261475,692.3729095458984,6424.87109375,18.165895462036133
F2,4,lf_same_physics_coarse,30000,validation,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,5,21935.037109375,-8064.962890625,36404.421875,-0.08978271484375,28978.0390625,54017.57421875,-25039.53515625,1.41552734375,-1.482276439666748,688.3760528564453,7092.796875,20.054410934448242
F2,4,lf_same_physics_coarse,30000,validation,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,10,21776.61328125,-8223.38671875,37514.40234375,-0.07135009765625,29550.875,55282.05078125,-25731.17578125,1.472412109375,-1.482675313949585,679.1916656494141,8193.59375,23.166841506958008
F2,4,lf_same_physics_coarse,30000,validation,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,50,20923.025390625,-9076.974609375,45186.890625,0.07672119140625,33324.875,65200.4296875,-31875.5546875,1.87969970703125,-1.4527876377105713,561.4661865234375,15748.35546875,44.527427673339844
F2,4,lf_same_physics_coarse,30000,validation,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,100,21097.84375,-8902.15625,49267.89453125,0.30059814453125,35294.2734375,72936.0078125,-37641.734375,2.18902587890625,-1.3404014110565186,355.42901611328125,19623.32421875,55.483642578125
F2,4,lf_same_physics_coarse,30000,validation,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,200,21104.23828125,-8895.76171875,51215.0078125,0.9617919921875,31639.880859375,74246.203125,-42606.3203125,1.94964599609375,-1.2143421173095703,103.17282104492193,21318.1796875,60.275733947753906
F3,4,lf_same_physics_coarse,30000,validation,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,1,22980.11328125,-7019.88671875,38313.0390625,-0.3411865234375,28542.564453125,50455.5703125,-21913.005859375,1.3360595703125,-1.5181968212127686,752.2215118408203,9065.26171875,25.631423950195312
F3,4,lf_same_physics_coarse,30000,validation,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,2,22951.41015625,-7048.58984375,38565.5703125,-0.33709716796875,28670.533203125,50735.5625,-22065.029296875,1.34814453125,-1.5189087390899658,750.7867584228516,9316.35546875,26.34137535095215
F3,4,lf_same_physics_coarse,30000,validation,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,5,22866.662109375,-7133.337890625,39320.484375,-0.32501220703125,29051.185546875,51580.734375,-22529.548828125,1.3846435546875,-1.520474910736084,747.1701507568359,10067.65625,28.465627670288086
F3,4,lf_same_physics_coarse,30000,validation,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,10,22730.578125,-7269.421875,40566.37109375,-0.30499267578125,29673.423828125,53003.828125,-23330.404296875,1.44488525390625,-1.5224571228027344,739.9566650390625,11306.328125,31.9678897857666
F3,4,lf_same_physics_coarse,30000,validation,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,50,22007.7109375,-7992.2890625,49200.89453125,-0.14080810546875,33831.08203125,64181.1875,-30350.10546875,1.88299560546875,-1.500112533569336,629.6190948486328,19830.51171875,56.06945037841797
F3,4,lf_same_physics_coarse,30000,validation,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,100,22186.208984375,-7813.791015625,54124.71875,0.11480712890625,36144.2734375,73387.3671875,-37243.09375,2.23529052734375,-1.3791368007659912,427.6864776611328,24552.40625,69.42029571533203
F3,4,lf_same_physics_coarse,30000,validation,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,200,21898.322265625,-8101.677734375,56581.46875,0.89410400390625,32221.251953125,76681.5546875,-44460.3046875,2.0296630859375,-1.1924619674682617,160.72473144531253,26742.1953125,75.61177825927734
F2,0,lf_contact_mismatch_coarse,30000,validation,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,1,24604.47265625,-5395.52734375,33705.33984375,-0.04693603515625,24187.244140625,44775.609375,-20588.365234375,1.00634765625,-1.4123766422271729,274.7897186279297,3980.12890625,11.253549575805664
F2,0,lf_contact_mismatch_coarse,30000,validation,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,2,24602.86328125,-5397.13671875,33769.2265625,-0.04779052734375,24272.126953125,44886.578125,-20614.451171875,1.0125732421875,-1.4146394729614258,275.05499267578125,4044.28125,11.434935569763184
F2,0,lf_contact_mismatch_coarse,30000,validation,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,5,24596.275390625,-5403.724609375,33964.39453125,-0.05047607421875,24524.35546875,45226.48046875,-20702.125,1.03125,-1.4211854934692383,273.35350036621094,4237.75,11.981955528259277
F2,0,lf_contact_mismatch_coarse,30000,validation,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,10,24580.09375,-5419.90625,34301.3359375,-0.05511474609375,24935.78515625,45815.8828125,-20880.09765625,1.0625,-1.4310784339904785,273.51792907714844,4574.85546875,12.935099601745605
F2,0,lf_contact_mismatch_coarse,30000,validation,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,50,24366.896484375,-5633.103515625,37473.703125,-0.0943603515625,27644.046875,51370.12109375,-23726.07421875,1.30499267578125,-1.459411859512329,243.2051544189453,7716.91015625,21.819049835205078
F2,0,lf_contact_mismatch_coarse,30000,validation,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,100,24432.291015625,-5567.708984375,41872.75390625,-0.11602783203125,29048.455078125,58681.53515625,-29633.080078125,1.5401611328125,-1.3646843433380127,172.32908630371094,12045.08203125,34.05666732788086
F2,0,lf_contact_mismatch_coarse,30000,validation,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,200,25696.22265625,-4303.77734375,46529.81640625,0.06341552734375,26037.859375,63149.35546875,-37111.49609375,1.61572265625,-0.9880630970001221,15.918350219726584,16545.734375,46.78196334838867
F3,0,lf_contact_mismatch_coarse,30000,validation,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,1,29833.423828125,-166.576171875,13003.466796875,-0.03924560546875,12113.1787109375,13363.7763671875,-1250.59765625,0.6868896484375,-0.5244282484054565,614.5413055419922,-16381.9921875,-46.318992614746094
F3,0,lf_contact_mismatch_coarse,30000,validation,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,2,29885.02734375,-114.97265625,13049.908203125,-0.03936767578125,12231.50390625,13368.6865234375,-1137.1826171875,0.7032470703125,-0.519903302192688,615.8674163818359,-16334.224609375,-46.18393325805664
F3,0,lf_contact_mismatch_coarse,30000,validation,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,5,30034.671875,34.671875,13193.677734375,-0.04010009765625,12587.517578125,13391.6044921875,-804.0869140625,0.7528076171875,-0.5059441328048706,620.3726348876953,-16185.94921875,-45.76469421386719
F3,0,lf_contact_mismatch_coarse,30000,validation,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,10,30266.95703125,266.95703125,13447.5185546875,-0.0418701171875,13183.3564453125,13457.412109375,-274.0556640625,0.83740234375,-0.4809333086013794,627.5873260498047,-15924.89453125,-45.02657699584961
F3,0,lf_contact_mismatch_coarse,30000,validation,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,50,31393.125,1393.125,15949.5029296875,-0.07745361328125,17819.30078125,15154.607421875,2664.693359375,1.57513427734375,-0.2067958116531372,638.0395355224609,-13412.45703125,-37.922828674316406
F3,0,lf_contact_mismatch_coarse,30000,validation,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,100,31267.3984375,1267.3984375,18999.515625,-0.12042236328125,22238.166015625,18957.357421875,3280.80859375,2.5035400390625,0.2797234058380127,543.5791625976562,-10456.904296875,-29.566200256347656
F3,0,lf_contact_mismatch_coarse,30000,validation,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,200,28009.37109375,-1990.62890625,19302.052734375,0.254638671875,23769.396484375,23905.8046875,-136.408203125,3.28076171875,0.9038221836090088,212.41560363769534,-10485.53125,-29.647140502929688
