方法,随机种子,LF来源,人为已吸收一维热流_W_m2,数值来源折,原锁最佳模型_SHA256,数值参考原档_SHA256,非观测时窗,非探针内部厚度加权RMSE_K
F2,3,lf_same_physics_coarse,30000,validation,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.9700727641701458
F3,3,lf_same_physics_coarse,30000,validation,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",1.875149922198122
F3,3,lf_same_physics_coarse,30000,validation,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",1.1395425364531753
F3,3,lf_same_physics_coarse,30000,validation,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.2088902742289795
F2,4,lf_same_physics_coarse,30000,validation,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",0.9462098579001577
F2,4,lf_same_physics_coarse,30000,validation,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",0.4234147809172078
F2,4,lf_same_physics_coarse,30000,validation,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.5196535850918969
F3,4,lf_same_physics_coarse,30000,validation,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",1.068224739830303
F3,4,lf_same_physics_coarse,30000,validation,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",0.5135319776134957
F3,4,lf_same_physics_coarse,30000,validation,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.5141042667426811
F2,0,lf_contact_mismatch_coarse,30000,validation,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",1.4316170024935018
F2,0,lf_contact_mismatch_coarse,30000,validation,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",1.298595189025304
F2,0,lf_contact_mismatch_coarse,30000,validation,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.929060834167549
F3,0,lf_contact_mismatch_coarse,30000,validation,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",2.040378343995031
F3,0,lf_contact_mismatch_coarse,30000,validation,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",1.4427560549403766
F3,0,lf_contact_mismatch_coarse,30000,validation,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.31757758199588687
F2,1,lf_contact_mismatch_coarse,30000,validation,217697d41127dec7ae2b31b369d4488e2c4de424e96fe2dec66512eb446ad92f,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",2.1019156689024383
F2,1,lf_contact_mismatch_coarse,30000,validation,217697d41127dec7ae2b31b369d4488e2c4de424e96fe2dec66512eb446ad92f,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",1.5477936723249637
F2,1,lf_contact_mismatch_coarse,30000,validation,217697d41127dec7ae2b31b369d4488e2c4de424e96fe2dec66512eb446ad92f,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.4507800395384283
F3,1,lf_contact_mismatch_coarse,30000,validation,cfcf416e44092f5c7ca961bedfc5f1178f3ca5aa28ac12c181cb23b6167f13fd,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",1.9657167358571428
F3,1,lf_contact_mismatch_coarse,30000,validation,cfcf416e44092f5c7ca961bedfc5f1178f3ca5aa28ac12c181cb23b6167f13fd,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",1.3660100072478774
F3,1,lf_contact_mismatch_coarse,30000,validation,cfcf416e44092f5c7ca961bedfc5f1178f3ca5aa28ac12c181cb23b6167f13fd,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.5078139382060942
F2,2,lf_contact_mismatch_coarse,30000,validation,704d134e5f08ed6b1e4a2ce32c40b16d568b0577b75458b0eda2d472b27d7470,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",2.337152970997669
F2,2,lf_contact_mismatch_coarse,30000,validation,704d134e5f08ed6b1e4a2ce32c40b16d568b0577b75458b0eda2d472b27d7470,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",1.5161123265919354
F2,2,lf_contact_mismatch_coarse,30000,validation,704d134e5f08ed6b1e4a2ce32c40b16d568b0577b75458b0eda2d472b27d7470,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.4918699836710451
F3,2,lf_contact_mismatch_coarse,30000,validation,1d127b21115dd6a8aa55b0d33961c1f5ddbb2657fbc8de8e7e5316018588fb50,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",1.940973660927675
F3,2,lf_contact_mismatch_coarse,30000,validation,1d127b21115dd6a8aa55b0d33961c1f5ddbb2657fbc8de8e7e5316018588fb50,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",1.037500403244568
F3,2,lf_contact_mismatch_coarse,30000,validation,1d127b21115dd6a8aa55b0d33961c1f5ddbb2657fbc8de8e7e5316018588fb50,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.737430313421566
F2,3,lf_contact_mismatch_coarse,30000,validation,9580e9402e9033de437a9fef5736022ab0265523fd4433c75aeef63aae678ce1,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",2.1238492636925637
F2,3,lf_contact_mismatch_coarse,30000,validation,9580e9402e9033de437a9fef5736022ab0265523fd4433c75aeef63aae678ce1,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",1.290325994952361
F2,3,lf_contact_mismatch_coarse,30000,validation,9580e9402e9033de437a9fef5736022ab0265523fd4433c75aeef63aae678ce1,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.4215092311326856
F3,3,lf_contact_mismatch_coarse,30000,validation,9e9e147c794364ed1fe8c8e9e7fa7c556b23be00f84a2e74b91b092dad2a9f61,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",1.8431203209255715
F3,3,lf_contact_mismatch_coarse,30000,validation,9e9e147c794364ed1fe8c8e9e7fa7c556b23be00f84a2e74b91b092dad2a9f61,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",1.1251455911051014
F3,3,lf_contact_mismatch_coarse,30000,validation,9e9e147c794364ed1fe8c8e9e7fa7c556b23be00f84a2e74b91b092dad2a9f61,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.20522126255354506
F2,4,lf_contact_mismatch_coarse,30000,validation,516e74212b4ac9205a0e7cd4d31ba660ba7b7c9698f661e5694d6b00c0a02ae9,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",1.2169782495753356
F2,4,lf_contact_mismatch_coarse,30000,validation,516e74212b4ac9205a0e7cd4d31ba660ba7b7c9698f661e5694d6b00c0a02ae9,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",0.8634241801783893
F2,4,lf_contact_mismatch_coarse,30000,validation,516e74212b4ac9205a0e7cd4d31ba660ba7b7c9698f661e5694d6b00c0a02ae9,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.5160806471235206
F3,4,lf_contact_mismatch_coarse,30000,validation,e6d9e27e14673cfb4b2208f42140b7a2cb8fe0c6c7c136c79137365a82d8fa73,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"[0,30]",1.330846339231255
F3,4,lf_contact_mismatch_coarse,30000,validation,e6d9e27e14673cfb4b2208f42140b7a2cb8fe0c6c7c136c79137365a82d8fa73,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(30,100]",0.9184994095509867
F3,4,lf_contact_mismatch_coarse,30000,validation,e6d9e27e14673cfb4b2208f42140b7a2cb8fe0c6c7c136c79137365a82d8fa73,ed97f8a0efb68f6a7427059ae762cf927700de32a10076263a7b2457dc5ab4d1,"(100,200]",0.42884534603532903
F1,0,,35000,train,a3bf2b364b123e58ffb9c12da349111728524276e49792ffed9bd0e41368d93a,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.5681624321012073
F1,0,,35000,train,a3bf2b364b123e58ffb9c12da349111728524276e49792ffed9bd0e41368d93a,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.9644612068384395
F1,0,,35000,train,a3bf2b364b123e58ffb9c12da349111728524276e49792ffed9bd0e41368d93a,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.6961906251842882
F1,1,,35000,train,05df18c3c0df99ee2c86a0e72267e0c9f047bb07d71e73a0c1b954903537d5d2,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.45804508214289
F1,1,,35000,train,05df18c3c0df99ee2c86a0e72267e0c9f047bb07d71e73a0c1b954903537d5d2,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.7953133996412536
F1,1,,35000,train,05df18c3c0df99ee2c86a0e72267e0c9f047bb07d71e73a0c1b954903537d5d2,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.5559193413591987
F1,2,,35000,train,242662b7983255e93458d7c311590f3fc38d2b823c582ab7874dedcbb5fc0996,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.4173891038095983
F1,2,,35000,train,242662b7983255e93458d7c311590f3fc38d2b823c582ab7874dedcbb5fc0996,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.137020628369004
F1,2,,35000,train,242662b7983255e93458d7c311590f3fc38d2b823c582ab7874dedcbb5fc0996,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.5548200383489632
F1,3,,35000,train,119219a1d1a7bf472a7eb7dacbd4ee2291aed240cf2d2ca5daa70007d6bf9061,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.730319369856153
F1,3,,35000,train,119219a1d1a7bf472a7eb7dacbd4ee2291aed240cf2d2ca5daa70007d6bf9061,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",2.213517462864988
F1,3,,35000,train,119219a1d1a7bf472a7eb7dacbd4ee2291aed240cf2d2ca5daa70007d6bf9061,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.7371627553610324
F1,4,,35000,train,67c75c2ab532cb71f353808bdde0c6cf23bade05a5f882fa968ad0a8aac53b5b,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.5967707601036367
F1,4,,35000,train,67c75c2ab532cb71f353808bdde0c6cf23bade05a5f882fa968ad0a8aac53b5b,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.7788385368590114
F1,4,,35000,train,67c75c2ab532cb71f353808bdde0c6cf23bade05a5f882fa968ad0a8aac53b5b,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.36032190625030697
F2,0,lf_same_physics_coarse,35000,train,ea2b67b4927a9fb48f08083a3b2f6399130134e71d168b16a20c44aa2f2968d5,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",1.5039883205529614
F2,0,lf_same_physics_coarse,35000,train,ea2b67b4927a9fb48f08083a3b2f6399130134e71d168b16a20c44aa2f2968d5,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.146220249647303
F2,0,lf_same_physics_coarse,35000,train,ea2b67b4927a9fb48f08083a3b2f6399130134e71d168b16a20c44aa2f2968d5,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.5335237985557347
F3,0,lf_same_physics_coarse,35000,train,15c1db6fc11320f8e99311cd503f06e06555fad65ed2372376d67e05bbe414f4,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",1.7166218512083438
F3,0,lf_same_physics_coarse,35000,train,15c1db6fc11320f8e99311cd503f06e06555fad65ed2372376d67e05bbe414f4,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.346530246155012
F3,0,lf_same_physics_coarse,35000,train,15c1db6fc11320f8e99311cd503f06e06555fad65ed2372376d67e05bbe414f4,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.6282247499485013
F2,1,lf_same_physics_coarse,35000,train,b3a15f2748472367ef40e5d763b4df875c59e3d302f87bc3a65a293fb84ff25d,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",1.462818933835014
F2,1,lf_same_physics_coarse,35000,train,b3a15f2748472367ef40e5d763b4df875c59e3d302f87bc3a65a293fb84ff25d,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.109919830819475
F2,1,lf_same_physics_coarse,35000,train,b3a15f2748472367ef40e5d763b4df875c59e3d302f87bc3a65a293fb84ff25d,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.5343784572779172
F3,1,lf_same_physics_coarse,35000,train,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.2202767419744864
F3,1,lf_same_physics_coarse,35000,train,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.575542993920907
F3,1,lf_same_physics_coarse,35000,train,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.5778028875296577
F2,2,lf_same_physics_coarse,35000,train,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",1.538873768679295
F2,2,lf_same_physics_coarse,35000,train,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.226809748030304
F2,2,lf_same_physics_coarse,35000,train,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.5901234281342178
F3,2,lf_same_physics_coarse,35000,train,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.381635555701224
F3,2,lf_same_physics_coarse,35000,train,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.3606797697937811
F3,2,lf_same_physics_coarse,35000,train,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.7305295561008153
F2,3,lf_same_physics_coarse,35000,train,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.5940118085873234
F2,3,lf_same_physics_coarse,35000,train,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",2.1562473056964984
F2,3,lf_same_physics_coarse,35000,train,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",1.1732927517520118
F3,3,lf_same_physics_coarse,35000,train,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.2714769893375193
F3,3,lf_same_physics_coarse,35000,train,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.3731070048663834
F3,3,lf_same_physics_coarse,35000,train,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.2682032124205546
F2,4,lf_same_physics_coarse,35000,train,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",1.1912744889235767
F2,4,lf_same_physics_coarse,35000,train,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",0.5880395368681584
F2,4,lf_same_physics_coarse,35000,train,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.44192115295829193
F3,4,lf_same_physics_coarse,35000,train,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",1.3394268182909008
F3,4,lf_same_physics_coarse,35000,train,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",0.7109557041465796
F3,4,lf_same_physics_coarse,35000,train,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.4427612479440311
F2,0,lf_contact_mismatch_coarse,35000,train,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",1.81315245013564
F2,0,lf_contact_mismatch_coarse,35000,train,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.6223374959276422
F2,0,lf_contact_mismatch_coarse,35000,train,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",1.0843880644149932
F3,0,lf_contact_mismatch_coarse,35000,train,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.409260722216103
F3,0,lf_contact_mismatch_coarse,35000,train,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.6907454636537096
F3,0,lf_contact_mismatch_coarse,35000,train,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.3741733700858953
F2,1,lf_contact_mismatch_coarse,35000,train,217697d41127dec7ae2b31b369d4488e2c4de424e96fe2dec66512eb446ad92f,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.495635992785362
F2,1,lf_contact_mismatch_coarse,35000,train,217697d41127dec7ae2b31b369d4488e2c4de424e96fe2dec66512eb446ad92f,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.8439113257831337
F2,1,lf_contact_mismatch_coarse,35000,train,217697d41127dec7ae2b31b369d4488e2c4de424e96fe2dec66512eb446ad92f,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.5211352378004841
F3,1,lf_contact_mismatch_coarse,35000,train,cfcf416e44092f5c7ca961bedfc5f1178f3ca5aa28ac12c181cb23b6167f13fd,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.3237809461005363
F3,1,lf_contact_mismatch_coarse,35000,train,cfcf416e44092f5c7ca961bedfc5f1178f3ca5aa28ac12c181cb23b6167f13fd,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.6172354264955509
F3,1,lf_contact_mismatch_coarse,35000,train,cfcf416e44092f5c7ca961bedfc5f1178f3ca5aa28ac12c181cb23b6167f13fd,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.578406620358431
F2,2,lf_contact_mismatch_coarse,35000,train,704d134e5f08ed6b1e4a2ce32c40b16d568b0577b75458b0eda2d472b27d7470,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.706325556485348
F2,2,lf_contact_mismatch_coarse,35000,train,704d134e5f08ed6b1e4a2ce32c40b16d568b0577b75458b0eda2d472b27d7470,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.7509249887680192
F2,2,lf_contact_mismatch_coarse,35000,train,704d134e5f08ed6b1e4a2ce32c40b16d568b0577b75458b0eda2d472b27d7470,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.5615404211413457
F3,2,lf_contact_mismatch_coarse,35000,train,1d127b21115dd6a8aa55b0d33961c1f5ddbb2657fbc8de8e7e5316018588fb50,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.259734075652859
F3,2,lf_contact_mismatch_coarse,35000,train,1d127b21115dd6a8aa55b0d33961c1f5ddbb2657fbc8de8e7e5316018588fb50,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.206198851094598
F3,2,lf_contact_mismatch_coarse,35000,train,1d127b21115dd6a8aa55b0d33961c1f5ddbb2657fbc8de8e7e5316018588fb50,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.8499958995030438
F2,3,lf_contact_mismatch_coarse,35000,train,9580e9402e9033de437a9fef5736022ab0265523fd4433c75aeef63aae678ce1,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.555691814521781
F2,3,lf_contact_mismatch_coarse,35000,train,9580e9402e9033de437a9fef5736022ab0265523fd4433c75aeef63aae678ce1,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.556771930452976
F2,3,lf_contact_mismatch_coarse,35000,train,9580e9402e9033de437a9fef5736022ab0265523fd4433c75aeef63aae678ce1,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(100,200]",0.4906347731564461
F3,3,lf_contact_mismatch_coarse,35000,train,9e9e147c794364ed1fe8c8e9e7fa7c556b23be00f84a2e74b91b092dad2a9f61,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"[0,30]",2.2223945351754093
F3,3,lf_contact_mismatch_coarse,35000,train,9e9e147c794364ed1fe8c8e9e7fa7c556b23be00f84a2e74b91b092dad2a9f61,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,"(30,100]",1.3429373633994357
