方法,随机种子,LF来源,人为已吸收一维热流_W_m2,数值来源折,原锁最佳模型_SHA256,数值参考原档_SHA256,双材料厚度加权RMSE_K,SiC厚度加权RMSE_K,Cu厚度加权RMSE_K,非探针附近内部RMSE_K,非探针附近真实单元数,七时七深细网格差_K,仅七时七深差若近模型全域RMSE须限缩结论,七时刻名义余额均值绝对差_W,七时刻名义余额最坏绝对差_W,真CUDA完整单元网络前向_秒
F2,3,lf_contact_mismatch_coarse,35000,train,9580e9402e9033de437a9fef5736022ab0265523fd4433c75aeef63aae678ce1,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,1.3182706904860937,1.587177124941163,0.18220045063759416,1.3892517271235338,240,0.06827330152555078,false,82.25477164132255,93.97566986083984,0.08476056100334972
F3,3,lf_contact_mismatch_coarse,35000,train,9e9e147c794364ed1fe8c8e9e7fa7c556b23be00f84a2e74b91b092dad2a9f61,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,1.1229669738004167,1.352460045285628,0.1468959651559955,1.1810292925340176,240,0.06827330152555078,false,49.266793387276785,50.49184036254883,0.08420290300273336
F2,4,lf_contact_mismatch_coarse,35000,train,516e74212b4ac9205a0e7cd4d31ba660ba7b7c9698f661e5694d6b00c0a02ae9,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,0.9441551690854187,1.0641921378862125,0.604520596216026,0.9754995174900856,240,0.06827330152555078,false,24.158676283700125,46.87209701538086,0.08488627299084328
F3,4,lf_contact_mismatch_coarse,35000,train,e6d9e27e14673cfb4b2208f42140b7a2cb8fe0c6c7c136c79137365a82d8fa73,f025cb99cc26cd27d5cd96ce4c115a717bcccfc712ef2cdfb3dd4c7534d44e38,0.9689383455047316,1.1197204106714973,0.5017136049078845,1.010905784882313,240,0.06827330152555078,false,41.8895639692034,66.72331237792969,0.0844485749839805
F1,0,,42000,hidden_test,a3bf2b364b123e58ffb9c12da349111728524276e49792ffed9bd0e41368d93a,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.8126479085071932,2.1803928882065415,0.28612137935158766,1.9095309984163145,240,0.081927961824249,false,67.44841384887695,82.40177154541016,0.04671724999207072
F1,1,,42000,hidden_test,05df18c3c0df99ee2c86a0e72267e0c9f047bb07d71e73a0c1b954903537d5d2,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.662667206713956,1.9934788937927865,0.3543475451040724,1.7541214970028538,240,0.081927961824249,false,54.05790138244629,73.56599426269531,0.04642596701160073
F1,2,,42000,hidden_test,242662b7983255e93458d7c311590f3fc38d2b823c582ab7874dedcbb5fc0996,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.3787181688458325,1.6630650166732184,0.11731334354902667,1.4491941691246393,240,0.081927961824249,false,52.60250881740025,75.3948974609375,0.04628423499525525
F1,3,,42000,hidden_test,119219a1d1a7bf472a7eb7dacbd4ee2291aed240cf2d2ca5daa70007d6bf9061,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.9965655876659527,2.401314716430922,0.32024114329828285,2.102028692977528,240,0.081927961824249,false,62.6059820992606,68.83381652832031,0.046604233008110896
F1,4,,42000,hidden_test,67c75c2ab532cb71f353808bdde0c6cf23bade05a5f882fa968ad0a8aac53b5b,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.6757788545702916,2.0144330864218998,0.2856636766552031,1.7633995703877714,240,0.081927961824249,false,57.689183371407644,79.6923599243164,0.04654581399518065
F2,0,lf_same_physics_coarse,42000,hidden_test,ea2b67b4927a9fb48f08083a3b2f6399130134e71d168b16a20c44aa2f2968d5,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.2480962047829123,1.4884592359171172,0.3501666156775278,1.318730276906059,240,0.081927961824249,false,19.32122050012861,63.468711853027344,0.08413178299088031
F3,0,lf_same_physics_coarse,42000,hidden_test,15c1db6fc11320f8e99311cd503f06e06555fad65ed2372376d67e05bbe414f4,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.4204490965074839,1.6972471903055237,0.3671876720935859,1.5012135392241068,240,0.081927961824249,false,34.723501205444336,67.93366241455078,0.0853194110095501
F2,1,lf_same_physics_coarse,42000,hidden_test,b3a15f2748472367ef40e5d763b4df875c59e3d302f87bc3a65a293fb84ff25d,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.1476532213114308,1.2736208871827712,0.8072474629645725,1.176830704306723,240,0.081927961824249,false,82.15444510323661,98.76351928710938,0.08549358500749804
F3,1,lf_same_physics_coarse,42000,hidden_test,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.5453093184322455,1.8353332981810815,0.49877773946825177,1.6211744131247539,240,0.081927961824249,false,53.751908438546316,61.49768829345703,0.0849824649922084
F2,2,lf_same_physics_coarse,42000,hidden_test,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.334362650726689,1.6096233361407442,0.11161382527993637,1.4043852645499963,240,0.081927961824249,false,50.502292088099885,63.06137466430664,0.08374013399588875
F3,2,lf_same_physics_coarse,42000,hidden_test,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.496591629174702,1.8021837682645445,0.20084721188549048,1.5734466019319693,240,0.081927961824249,false,47.83519015993391,69.8270492553711,0.08499458100413904
F2,3,lf_same_physics_coarse,42000,hidden_test,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,2.106859639018,2.530928559920497,0.38442741816382886,2.227793176504161,240,0.081927961824249,false,28.29702023097447,32.62775421142578,0.0842126120114699
F3,3,lf_same_physics_coarse,42000,hidden_test,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.4326511326122207,1.7228277274938324,0.23391437540072516,1.5058248929193392,240,0.081927961824249,false,65.1610494341169,67.77143859863281,0.08520090198726393
F2,4,lf_same_physics_coarse,42000,hidden_test,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,0.807191351741261,0.9181360937394657,0.4836558188661528,0.8373684261440658,240,0.081927961824249,false,34.78906576974051,75.94459533691406,0.08397143799811602
F3,4,lf_same_physics_coarse,42000,hidden_test,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,0.9011911788890918,1.0395494177918219,0.4756987322982039,0.9397579592058589,240,0.081927961824249,false,67.57506234305245,104.88328552246094,0.08485468602157198
F2,0,lf_contact_mismatch_coarse,42000,hidden_test,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.6702514454801611,2.0086554196064634,0.2710548277904821,1.7689913711399883,240,0.081927961824249,false,17.048828499657766,55.43546676635742,0.08444940199842677
F3,0,lf_contact_mismatch_coarse,42000,hidden_test,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.5891881611338432,1.9095664737873344,0.2826026080070941,1.6778750490515257,240,0.081927961824249,false,55.0671146937779,63.863895416259766,0.0850218920095358
F2,1,lf_contact_mismatch_coarse,42000,hidden_test,217697d41127dec7ae2b31b369d4488e2c4de424e96fe2dec66512eb446ad92f,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.7343967372397635,2.0883527498620156,0.23652954584382627,1.8295777177389176,240,0.081927961824249,false,93.9244144984654,108.69615173339844,0.08412030801991932
F3,1,lf_contact_mismatch_coarse,42000,hidden_test,cfcf416e44092f5c7ca961bedfc5f1178f3ca5aa28ac12c181cb23b6167f13fd,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.5790216467761835,1.9011535116534457,0.2175473694787718,1.6633035299459216,240,0.081927961824249,false,54.11281204223633,64.03443908691406,0.08508273799088784
F2,2,lf_contact_mismatch_coarse,42000,hidden_test,704d134e5f08ed6b1e4a2ce32c40b16d568b0577b75458b0eda2d472b27d7470,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.7139436611026198,2.068270405169923,0.11688429264665423,1.8063811738047417,240,0.081927961824249,false,58.882501874651226,79.0697250366211,0.08410288399318233
F3,2,lf_contact_mismatch_coarse,42000,hidden_test,1d127b21115dd6a8aa55b0d33961c1f5ddbb2657fbc8de8e7e5316018588fb50,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.448621251799143,1.7446984116222806,0.18884395923345224,1.521701141151158,240,0.081927961824249,false,52.549642017909456,71.56781005859375,0.08507865099818446
F2,3,lf_contact_mismatch_coarse,42000,hidden_test,9580e9402e9033de437a9fef5736022ab0265523fd4433c75aeef63aae678ce1,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.6275281099538212,1.957932689720236,0.2532805100964981,1.7151832008189603,240,0.081927961824249,false,100.84652056012835,114.1714096069336,0.08418272598646581
F3,3,lf_contact_mismatch_coarse,42000,hidden_test,9e9e147c794364ed1fe8c8e9e7fa7c556b23be00f84a2e74b91b092dad2a9f61,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.3902083177320435,1.6734056688564731,0.19929285275101155,1.462130907028554,240,0.081927961824249,false,62.043216705322266,64.14942169189453,0.08521325097535737
F2,4,lf_contact_mismatch_coarse,42000,hidden_test,516e74212b4ac9205a0e7cd4d31ba660ba7b7c9698f661e5694d6b00c0a02ae9,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.195509813026197,1.4005491457262302,0.5175659928234231,1.254302043533208,240,0.081927961824249,false,22.307384150368826,52.780757904052734,0.0839973550173454
F3,4,lf_contact_mismatch_coarse,42000,hidden_test,e6d9e27e14673cfb4b2208f42140b7a2cb8fe0c6c7c136c79137365a82d8fa73,4a6a1c3182e4747813296ea50ce8373687e999d2e724ebff4986ab88f7b096cb,1.2403010816274647,1.4645647060875058,0.4635183999884773,1.3060657448539832,240,0.081927961824249,false,53.62907791137695,80.39301300048828,0.08468020899454132
F1,0,,50000,train,a3bf2b364b123e58ffb9c12da349111728524276e49792ffed9bd0e41368d93a,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,2.154664969212114,2.5915554898635422,0.34410661207877075,2.2701264402579087,240,0.09753328788178806,false,78.14804131644112,94.8622055053711,0.04630730100325309
F1,1,,50000,train,05df18c3c0df99ee2c86a0e72267e0c9f047bb07d71e73a0c1b954903537d5d2,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.9822346861618805,2.3778228946829314,0.40753148705295245,2.0920284125543285,240,0.09753328788178806,false,62.58477347237723,85.758544921875,0.04625929001485929
F1,2,,50000,train,242662b7983255e93458d7c311590f3fc38d2b823c582ab7874dedcbb5fc0996,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.6350642420807453,1.9728598287719628,0.11985064759430857,1.7187204775068368,240,0.09753328788178806,false,60.736854553222656,87.88809204101562,0.046398174978094175
F1,3,,50000,train,119219a1d1a7bf472a7eb7dacbd4ee2291aed240cf2d2ca5daa70007d6bf9061,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,2.3381212952919825,2.812161016566938,0.3742145359469533,2.4624204699210415,240,0.09753328788178806,false,72.62785993303571,80.06710815429688,0.04651280399411917
F1,4,,50000,train,67c75c2ab532cb71f353808bdde0c6cf23bade05a5f882fa968ad0a8aac53b5b,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.9966083858156531,2.4002492128627244,0.3380244488835661,2.101256097729822,240,0.09753328788178806,false,67.83848626273019,93.53257751464844,0.04693336700438522
F2,0,lf_same_physics_coarse,50000,train,ea2b67b4927a9fb48f08083a3b2f6399130134e71d168b16a20c44aa2f2968d5,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.5892048320417518,1.8901900340595965,0.4905821384170736,1.6794963949070163,240,0.09753328788178806,false,20.56124690600804,70.6203384399414,0.08458302798680961
F3,0,lf_same_physics_coarse,50000,train,15c1db6fc11320f8e99311cd503f06e06555fad65ed2372376d67e05bbe414f4,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.7920529485725591,2.13906222556482,0.4849357081048241,1.8945353039281903,240,0.09753328788178806,false,36.9178147997175,75.68944549560547,0.08413924698834307
F2,1,lf_same_physics_coarse,50000,train,b3a15f2748472367ef40e5d763b4df875c59e3d302f87bc3a65a293fb84ff25d,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.379949224487027,1.5642432281475356,0.8487707760130629,1.4237197574708318,240,0.09753328788178806,false,100.68242263793945,120.45216369628906,0.0847561720001977
F3,1,lf_same_physics_coarse,50000,train,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.8591692593306537,2.2166202664224977,0.5270959880708708,1.9539325835206356,240,0.09753328788178806,false,63.24644579206194,72.28173065185547,0.08430654398398474
F2,2,lf_same_physics_coarse,50000,train,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.7348796812297762,2.0913597667159216,0.18399768277288475,1.827335039154081,240,0.09753328788178806,false,66.52767889840263,81.35631561279297,0.08456315399962477
F3,2,lf_same_physics_coarse,50000,train,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.7680991843678087,2.1284030307125246,0.25112987117564173,1.8589384280575998,240,0.09753328788178806,false,56.77907535008022,83.26660919189453,0.08437601500190794
F2,3,lf_same_physics_coarse,50000,train,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,2.493110171041859,2.9936557403507855,0.47276255540154233,2.636553018356927,240,0.09753328788178806,false,32.919979095458984,37.9783821105957,0.08475182400434278
F3,3,lf_same_physics_coarse,50000,train,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.755813660933017,2.1109161011713695,0.2950583222372792,1.8460016978744063,240,0.09753328788178806,false,81.27307019914899,84.87442779541016,0.08427197797573172
F2,4,lf_same_physics_coarse,50000,train,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.0118396825507743,1.1849082610044142,0.4408155585791234,1.0628046802129159,240,0.09753328788178806,false,35.12454530170986,85.87577819824219,0.08476117000100203
F3,4,lf_same_physics_coarse,50000,train,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.1283376894373633,1.3260566001323373,0.46298256270530286,1.1866303924541541,240,0.09753328788178806,false,82.67966515677315,123.47965240478516,0.08437474200036377
F2,0,lf_contact_mismatch_coarse,50000,train,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,2.0266495473329282,2.432069570864608,0.4041484908312847,2.147369453169947,240,0.09753328788178806,false,17.91612774985177,62.30885696411133,0.08502799601410516
F3,0,lf_contact_mismatch_coarse,50000,train,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.9003466691048452,2.282034501443763,0.3582477581625443,2.0061143390898373,240,0.09753328788178806,false,64.88196836199079,75.34546661376953,0.08430434399633668
F2,1,lf_contact_mismatch_coarse,50000,train,217697d41127dec7ae2b31b369d4488e2c4de424e96fe2dec66512eb446ad92f,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,2.089939325121958,2.5178550358368152,0.25661570816749785,2.2060543192584667,240,0.09753328788178806,false,111.23997279575893,128.76092529296875,0.0848884439910762
F3,1,lf_contact_mismatch_coarse,50000,train,cfcf416e44092f5c7ca961bedfc5f1178f3ca5aa28ac12c181cb23b6167f13fd,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.8928920955265076,2.2811348464475936,0.21754591604699078,1.9953815204616379,240,0.09753328788178806,false,63.758301326206755,75.43965148925781,0.08482125401496887
F2,2,lf_contact_mismatch_coarse,50000,train,704d134e5f08ed6b1e4a2ce32c40b16d568b0577b75458b0eda2d472b27d7470,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,2.0240542407811253,2.4423076628673996,0.14492745973017412,2.1338726010005513,240,0.09753328788178806,false,70.24230303083148,92.0584716796875,0.08436468002037145
F3,2,lf_contact_mismatch_coarse,50000,train,1d127b21115dd6a8aa55b0d33961c1f5ddbb2657fbc8de8e7e5316018588fb50,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.7158733301644722,2.0653554565373753,0.2470018580296349,1.80245435829492,240,0.09753328788178806,false,62.37410000392369,85.61485290527344,0.0840816679992713
F2,3,lf_contact_mismatch_coarse,50000,train,9580e9402e9033de437a9fef5736022ab0265523fd4433c75aeef63aae678ce1,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.9725058422521784,2.370540747373235,0.3451156566612016,2.078612482840766,240,0.09753328788178806,false,121.70333644321987,136.9132537841797,0.08504094200907275
F3,3,lf_contact_mismatch_coarse,50000,train,9e9e147c794364ed1fe8c8e9e7fa7c556b23be00f84a2e74b91b092dad2a9f61,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.6941600638066467,2.0376977833598424,0.2702098698614744,1.7817930275256435,240,0.09753328788178806,false,76.48108346121651,79.58197021484375,0.08435339000425301
F2,4,lf_contact_mismatch_coarse,50000,train,516e74212b4ac9205a0e7cd4d31ba660ba7b7c9698f661e5694d6b00c0a02ae9,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.4918495869359383,1.7748307015178775,0.456862341931047,1.5766384128466029,240,0.09753328788178806,false,20.860972549234116,59.380409240722656,0.08505114901345223
F3,4,lf_contact_mismatch_coarse,50000,train,e6d9e27e14673cfb4b2208f42140b7a2cb8fe0c6c7c136c79137365a82d8fa73,b5b1281e3dbe24208e03938c26f15a5c945b7e11954eb6d70930de560cf24bc3,1.5563023540154373,1.8544427660083667,0.4510295557107931,1.646418554692855,240,0.09753328788178806,false,67.14972305297852,95.63572692871094,0.08453457601717673
F1,0,,58000,hidden_test,a3bf2b364b123e58ffb9c12da349111728524276e49792ffed9bd0e41368d93a,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.513634804742754,3.023518450056175,0.3980253507884078,2.648657540233193,480,0.058400650754833805,false,88.98557826450893,107.43456268310547,0.18489846898592077
F1,1,,58000,hidden_test,05df18c3c0df99ee2c86a0e72267e0c9f047bb07d71e73a0c1b954903537d5d2,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.334004361520442,2.8015024973764184,0.4575808680167092,2.464095300069475,480,0.058400650754833805,false,71.8960039956229,98.42495727539062,0.18581903300946578
F1,2,,58000,hidden_test,242662b7983255e93458d7c311590f3fc38d2b823c582ab7874dedcbb5fc0996,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,1.8946513184638218,2.2863338822072667,0.129293094517707,1.9915957232509494,480,0.058400650754833805,false,68.52454130990165,100.02173614501953,0.1848006020009052
F1,3,,58000,hidden_test,119219a1d1a7bf472a7eb7dacbd4ee2291aed240cf2d2ca5daa70007d6bf9061,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.6636373020194957,3.2036485949063533,0.4267195175616496,2.8060362414467646,480,0.058400650754833805,false,82.35984693254743,91.03022003173828,0.1858097680087667
F1,4,,58000,hidden_test,67c75c2ab532cb71f353808bdde0c6cf23bade05a5f882fa968ad0a8aac53b5b,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.3264219707676075,2.796921443243231,0.39102453774284546,2.4487148868518647,480,0.058400650754833805,false,77.57711628505162,106.89529418945312,0.18536577199120075
F2,0,lf_same_physics_coarse,58000,hidden_test,ea2b67b4927a9fb48f08083a3b2f6399130134e71d168b16a20c44aa2f2968d5,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,1.8893215688067857,2.2429673372783654,0.6173329907540155,1.9966511894349541,480,0.058400650754833805,false,24.528542246137345,79.17980194091797,0.3367290199967101
F3,0,lf_same_physics_coarse,58000,hidden_test,15c1db6fc11320f8e99311cd503f06e06555fad65ed2372376d67e05bbe414f4,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.125246850303585,2.5350103000150326,0.591834037471687,2.2470126867408045,480,0.058400650754833805,false,40.35308020455496,84.5697250366211,0.33153587102424353
F2,1,lf_same_physics_coarse,58000,hidden_test,b3a15f2748472367ef40e5d763b4df875c59e3d302f87bc3a65a293fb84ff25d,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,1.5994615008158477,1.8359811379647961,0.8862513754636195,1.6561152798848735,480,0.058400650754833805,false,115.45908028738839,138.0928955078125,0.32218289200682193
F3,1,lf_same_physics_coarse,58000,hidden_test,0f6c7648d36cdbf3e30b8b27a7e8a336afdac139e625951871d9d19774557143,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.169784075334409,2.5934688050444263,0.5520846484332478,2.283346427646884,480,0.058400650754833805,false,71.8573853628976,82.01692199707031,0.3181301150179934
F2,2,lf_same_physics_coarse,58000,hidden_test,e2b8de152b8b456d2913d910b61ab754b57164079b1be856e247bea52f9cd30e,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.1286796511745516,2.5644873170665257,0.26223033263278106,2.2430089523063192,480,0.058400650754833805,false,81.12726484026227,98.25920104980469,0.31471030300599523
F3,2,lf_same_physics_coarse,58000,hidden_test,fd40721521f91baa74515915f6a3ec5d8c69e2b744a24a1713ca30806e8b0808,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.040323544204201,2.4560026106842128,0.29161525207737893,2.145499656523432,480,0.058400650754833805,false,65.84696510859898,96.64195251464844,0.31594125999254175
F2,3,lf_same_physics_coarse,58000,hidden_test,0cfc46947a911aa69a35f17a271d2e8fa7d4e34bd443862e009425bf6f2370b3,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.8136336731680482,3.3772319993321167,0.5511972243936465,2.975848412380616,480,0.058400650754833805,false,34.18251882280622,40.45610046386719,0.3162010359810665
F3,3,lf_same_physics_coarse,58000,hidden_test,40dc114e0761003675a86ae395f0e6078d6c3c481583c2b7a80b5bc4da8628c5,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.07698483995773,2.496231555876847,0.3614595860937841,2.1842175385663287,480,0.058400650754833805,false,96.68485586983817,101.21297454833984,0.3159887790097855
F2,4,lf_same_physics_coarse,58000,hidden_test,f4f0b6a755c80696b456641b9908003bed22b5cb3fac30f1366a63523a5f41aa,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,1.2237431702527222,1.4464769452411979,0.4471184367361334,1.2921807847485791,480,0.058400650754833805,false,35.67838726724897,95.49654388427734,0.3156383750028908
F3,4,lf_same_physics_coarse,58000,hidden_test,ebe76fffb4c4d5dbd95c1dd0a53cac1646dc50cca0f85b39be73fb93750d185d,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,1.3591574155730464,1.6092030781663176,0.4773965083500715,1.4354035186876004,480,0.058400650754833805,false,97.62183816092355,141.51853942871094,0.31705379602499306
F2,0,lf_contact_mismatch_coarse,58000,hidden_test,cb2e149fdb282417a9a4c24c8347ebcbae36bb470b5fef0ad55fe81e48ca34ef,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.35434844852137,2.820681611197752,0.5268782466691619,2.494885535737028,480,0.058400650754833805,false,21.35824285234724,70.44296264648438,0.31534113798988983
F3,0,lf_contact_mismatch_coarse,58000,hidden_test,97c3424f03a224c8d1c22779f0fd586745bc3992dd5fdeee8ee64120a86078c3,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.208384817030247,2.6509196665570314,0.43029805929969006,2.3310934077752314,480,0.058400650754833805,false,74.12187085832868,86.23497772216797,0.31607140199048445
F2,1,lf_contact_mismatch_coarse,58000,hidden_test,217697d41127dec7ae2b31b369d4488e2c4de424e96fe2dec66512eb446ad92f,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.443857666416643,2.9452024655736406,0.2786638186896704,2.5810443030141066,480,0.058400650754833805,false,127.43861934116909,147.35906982421875,0.3159579090133775
F3,1,lf_contact_mismatch_coarse,58000,hidden_test,cfcf416e44092f5c7ca961bedfc5f1178f3ca5aa28ac12c181cb23b6167f13fd,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.2064796739719705,2.660440153253892,0.21924164557661788,2.3273870515715034,480,0.058400650754833805,false,72.72764151436942,85.89756774902344,0.31533545500133187
F2,2,lf_contact_mismatch_coarse,58000,hidden_test,704d134e5f08ed6b1e4a2ce32c40b16d568b0577b75458b0eda2d472b27d7470,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,2.336444319683865,2.818879348943523,0.18042456262902654,2.4640579635038473,480,0.058400650754833805,false,81.26029859270368,104.8439712524414,0.3152650559786707
F3,2,lf_contact_mismatch_coarse,58000,hidden_test,1d127b21115dd6a8aa55b0d33961c1f5ddbb2657fbc8de8e7e5316018588fb50,1129ade15a07eded189286fe60f17fb4a1e3d42a24a96e70c6c7465ca631d305,1.9826223237016423,2.385837055215312,0.2961037668975551,2.082991934029359,480,0.058400650754833805,false,72.27178573608398,99.55746459960938,0.3151887839776464
