LF优化步,训练热流_W_m2,LF训练消费点数,实际LF训练目标
1,20000,512,0.007699452340602875
2,35000,512,0.02121439203619957
3,50000,512,0.03379936143755913
4,65000,512,0.05827200412750244
5,80000,512,0.08979097008705139
6,20000,512,0.0012409280752763152
7,35000,512,0.0022345129400491714
8,50000,512,0.007322859019041061
9,65000,512,0.015974871814250946
10,80000,512,0.03277484327554703
11,20000,512,0.02002079412341118
12,35000,512,0.013610467314720154
13,50000,512,0.008069666102528572
14,65000,512,0.004441511817276478
15,80000,512,0.01279717031866312
16,20000,512,0.02072925865650177
17,35000,512,0.012510525062680244
18,50000,512,0.005653162021189928
19,65000,512,0.003510715439915657
20,80000,512,0.011704414151608944
21,20000,512,0.00712987594306469
22,35000,512,0.0033634440042078495
23,50000,512,0.0020779487676918507
24,65000,512,0.004139617085456848
25,80000,512,0.01526075042784214
26,20000,512,0.0013999929651618004
27,35000,512,0.0005216004210524261
28,50000,512,0.0011074558133259416
29,65000,512,0.004085065331310034
30,80000,512,0.010455960407853127
31,20000,512,0.00050286267651245
32,35000,512,0.0005456404760479927
33,50000,512,0.0007821368635632098
34,65000,512,0.0018666114192456007
35,80000,512,0.004482435993850231
36,20000,512,0.0003908468352165073
37,35000,512,0.0014186177868396044
38,50000,512,0.001600497285835445
39,65000,512,0.0014080146793276072
40,80000,512,0.002865007147192955
41,20000,512,0.00020479994418565184
42,35000,512,0.000904301879927516
43,50000,512,0.0016271339263767004
44,65000,512,0.0018569296225905418
45,80000,512,0.0018436345271766186
46,20000,512,0.0005797941121272743
47,35000,512,0.00046030705561861396
48,50000,512,0.0006838538101874292
49,65000,512,0.0010963648092001677
50,80000,512,0.0023949844762682915
51,20000,512,0.0014237549621611834
52,35000,512,0.0006134604336693883
53,50000,512,0.0012549799866974354
54,65000,512,0.0006948941736482084
55,80000,512,0.003085371106863022
56,20000,512,0.001208618632517755
57,35000,512,0.0003323674900457263
58,50000,512,0.0015894495882093906
59,65000,512,0.001347722252830863
60,80000,512,0.003199121681973338
61,20000,512,0.0007110638543963432
62,35000,512,0.0005413631442934275
63,50000,512,0.0013686798047274351
64,65000,512,0.0008040158427320421
65,80000,512,0.0028969384729862213
66,20000,512,0.0006397779216058552
67,35000,512,0.0005414574407041073
68,50000,512,0.0007191894692368805
69,65000,512,0.001955954823642969
70,80000,512,0.001760678249411285
71,20000,512,0.0005343088996596634
72,35000,512,0.00025210389867424965
73,50000,512,0.000490335572976619
74,65000,512,0.0014612299855798483
75,80000,512,0.0022082491777837276
76,20000,512,0.00027055549435317516
77,35000,512,0.0006592398276552558
78,50000,512,0.001315440982580185
79,65000,512,0.0016613397747278214
80,80000,512,0.0025745260063558817
81,20000,512,0.00023677083663642406
82,35000,512,0.0002777930931188166
83,50000,512,0.0012251953594386578
84,65000,512,0.0017575446981936693
85,80000,512,0.002077359240502119
86,20000,512,0.0002855140483006835
87,35000,512,0.000300159357720986
88,50000,512,0.0006937075522728264
89,65000,512,0.001686525298282504
90,80000,512,0.002311267890036106
91,20000,512,0.0002856545033864677
92,35000,512,0.0004424555227160454
93,50000,512,0.0008070841431617737
94,65000,512,0.0006800864357501268
95,80000,512,0.00222010537981987
96,20000,512,0.00034809819771908224
97,35000,512,0.0003461026062723249
98,50000,512,0.0011231303215026855
99,65000,512,0.0007791698444634676
100,80000,512,0.003229641355574131
101,20000,512,0.00029568251920863986
102,35000,512,0.0003105706418864429
103,50000,512,0.000506964570377022
104,65000,512,0.0010936493054032326
105,80000,512,0.002536974847316742
106,20000,512,0.0003334646171424538
107,35000,512,0.0005773016600869596
108,50000,512,0.0007664796430617571
109,65000,512,0.001544577069580555
110,80000,512,0.002416821662336588
111,20000,512,0.00025533538428135216
112,35000,512,0.00034683948615565896
113,50000,512,0.0009509609080851078
114,65000,512,0.0014685043133795261
115,80000,512,0.0023725293576717377
116,20000,512,0.0002962072903756052
117,35000,512,0.0003422635782044381
118,50000,512,0.0007889105472713709
119,65000,512,0.00048822315875440836
120,80000,512,0.0017578992992639542
121,20000,512,0.0002676683652680367
122,35000,512,0.0004835939034819603
123,50000,512,0.0011077302042394876
124,65000,512,0.001687161042355001
125,80000,512,0.002550477394834161
126,20000,512,0.00025398482102900743
127,35000,512,0.000715473375748843
128,50000,512,0.0007552726892754436
129,65000,512,0.0012873023515567183
130,80000,512,0.00221720477566123
131,20000,512,0.00031951209530234337
132,35000,512,0.0004900773637928069
133,50000,512,0.0007345843478105962
134,65000,512,0.001483347499743104
135,80000,512,0.0018002671422436833
136,20000,512,0.00024312169989570975
137,35000,512,0.00042881659464910626
138,50000,512,0.0007550257723778486
139,65000,512,0.001537226140499115
140,80000,512,0.0023300847969949245
141,20000,512,0.00023725115170236677
142,35000,512,0.0001535611372673884
143,50000,512,0.0010435401927679777
144,65000,512,0.0010182757396250963
145,80000,512,0.002388725522905588
146,20000,512,0.00026417538174428046
147,35000,512,0.000289464951492846
148,50000,512,0.0012180047342553735
149,65000,512,0.0008843110990710557
150,80000,512,0.0016369202639907598
151,20000,512,0.00020084891002625227
152,35000,512,0.00019984124810434878
153,50000,512,0.00039503994048573077
154,65000,512,0.0011152481893077493
155,80000,512,0.0020375088788568974
156,20000,512,0.0001446304959245026
157,35000,512,0.0002899447863455862
158,50000,512,0.0008772986475378275
159,65000,512,0.0007234442746266723
160,80000,512,0.0021625040099024773
161,20000,512,0.00022289154003374279
162,35000,512,0.0002762001531664282
163,50000,512,0.0005835608462803066
164,65000,512,0.0012276724446564913
165,80000,512,0.0017406295519322157
166,20000,512,0.00022409093799069524
167,35000,512,0.0002599261642899364
168,50000,512,0.0007958876085467637
169,65000,512,0.0010259449481964111
170,80000,512,0.002603708766400814
171,20000,512,0.00022719174739904702
172,35000,512,0.0004066901747137308
173,50000,512,0.0006483847973868251
174,65000,512,0.0006406293832696974
175,80000,512,0.0025687809102237225
176,20000,512,0.00015854116645641625
177,35000,512,0.0002225244970759377
178,50000,512,0.0006680418737232685
179,65000,512,0.00035873771412298083
180,80000,512,0.001820674748159945
181,20000,512,0.00011622351303230971
182,35000,512,0.00035886839032173157
183,50000,512,0.0006694694166071713
184,65000,512,0.001175696961581707
185,80000,512,0.0034202742390334606
186,20000,512,0.0001571572502143681
187,35000,512,0.00041315480484627187
188,50000,512,0.001089013647288084
