time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,24.48917,25.26013
4,24.75275,25.35568
6,25.05548,25.46176
8,25.4451,25.61887
10,25.85349,25.86035
12,26.16476,26.17886
14,26.37418,26.49289
16,26.5408,26.70413
18,26.70953,26.79221
20,26.8942,26.80139
22,27.08417,26.78452
24,27.26129,26.77948
26,27.41412,26.80692
28,27.54135,26.87115
30,27.64764,26.96268
32,27.73904,27.064
34,27.82059,27.15781
36,27.89572,27.23245
38,27.96637,27.28336
40,28.03336,27.31128
42,28.09683,27.31949
44,28.15649,27.31232
46,28.21188,27.29388
48,28.2626,27.26785
50,28.30817,27.2374
52,28.34833,27.20493
54,28.38284,27.17249
56,28.41153,27.14166
58,28.43436,27.11353
60,28.45135,27.08887
62,28.46262,27.06799
64,28.46826,27.05093
66,28.46854,27.03735
68,28.46371,27.0267
70,28.45404,27.01825
72,28.43994,27.01111
74,28.42178,27.00436
76,28.40002,26.9971
78,28.37506,26.98859
80,28.34741,26.97803
82,28.31754,26.96494
84,28.28598,26.94885
86,28.2532,26.9296
88,28.21982,26.90698
90,28.18637,26.8811
92,28.1535,26.85208
94,28.12189,26.82022
96,28.09219,26.78589
98,28.06522,26.7496
100,28.04172,26.71182
102,28.02258,26.67328
104,28.00867,26.63464
106,28.00089,26.59668
108,28.00018,26.56012
110,28.00751,26.52582
112,28.02371,26.4946
114,28.04971,26.46719
116,28.08636,26.4444
118,28.13434,26.42694
120,28.19431,26.41537
122,28.26682,26.41025
124,28.3522,26.41193
126,28.45074,26.42065
128,28.56253,26.43658
130,28.68744,26.45969
132,28.82523,26.48981
134,28.97552,26.52673
136,29.13776,26.57004
138,29.31125,26.61932
140,29.49527,26.6741
142,29.68887,26.73392
144,29.89127,26.79828
146,30.1015,26.86673
148,30.31873,26.93893
150,30.54205,27.01462
152,30.77069,27.0936
154,31.00403,27.17581
156,31.24146,27.26132
158,31.48251,27.35028
160,31.7269,27.44293
162,31.9744,27.53964
164,32.22491,27.64078
166,32.47858,27.74677
168,32.73544,27.85809
170,32.99567,27.97504
172,33.25958,28.09811
174,33.52731,28.22742
176,33.79919,28.36319
178,34.07529,28.50537
180,34.35571,28.65378
182,34.64038,28.80814
184,34.92911,28.96777
186,35.22147,29.13196
188,35.51685,29.29974
190,35.81454,29.47003
192,36.11349,29.6416
194,36.41263,29.81311
196,36.71057,29.98322
198,37.00595,30.1506
200,37.29736,30.31403
