LF优化步,训练热流_W_m2,LF训练消费点数,实际LF训练目标
1,20000,512,0.007451366633176804
2,35000,512,0.020743008702993393
3,50000,512,0.03845524042844772
4,65000,512,0.06351406127214432
5,80000,512,0.08783172070980072
6,20000,512,0.0005089187761768699
7,35000,512,0.0019932847935706377
8,50000,512,0.007037232629954815
9,65000,512,0.015110122039914131
10,80000,512,0.027309628203511238
11,20000,512,0.020185561850667
12,35000,512,0.013939633965492249
13,50000,512,0.006521482020616531
14,65000,512,0.003076171036809683
15,80000,512,0.01107725128531456
16,20000,512,0.027822930365800858
17,35000,512,0.014387784525752068
18,50000,512,0.0050086467526853085
19,65000,512,0.002590377349406481
20,80000,512,0.013078124262392521
21,20000,512,0.011884685605764389
22,35000,512,0.004201323725283146
23,50000,512,0.0012518351431936026
24,65000,512,0.0054891775362193584
25,80000,512,0.018625659868121147
26,20000,512,0.0037485884968191385
27,35000,512,0.0011551398783922195
28,50000,512,0.0013732743682339787
29,65000,512,0.0060750627890229225
30,80000,512,0.016453534364700317
31,20000,512,0.002069659996777773
32,35000,512,0.0009281722013838589
33,50000,512,0.0011400450021028519
34,65000,512,0.0027892398647964
35,80000,512,0.00913882628083229
36,20000,512,0.002084845444187522
37,35000,512,0.001888014143332839
38,50000,512,0.0013587267603725195
39,65000,512,0.0013170626480132341
40,80000,512,0.004180806688964367
41,20000,512,0.0015464714961126447
42,35000,512,0.002229609526693821
43,50000,512,0.001998910214751959
44,65000,512,0.0012637684121727943
45,80000,512,0.0034360659774392843
46,20000,512,0.0003708290169015527
47,35000,512,0.0007955991895869374
48,50000,512,0.001366056501865387
49,65000,512,0.0015285979025065899
50,80000,512,0.0033838991075754166
51,20000,512,0.00036487431498244405
52,35000,512,0.0003835099341813475
53,50000,512,0.0008089825278148055
54,65000,512,0.0008503883145749569
55,80000,512,0.002516367007046938
56,20000,512,0.0008397437050007284
57,35000,512,0.00024086108896881342
58,50000,512,0.001406506053172052
59,65000,512,0.0010224826401099563
60,80000,512,0.0025769707281142473
61,20000,512,0.000689447857439518
62,35000,512,0.0002476738882251084
63,50000,512,0.0016467345412820578
64,65000,512,0.002064681379124522
65,80000,512,0.001318040187470615
66,20000,512,0.0007009307155385613
67,35000,512,0.00025379634462296963
68,50000,512,0.0007593141635879874
69,65000,512,0.0009381314157508314
70,80000,512,0.0023822332732379436
71,20000,512,0.0006805252633057535
72,35000,512,0.0002626673667691648
73,50000,512,0.0009136449079960585
74,65000,512,0.001457637525163591
75,80000,512,0.0024126446805894375
76,20000,512,0.0004991940222680569
77,35000,512,0.0004200501716695726
78,50000,512,0.0008681925246492028
79,65000,512,0.0012709914008155465
80,80000,512,0.001999499509111047
81,20000,512,0.00029377671307884157
82,35000,512,0.00044912146404385567
83,50000,512,0.00064510153606534
84,65000,512,0.001542515936307609
85,80000,512,0.0035636103712022305
86,20000,512,0.0002824906841851771
87,35000,512,0.0005018050433136523
88,50000,512,0.0008749786065891385
89,65000,512,0.0015023370506241918
90,80000,512,0.0019875536672770977
91,20000,512,0.0003395065723452717
