HF优化步,训练热流_W_m2,物理配点时刻_s,HF三探针消费点数,实际训练目标,HF可见探针目标,累计体内PDE计算次数,合法两档探针验证RMSE_K
1,20000,1.0,42,0.10573828220367432,0.0008327843970619142,1,
2,35000,1.0,42,0.3201735019683838,0.002392485737800598,2,
3,50000,1.0,42,0.6282910108566284,0.004796184599399567,3,
4,65000,1.0,42,1.016380786895752,0.008075126446783543,4,
5,80000,1.0,42,1.440558671951294,0.01262346189469099,5,
6,20000,2.0,42,0.06991071254014969,0.0008915615035220981,6,
7,35000,2.0,42,0.0744127482175827,0.00244629243388772,7,
8,50000,2.0,42,0.14354442059993744,0.004887339659035206,8,
9,65000,2.0,42,0.30096691846847534,0.008305293507874012,9,
10,80000,2.0,42,0.5453259348869324,0.013228830881416798,10,
11,20000,5.0,42,0.5248324275016785,0.0018822412239387631,11,
12,35000,5.0,42,0.37252333760261536,0.003655210603028536,12,
13,50000,5.0,42,0.21843479573726654,0.006203591823577881,13,
14,65000,5.0,42,0.19353888928890228,0.009662800468504429,14,
15,80000,5.0,42,0.3767022490501404,0.014630178920924664,15,
16,20000,10.0,42,0.28182923793792725,0.002795532811433077,16,
17,35000,10.0,42,0.13753505051136017,0.004748975392431021,17,
18,50000,10.0,42,0.08366677165031433,0.007427779026329517,18,
19,65000,10.0,42,0.18505030870437622,0.010903905145823956,19,
20,80000,10.0,42,0.44078528881073,0.015737280249595642,20,2.3125648498535156
21,20000,20.0,42,0.06305211782455444,0.0032116579823195934,21,
22,35000,20.0,42,0.033102843910455704,0.005290063563734293,22,
23,50000,20.0,42,0.07141716033220291,0.008006940595805645,23,
24,65000,20.0,42,0.19692032039165497,0.01139595452696085,24,
25,80000,20.0,42,0.39203235507011414,0.016014890745282173,25,
26,20000,30.0,42,0.02824360504746437,0.003057674737647176,26,
27,35000,30.0,42,0.026834148913621902,0.005128052551299334,27,
28,50000,30.0,42,0.05213062837719917,0.007766973692923784,28,
29,65000,30.0,42,0.1158585250377655,0.011008852161467075,29,
30,80000,30.0,42,0.22176280617713928,0.015419396571815014,30,
31,20000,50.0,42,0.033111922442913055,0.0025317263789474964,31,
32,35000,50.0,42,0.04196976125240326,0.004472373519092798,32,
33,50000,50.0,42,0.05895916372537613,0.006955916061997414,33,
34,65000,50.0,42,0.09215278178453445,0.01002467516809702,34,
35,80000,50.0,42,0.1620868295431137,0.014209475368261337,35,
36,20000,75.0,42,0.017182163894176483,0.0018527419306337833,36,
37,35000,75.0,42,0.02762473374605179,0.0036144487094134092,37,
38,50000,75.0,42,0.04830799251794815,0.005963379051536322,38,
39,65000,75.0,42,0.08975144475698471,0.008938027545809746,39,
40,80000,75.0,42,0.16886085271835327,0.012987639755010605,40,1.9752475023269653
41,20000,100.0,42,0.015007385052740574,0.0014008302241563797,41,
42,35000,100.0,42,0.025020215660333633,0.0031279711984097958,42,
43,50000,100.0,42,0.04997009038925171,0.005525232758373022,43,
44,65000,100.0,42,0.0983721911907196,0.008597346022725105,44,
45,80000,100.0,42,0.1769760251045227,0.012736504897475243,45,
46,20000,125.0,42,0.02198314480483532,0.001333511550910771,46,
47,35000,125.0,42,0.02243109606206417,0.003261642763391137,47,
48,50000,125.0,42,0.04432513564825058,0.005950444377958775,48,
49,65000,125.0,42,0.09624472260475159,0.009320416487753391,49,
50,80000,125.0,42,0.18093815445899963,0.013717271387577057,50,
51,20000,150.0,42,0.011241922155022621,0.0015652165748178959,51,
52,35000,150.0,42,0.017216511070728302,0.003888738341629505,52,
53,50000,150.0,42,0.04320095479488373,0.0069798799231648445,53,
54,65000,150.0,42,0.09287043660879135,0.01062107179313898,54,
55,80000,150.0,42,0.17280136048793793,0.015131941996514797,55,
56,20000,175.0,42,0.012584584765136242,0.0019154355395585299,56,
57,35000,175.0,42,0.01957002654671669,0.004650391172617674,57,
58,50000,175.0,42,0.04103840887546539,0.008077670820057392,58,
59,65000,175.0,42,0.08358238637447357,0.011872424744069576,59,
60,80000,175.0,42,0.15285871922969818,0.016392836347222328,60,2.34673810005188
61,20000,200.0,42,0.006409538444131613,0.0021781078539788723,61,
62,35000,200.0,42,0.013405879959464073,0.005122687201946974,62,
63,50000,200.0,42,0.03187220171093941,0.008553008548915386,63,
64,65000,200.0,42,0.06269000470638275,0.012073664925992489,64,
65,80000,200.0,42,0.11774942278862,0.016130773350596428,65,
66,20000,1.0,42,0.37126532196998596,0.0019163945689797401,66,
67,35000,1.0,42,0.5261527299880981,0.004256059881299734,67,
68,50000,1.0,42,0.4630117416381836,0.006782229524105787,68,
69,65000,1.0,42,0.283820241689682,0.00938323326408863,69,
70,80000,1.0,42,0.20279885828495026,0.012580757960677147,70,
71,20000,2.0,42,0.05459216609597206,0.0006546570220962167,71,
72,35000,2.0,42,0.11463403701782227,0.001967251766473055,72,
73,50000,2.0,42,0.1987832635641098,0.003938173875212669,73,
74,65000,2.0,42,0.29273661971092224,0.006665682420134544,74,
75,80000,2.0,42,0.35136550664901733,0.010675104334950447,75,
76,20000,5.0,42,0.056986965239048004,0.0009341142722405493,76,
77,35000,5.0,42,0.058884598314762115,0.002180891577154398,77,
78,50000,5.0,42,0.056780748069286346,0.0044184159487485886,78,
79,65000,5.0,42,0.06971009075641632,0.007774554658681154,79,
80,80000,5.0,42,0.10629527270793915,0.01277504675090313,80,1.9404088258743286
81,20000,10.0,42,0.011792052537202835,0.0012807792518287897,81,
82,35000,10.0,42,0.027104735374450684,0.0028459348250180483,82,
83,50000,10.0,42,0.08002336323261261,0.0055931806564331055,83,
84,65000,10.0,42,0.1394120752811432,0.009504951536655426,84,
85,80000,10.0,42,0.18628711998462677,0.015077192336320877,85,
86,20000,20.0,42,0.010127583518624306,0.0011659114388749003,86,
87,35000,20.0,42,0.03460170701146126,0.002943368162959814,87,
88,50000,20.0,42,0.0676107183098793,0.005956416949629784,88,
89,65000,20.0,42,0.09079287946224213,0.010135398246347904,89,
90,80000,20.0,42,0.12378701567649841,0.016066012904047966,90,
91,20000,30.0,42,0.015305114910006523,0.0009784068679437041,91,
92,35000,30.0,42,0.021675486117601395,0.00300180003978312,92,
93,50000,30.0,42,0.038586631417274475,0.00639769434928894,93,
94,65000,30.0,42,0.06810883432626724,0.011017662473022938,94,
95,80000,30.0,42,0.11878324300050735,0.017399655655026436,95,
96,20000,50.0,42,0.018413392826914787,0.0010392747353762388,96,
97,35000,50.0,42,0.01991902105510235,0.003466610563918948,97,
98,50000,50.0,42,0.03201001510024071,0.007340028882026672,98,
99,65000,50.0,42,0.05410587787628174,0.012335456907749176,99,
100,80000,50.0,42,0.08943863213062286,0.01887362077832222,100,2.3302714824676514
101,20000,75.0,42,0.007596489507704973,0.0012337923981249332,101,
102,35000,75.0,42,0.014990560710430145,0.003968843258917332,102,
103,50000,75.0,42,0.03550274297595024,0.00799951795488596,103,
104,65000,75.0,42,0.05769156292080879,0.012848650105297565,104,
105,80000,75.0,42,0.0832957774400711,0.01887320913374424,105,
106,20000,100.0,42,0.004744494333863258,0.0012541774194687605,106,
107,35000,100.0,42,0.016005903482437134,0.0038075423799455166,107,
108,50000,100.0,42,0.033816639333963394,0.0073844678699970245,108,
109,65000,100.0,42,0.0506955161690712,0.011601801961660385,109,
110,80000,100.0,42,0.07617420703172684,0.016887905076146126,110,
111,20000,125.0,42,0.005987850483506918,0.001036446075886488,111,
112,35000,125.0,42,0.013072642497718334,0.0031917181331664324,112,
113,50000,125.0,42,0.026314232498407364,0.006298185791820288,113,
114,65000,125.0,42,0.04758288711309433,0.010112417861819267,114,
115,80000,125.0,42,0.08342243731021881,0.01505834050476551,115,
116,20000,150.0,42,0.008098859339952469,0.000879074155818671,116,
117,35000,150.0,42,0.014460180886089802,0.002848020987585187,117,
118,50000,150.0,42,0.02604823373258114,0.0058173551224172115,118,
119,65000,150.0,42,0.04577164351940155,0.009572532959282398,119,
120,80000,150.0,42,0.07865370810031891,0.014490100555121899,120,2.024972677230835
121,20000,175.0,42,0.004298452287912369,0.0008577937260270119,121,
122,35000,175.0,42,0.010288055054843426,0.002862332621589303,122,
123,50000,175.0,42,0.02151709981262684,0.005913692992180586,123,
124,65000,175.0,42,0.039247218519449234,0.009754934348165989,124,
125,80000,175.0,42,0.07122631371021271,0.014721192419528961,125,
126,20000,200.0,42,0.003119763685390353,0.0008994645904749632,126,
127,35000,200.0,42,0.009387047030031681,0.002997753908857703,127,
128,50000,200.0,42,0.019597336649894714,0.006146466359496117,128,
129,65000,200.0,42,0.03790968656539917,0.010061186738312244,129,
130,80000,200.0,42,0.07547133415937424,0.015101954340934753,130,
131,20000,1.0,42,0.0050389403477311134,0.0009473232203163207,131,
132,35000,1.0,42,0.01574208214879036,0.003176691709086299,132,
133,50000,1.0,42,0.03138818219304085,0.006462009157985449,133,
134,65000,1.0,42,0.04946203902363777,0.01038412656635046,134,
135,80000,1.0,42,0.06816956400871277,0.015201222151517868,135,
136,20000,2.0,42,0.004282436799257994,0.000882578082382679,136,
137,35000,2.0,42,0.01674850471317768,0.002802909119054675,137,
138,50000,2.0,42,0.032831646502017975,0.00556737557053566,138,
139,65000,2.0,42,0.04205668717622757,0.008947133086621761,139,
140,80000,2.0,42,0.0506686270236969,0.013418762944638729,140,1.900492548942566
