time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,27.85391,27.66833
4,28.67731,27.74887
6,29.27951,27.92279
8,29.70511,28.19189
10,30.03632,28.53891
12,30.35629,28.93103
14,30.70844,29.33789
16,31.09244,29.742
18,31.49258,30.13092
20,31.89734,30.49066
22,32.30029,30.81033
24,32.69431,31.08664
26,33.06943,31.32202
28,33.41428,31.52066
30,33.71997,31.68677
32,33.9827,31.82431
34,34.20435,31.93781
36,34.39087,32.0322
38,34.5502,32.11273
40,34.69012,32.18423
42,34.81717,32.25079
44,34.93594,32.31546
46,35.04932,32.38034
48,35.15875,32.4465
50,35.26477,32.51431
52,35.36728,32.58359
54,35.466,32.6539
56,35.56055,32.7247
58,35.65063,32.79541
60,35.73608,32.86554
62,35.81696,32.93466
64,35.89328,33.00247
66,35.9653,33.06879
68,36.03336,33.13342
70,36.09781,33.19635
72,36.15906,33.25754
74,36.21747,33.31693
76,36.27356,33.37451
78,36.3277,33.43033
80,36.38034,33.48425
82,36.43185,33.53635
84,36.48267,33.58652
86,36.53317,33.6347
88,36.58365,33.68088
90,36.63443,33.72495
92,36.68585,33.76682
94,36.73822,33.80652
96,36.79169,33.84393
98,36.84653,33.879
100,36.90298,33.91165
102,36.96112,33.94189
104,37.02115,33.96967
106,37.08313,33.99493
108,37.14719,34.01764
110,37.21332,34.03775
112,37.28156,34.05524
114,37.3519,34.07004
116,37.42432,34.08194
118,37.49875,34.09088
120,37.5752,34.09665
122,37.65356,34.09897
124,37.73389,34.0976
126,37.81619,34.09222
128,37.90073,34.08252
130,37.98773,34.06827
132,38.07767,34.04932
134,38.1713,34.02573
136,38.26959,33.99777
138,38.37378,33.96594
140,38.4855,33.93085
142,38.60672,33.89346
144,38.73969,33.85471
146,38.88705,33.81567
148,39.05164,33.7775
150,39.23654,33.74112
152,39.44492,33.70764
154,39.67996,33.67801
156,39.94473,33.65332
158,40.24216,33.63449
160,40.57474,33.62259
162,40.94479,33.61887
164,41.35403,33.62454
166,41.80362,33.64096
168,42.29395,33.66971
170,42.82452,33.7124
172,43.39365,33.77078
174,43.99844,33.84659
176,44.63458,33.94165
178,45.2963,34.05759
180,45.97662,34.19571
182,46.66739,34.35706
184,47.35986,34.54202
186,48.04492,34.75031
188,48.7139,34.98077
190,49.35883,35.23138
192,49.97278,35.49924
194,50.55038,35.7807
196,51.08755,36.07141
198,51.58191,36.36676
200,52.0322,36.66196
