LF优化步,训练热流_W_m2,LF训练消费点数,实际LF训练目标
1,20000,512,0.01100766658782959
2,35000,512,0.031438734382390976
3,50000,512,0.05931522697210312
4,65000,512,0.09860873967409134
5,80000,512,0.1379663348197937
6,20000,512,0.0008195999544113874
7,35000,512,0.005184542387723923
8,50000,512,0.01570821925997734
9,65000,512,0.03102046623826027
10,80000,512,0.053003087639808655
11,20000,512,0.01870010793209076
12,35000,512,0.011636139824986458
13,50000,512,0.005335764028131962
14,65000,512,0.004491657949984074
15,80000,512,0.017906878143548965
16,20000,512,0.043880172073841095
17,35000,512,0.0245987381786108
18,50000,512,0.009292665868997574
19,65000,512,0.002921163570135832
20,80000,512,0.014879212714731693
21,20000,512,0.02493729256093502
22,35000,512,0.010092101991176605
23,50000,512,0.0021805802825838327
24,65000,512,0.005742608103901148
25,80000,512,0.024080434814095497
26,20000,512,0.008399127051234245
27,35000,512,0.002578364685177803
28,50000,512,0.0016506053507328033
29,65000,512,0.008868830278515816
30,80000,512,0.025908246636390686
31,20000,512,0.003703327151015401
32,35000,512,0.0012194444425404072
33,50000,512,0.0016717072576284409
34,65000,512,0.005590025335550308
35,80000,512,0.017825977876782417
36,20000,512,0.0031288040336221457
37,35000,512,0.0021581328473985195
38,50000,512,0.001340382150374353
39,65000,512,0.002304895780980587
40,80000,512,0.008165722712874413
41,20000,512,0.002978325355798006
42,35000,512,0.0035172083880752325
43,50000,512,0.002795720938593149
44,65000,512,0.0017584026791155338
45,80000,512,0.005460463929921389
46,20000,512,0.0015207077376544476
47,35000,512,0.002165033482015133
48,50000,512,0.0026701404713094234
49,65000,512,0.002296323888003826
50,80000,512,0.005010286346077919
51,20000,512,0.00023207553022075444
52,35000,512,0.000721873773727566
53,50000,512,0.0013320872094482183
54,65000,512,0.0012985458597540855
55,80000,512,0.004248740151524544
56,20000,512,0.0008182859746739268
57,35000,512,0.0003698182408697903
58,50000,512,0.0019235534127801657
59,65000,512,0.0014757432509213686
60,80000,512,0.004226574674248695
61,20000,512,0.0010351771488785744
62,35000,512,0.0003626918187364936
63,50000,512,0.0022012542467564344
64,65000,512,0.0030395975336432457
65,80000,512,0.0020739987958222628
66,20000,512,0.0010149104055017233
67,35000,512,0.0003872806264553219
68,50000,512,0.0013589689042419195
69,65000,512,0.0017292217817157507
70,80000,512,0.003208851907402277
71,20000,512,0.0009908083593472838
72,35000,512,0.0003981269255746156
73,50000,512,0.001538535812869668
74,65000,512,0.002381399739533663
75,80000,512,0.0034227482974529266
76,20000,512,0.0009456052212044597
77,35000,512,0.0006175304879434407
78,50000,512,0.001256525982171297
79,65000,512,0.001910743652842939
80,80000,512,0.003078186186030507
81,20000,512,0.0006563951028510928
82,35000,512,0.0006113402196206152
83,50000,512,0.0009062162134796381
84,65000,512,0.0023284615017473698
85,80000,512,0.005341188982129097
86,20000,512,0.0004568898875731975
87,35000,512,0.0007174252532422543
88,50000,512,0.0013327391352504492
89,65000,512,0.0022379374131560326
90,80000,512,0.0028938138857483864
91,20000,512,0.0004604996938724071
92,35000,512,0.0008593933889642358
93,50000,512,0.0013696295209228992
94,65000,512,0.0016481511993333697
95,80000,512,0.002200382761657238
96,20000,512,0.0003289876040071249
97,35000,512,0.00030741444788873196
98,50000,512,0.0015559506136924028
99,65000,512,0.0025582127273082733
100,80000,512,0.0033278451301157475
101,20000,512,0.00037474132841452956
102,35000,512,0.0006480248412117362
103,50000,512,0.0009743208647705615
104,65000,512,0.0014941281406208873
105,80000,512,0.003152131801471114
106,20000,512,0.0003625820972956717
107,35000,512,0.0007361503667198122
108,50000,512,0.0012091916287317872
109,65000,512,0.002421278040856123
110,80000,512,0.0023797801695764065
111,20000,512,0.00044022256042808294
112,35000,512,0.00038538401713594794
113,50000,512,0.001263406127691269
114,65000,512,0.0018334147753193974
115,80000,512,0.0033811451867222786
116,20000,512,0.00040148780681192875
117,35000,512,0.0006290985038504004
118,50000,512,0.001603651326149702
119,65000,512,0.0009577248129062355
120,80000,512,0.0030777757056057453
121,20000,512,0.0004251983773428947
122,35000,512,0.0006997921736910939
123,50000,512,0.0008454396738670766
124,65000,512,0.0017604149179533124
