time_s,hot_temperature_c,cold_temperature_c
0,22,22
2,26.13248,25.44547
4,26.51147,25.66568
6,26.99008,25.97638
8,27.49182,26.37564
10,27.98798,26.83057
12,28.48431,27.28772
14,28.98962,27.70871
16,29.51614,28.08417
18,30.05627,28.41074
20,30.57162,28.6785
22,31.02634,28.88333
24,31.41443,29.03448
26,31.75186,29.14642
28,32.05768,29.22833
30,32.34427,29.28546
32,32.61609,29.32675
34,32.87112,29.36539
36,33.10297,29.41312
38,33.30435,29.47531
40,33.47092,29.55176
42,33.60263,29.63962
44,33.70273,29.7356
46,33.77631,29.83627
48,33.82877,29.93854
50,33.86533,30.03995
52,33.89066,30.13943
54,33.90887,30.23712
56,33.92361,30.3338
58,33.9382,30.43039
60,33.95554,30.52759
62,33.97812,30.62564
64,34.008,30.72418
66,34.04663,30.82251
68,34.09479,30.91946
70,34.1525,31.01343
72,34.21909,31.10251
74,34.29321,31.18448
76,34.37305,31.25705
78,34.45639,31.31796
80,34.54086,31.36526
82,34.62402,31.39746
84,34.70358,31.41367
86,34.7775,31.41367
88,34.84399,31.39789
90,34.90204,31.36755
92,34.95105,31.32458
94,34.99115,31.27158
96,35.02307,31.21185
98,35.04803,31.14905
100,35.06757,31.08701
102,35.08344,31.02939
104,35.09756,30.97955
106,35.11176,30.94022
108,35.12787,30.91348
110,35.14749,30.9006
112,35.17218,30.90228
114,35.20319,30.91846
116,35.2417,30.94858
118,35.2887,30.9917
120,35.34497,31.04657
122,35.41122,31.11176
124,35.48807,31.18561
126,35.57584,31.26654
128,35.6749,31.35287
130,35.78537,31.44293
132,35.90729,31.5351
134,36.04059,31.62772
136,36.185,31.71927
138,36.34018,31.80823
140,36.50555,31.89313
142,36.68054,31.9726
144,36.86435,32.04541
146,37.05615,32.11053
148,37.25491,32.16727
150,37.45969,32.21515
152,37.66931,32.25424
154,37.88269,32.28494
156,38.09866,32.30817
158,38.3161,32.32507
160,38.53397,32.33719
162,38.7511,32.34604
164,38.96655,32.35315
166,39.17935,32.35989
168,39.38861,32.36752
170,39.59344,32.37692
172,39.79309,32.38876
174,39.98682,32.40347
176,40.17389,32.42133
178,40.35373,32.44241
180,40.5257,32.46671
182,40.6893,32.49417
184,40.84415,32.52472
186,40.9899,32.5582
188,41.1264,32.59448
190,41.25357,32.63342
192,41.37158,32.67487
194,41.48077,32.71872
196,41.58154,32.76477
198,41.67456,32.81284
200,41.76056,32.86273
