功率_瓦,时刻_秒,求积阶数,吸收功率_瓦,储能率_瓦,水冷散热_瓦,对流散热_瓦,辐射散热_瓦,平衡_瓦,绝对平衡_瓦,原定义相对平衡分母_瓦,原定义相对平衡,边界梯度模式原标识,外边界内移_米
55.0,1.0,64,42.06677492057008,113.98665749044717,220.35723298826758,0.5969829007729676,0.2595541759642803,293.1336526348819,293.1336526348819,221.2137700650048,1.3251148540560702,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,10.0,64,42.06677492057008,42.44092306629143,265.7869328745117,0.7986643528730539,0.3408301441064786,267.30057551721256,267.30057551721256,266.92642737149123,1.001401690156369,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,50.0,64,42.06677492057008,-1.9397931178389023,348.68525284381445,0.9091185630421136,0.3942975016381071,305.9821008700857,305.9821008700857,349.9886689084947,0.8742628777792957,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,100.0,64,42.06677492057008,11.256996999882432,216.3797347056256,0.9856778753993141,0.4320948704960046,186.98772953083326,186.98772953083326,217.79750745152091,0.8585393456463429,inner_autodiff_at_R_minus_epsilon,1e-6
55.0,200.0,64,42.06677492057008,89.30442841299056,335.8420750340328,1.7405880716686717,0.7913849656827865,385.61170156380473,385.61170156380473,338.37404807138427,1.1396018807046784,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,1.0,64,88.1107721972668,248.2990468724047,173.5943224328572,0.5865998541409385,0.25176400094323903,334.62096096307926,334.62096096307926,248.2990468724047,1.3476530223454037,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,10.0,64,88.1107721972668,119.84882709012388,285.01425969801426,1.056971255636339,0.45722672590220736,318.26651257240985,318.26651257240985,286.5284576795528,1.1107675487101258,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,50.0,64,88.1107721972668,3.9639206068441357,602.3420161999834,1.4311936058538617,0.6509970743428216,520.2773552897575,520.2773552897575,604.4242068801801,0.8607817975643987,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,100.0,64,88.1107721972668,10.787726822666755,505.3045560920368,1.5453253595201506,0.7069784786904099,430.23381455564737,430.23381455564737,507.5568599302474,0.8476563879262189,inner_autodiff_at_R_minus_epsilon,1e-6
115.2,200.0,64,88.1107721972668,93.49255616653235,625.760835863334,2.307716874818957,1.0899370045883576,634.540273712007,634.540273712007,629.1584897427414,1.0085539399960513,inner_autodiff_at_R_minus_epsilon,1e-6
364.3,1.0,64,278.63502006479416,976.4512264551391,-46.212617338397855,1.0921920523008506,0.4872501575530114,653.183031261801,653.183031261801,976.4512264551391,0.6689356452887921,inner_autodiff_at_R_minus_epsilon,1e-6
364.3,10.0,64,278.63502006479416,404.22704400313916,310.98868214852087,2.700993880177487,1.493008011235024,440.77470797827834,440.77470797827834,404.22704400313916,1.0904137031832422,inner_autodiff_at_R_minus_epsilon,1e-6
